18:00:41.677 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:9ef17309
	at com.networknt.body.BodyHandler.handleRequest(BodyHandler.java:124)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.correlation.CorrelationHandler.handleRequest(CorrelationHandler.java:77)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.exception.ExceptionHandler.handleRequest(ExceptionHandler.java:76)
	at io.undertow.server.HttpServerExchange$1.run(HttpServerExchange.java:841)
	at org.jboss.threads.EnhancedQueueExecutor.safeRun(EnhancedQueueExecutor.java:2019)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.run(EnhancedQueueExecutor.java:1449)
18:00:44.025 [XNIO-1 task-4]  3weRh0p7SluUlxNu2iM9zA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.025 [XNIO-1 task-4]  3weRh0p7SluUlxNu2iM9zA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
java.lang.RuntimeException: java.sql.SQLIntegrityConstraintViolationException: Cannot delete or update a parent row: a foreign key constraint fails (`oauth2`.`refresh_token`, CONSTRAINT `refresh_token_ibfk_1` FOREIGN KEY (`client_id`) REFERENCES `client` (`client_id`))
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:36)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:19)
18:00:44.025 [XNIO-1 task-4]  3weRh0p7SluUlxNu2iM9zA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.027 [XNIO-1 task-4]  3weRh0p7SluUlxNu2iM9zA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
	at com.hazelcast.map.impl.MapStoreWrapper.delete(MapStoreWrapper.java:115)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:56)
18:00:44.045 [XNIO-1 task-4]  m8erhUtrQfCtsQZBbkCKZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.delete(DefaultRecordStore.java:455)
	at com.hazelcast.spi.Operation.call(Operation.java:170)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:199)
18:00:44.046 [XNIO-1 task-4]  m8erhUtrQfCtsQZBbkCKZg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:123)
18:00:44.049 [XNIO-1 task-4]  m8erhUtrQfCtsQZBbkCKZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:44.049 [XNIO-1 task-4]  m8erhUtrQfCtsQZBbkCKZg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:117)
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:97)
18:00:44.050 [XNIO-1 task-4]  m8erhUtrQfCtsQZBbkCKZg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
18:00:44.057 [XNIO-1 task-5]  6M_t1aIESK2gvCAtkrqfBg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.057 [XNIO-1 task-5]  6M_t1aIESK2gvCAtkrqfBg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1094)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1042)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdate(ClientPreparedStatement.java:1027)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.executeUpdate(HikariProxyPreparedStatement.java)
	... 14 more

18:00:44.058 [XNIO-1 task-5]  6M_t1aIESK2gvCAtkrqfBg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.058 [XNIO-1 task-4]  m8erhUtrQfCtsQZBbkCKZg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:44.058 [XNIO-1 task-5]  6M_t1aIESK2gvCAtkrqfBg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = -RDtg4uyRc2PF7_yEteOKA redirectUri = http://localhost:8080/authorization
18:00:44.060 [XNIO-1 task-3]  XdfOjRtgQziF7Vg3OsKznw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.060 [XNIO-1 task-3]  XdfOjRtgQziF7Vg3OsKznw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.060 [XNIO-1 task-3]  XdfOjRtgQziF7Vg3OsKznw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.061 [XNIO-1 task-3]  XdfOjRtgQziF7Vg3OsKznw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = UyicSC93Ta2EYnLlGnoHFw redirectUri = http://localhost:8080/authorization
18:00:44.070 [XNIO-1 task-3]  XdfOjRtgQziF7Vg3OsKznw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:44.070 [XNIO-1 task-3]  XdfOjRtgQziF7Vg3OsKznw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:44.071 [XNIO-1 task-4]  S3MdjbRVQk6_OP6I3r5i1g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:44.071 [XNIO-1 task-4]  S3MdjbRVQk6_OP6I3r5i1g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.072 [XNIO-1 task-4]  S3MdjbRVQk6_OP6I3r5i1g DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OTNmMzc3ZjktYjkxZC00MTAwLTg2ZjUtY2IxZDA0YWNjOTNkOjJIMk9SamxQU3l1TEdLOFA3UlpuV0E=", "Basic OTNmMzc3ZjktYjkxZC00MTAwLTg2ZjUtY2IxZDA0YWNjOTNkOjJIMk9SamxQU3l1TEdLOFA3UlpuV0E=", authorization)
18:00:44.073 [XNIO-1 task-5]  6M_t1aIESK2gvCAtkrqfBg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
18:00:44.073 [XNIO-1 task-5]  6M_t1aIESK2gvCAtkrqfBg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:44.082 [XNIO-1 task-4]  S3MdjbRVQk6_OP6I3r5i1g INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:44.092 [XNIO-1 task-4]  cXqkfI9qTiGvXAdULZHGKQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.093 [XNIO-1 task-4]  cXqkfI9qTiGvXAdULZHGKQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.093 [XNIO-1 task-4]  cXqkfI9qTiGvXAdULZHGKQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.094 [XNIO-1 task-4]  cXqkfI9qTiGvXAdULZHGKQ DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
18:00:44.097 [XNIO-1 task-5]  Sv6Yyal7TtC9rrf1OrGuyA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.097 [XNIO-1 task-5]  Sv6Yyal7TtC9rrf1OrGuyA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:44.098 [XNIO-1 task-5]  Sv6Yyal7TtC9rrf1OrGuyA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.098 [XNIO-1 task-5]  Sv6Yyal7TtC9rrf1OrGuyA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NWFjMTc3MjYtNmFmZS00ZGIwLWE0MzUtM2MxMzBmOTI2MjNmOkREWHl6UjVFVG5ha0N4d2VfdVlQVnc=", "Basic NWFjMTc3MjYtNmFmZS00ZGIwLWE0MzUtM2MxMzBmOTI2MjNmOkREWHl6UjVFVG5ha0N4d2VfdVlQVnc=", authorization)
18:00:44.100 [XNIO-1 task-4]  cXqkfI9qTiGvXAdULZHGKQ DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:44.101 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:20656d22-a732-4d81-a22e-04f279de9108
18:00:44.111 [XNIO-1 task-4]  NxZglrNXRgK1nb5xXgcqLA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.111 [XNIO-1 task-4]  NxZglrNXRgK1nb5xXgcqLA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:44.111 [XNIO-1 task-4]  NxZglrNXRgK1nb5xXgcqLA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.112 [XNIO-1 task-4]  NxZglrNXRgK1nb5xXgcqLA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic MzQ0YWJjYjQtOTY5OS00MjU3LThmMzEtNjUyOGU3ZTNhZDU5OndMQTh5MmN0U3ZxVUp1eVlVY3drOGc=", "Basic MzQ0YWJjYjQtOTY5OS00MjU3LThmMzEtNjUyOGU3ZTNhZDU5OndMQTh5MmN0U3ZxVUp1eVlVY3drOGc=", authorization)
18:00:44.119 [XNIO-1 task-5]  Sv6Yyal7TtC9rrf1OrGuyA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
com.networknt.exception.ApiException: {"statusCode":400,"code":"ERR12040","message":"CODE_VERIFIER_MISSING","description":"PKCE codeVerifier is not specified","severity":"ERROR"}
	at com.networknt.oauth.token.handler.Oauth2TokenPostHandler.handleRequest(Oauth2TokenPostHandler.java:116)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.audit.AuditHandler.next(AuditHandler.java:192)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.body.BodyHandler.handleRequest(BodyHandler.java:124)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.correlation.CorrelationHandler.handleRequest(CorrelationHandler.java:77)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.exception.ExceptionHandler.handleRequest(ExceptionHandler.java:76)
	at io.undertow.server.HttpServerExchange$1.run(HttpServerExchange.java:841)
	at org.jboss.threads.EnhancedQueueExecutor.safeRun(EnhancedQueueExecutor.java:2019)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.run(EnhancedQueueExecutor.java:1449)
18:00:44.120 [XNIO-1 task-3]  SXSjBG-1RtK0KRuNNZJZ7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.120 [XNIO-1 task-3]  SXSjBG-1RtK0KRuNNZJZ7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:44.121 [XNIO-1 task-3]  SXSjBG-1RtK0KRuNNZJZ7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.121 [XNIO-1 task-3]  SXSjBG-1RtK0KRuNNZJZ7A DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NjE5MmU2ZGYtYTBlNS00NDIwLTg0ZjYtOWI1N2E5MDQ1ZWY0OlVtZ1B2bmU2UnJxX0N0T1k0UjBVbEE=", "Basic NjE5MmU2ZGYtYTBlNS00NDIwLTg0ZjYtOWI1N2E5MDQ1ZWY0OlVtZ1B2bmU2UnJxX0N0T1k0UjBVbEE=", authorization)
18:00:44.126 [XNIO-1 task-4]  NxZglrNXRgK1nb5xXgcqLA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:44.135 [XNIO-1 task-4]  dNZpodrXTQy0tDZwxMMMIA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.135 [XNIO-1 task-4]  dNZpodrXTQy0tDZwxMMMIA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:44.136 [XNIO-1 task-4]  dNZpodrXTQy0tDZwxMMMIA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.136 [XNIO-1 task-4]  dNZpodrXTQy0tDZwxMMMIA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OTM5MThiMGEtNDA2Zi00NzMyLTkwNzEtMzEyM2ZjOGM4MjE4OlRIcDBPbHhHU0dpRXk3SVFxQW94VVE=", "Basic OTM5MThiMGEtNDA2Zi00NzMyLTkwNzEtMzEyM2ZjOGM4MjE4OlRIcDBPbHhHU0dpRXk3SVFxQW94VVE=", authorization)
18:00:44.142 [XNIO-1 task-4]  dNZpodrXTQy0tDZwxMMMIA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:44.150 [XNIO-1 task-4]  JFwA5A_XTza-Pmgijjhp4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.150 [XNIO-1 task-4]  JFwA5A_XTza-Pmgijjhp4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:44.151 [XNIO-1 task-4]  JFwA5A_XTza-Pmgijjhp4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.151 [XNIO-1 task-4]  JFwA5A_XTza-Pmgijjhp4A DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OTM5MThiMGEtNDA2Zi00NzMyLTkwNzEtMzEyM2ZjOGM4MjE4OlRIcDBPbHhHU0dpRXk3SVFxQW94VVE=", "Basic OTM5MThiMGEtNDA2Zi00NzMyLTkwNzEtMzEyM2ZjOGM4MjE4OlRIcDBPbHhHU0dpRXk3SVFxQW94VVE=", authorization)
18:00:44.153 [XNIO-1 task-3]  SXSjBG-1RtK0KRuNNZJZ7A DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
18:00:44.154 [XNIO-1 task-3]  SXSjBG-1RtK0KRuNNZJZ7A INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:44.183 [XNIO-1 task-4]  JFwA5A_XTza-Pmgijjhp4A DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:44.184 [hz._hzInstance_1_dev.partition-operation.thread-0]   ERROR c.n.oauth.cache.ClientMapStore delete - Exception:
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:117)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:122)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeUpdateInternal(ClientPreparedStatement.java:1094)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeLargeUpdate(ClientPreparedStatement.java:1345)
	at com.zaxxer.hikari.pool.ProxyPreparedStatement.executeUpdate(ProxyPreparedStatement.java:61)
	at com.networknt.oauth.cache.ClientMapStore.delete(ClientMapStore.java:33)
	at com.hazelcast.map.impl.MapStoreWrapper.delete(MapStoreWrapper.java:115)
	at com.hazelcast.map.impl.mapstore.writethrough.WriteThroughStore.remove(WriteThroughStore.java:28)
	at com.hazelcast.map.impl.recordstore.DefaultRecordStore.delete(DefaultRecordStore.java:455)
	at com.hazelcast.spi.Operation.call(Operation.java:170)
	at com.hazelcast.spi.impl.operationservice.impl.OperationRunnerImpl.run(OperationRunnerImpl.java:199)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.process(OperationThread.java:153)
	at com.hazelcast.spi.impl.operationexecutor.impl.OperationThread.run(OperationThread.java:110)
18:00:44.184 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:e7c89cf2-134c-4112-8168-a973c8ffd06a
18:00:44.193 [XNIO-1 task-3]  xhXSIVyRTv-AC1S3qHU9yg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.194 [XNIO-1 task-3]  xhXSIVyRTv-AC1S3qHU9yg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.194 [XNIO-1 task-3]  xhXSIVyRTv-AC1S3qHU9yg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.197 [XNIO-1 task-3]  xhXSIVyRTv-AC1S3qHU9yg DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
18:00:44.205 [XNIO-1 task-3]  xhXSIVyRTv-AC1S3qHU9yg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:44.214 [XNIO-1 task-3]  Qvub4RvsQSSNqMJxAefQNA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.214 [XNIO-1 task-3]  Qvub4RvsQSSNqMJxAefQNA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.214 [XNIO-1 task-3]  Qvub4RvsQSSNqMJxAefQNA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.216 [XNIO-1 task-3]  Qvub4RvsQSSNqMJxAefQNA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
18:00:44.217 [XNIO-1 task-4]  8lH3DZCpQ4S1arlVE-LmMw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.217 [XNIO-1 task-4]  8lH3DZCpQ4S1arlVE-LmMw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.218 [XNIO-1 task-4]  8lH3DZCpQ4S1arlVE-LmMw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.218 [XNIO-1 task-4]  8lH3DZCpQ4S1arlVE-LmMw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = fWyb9c7NTlyf9uPFmQQv-w redirectUri = http://localhost:8080/authorization
18:00:44.221 [XNIO-1 task-3]  Qvub4RvsQSSNqMJxAefQNA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:44.224 [XNIO-1 task-3]  8-gFLzJYSC-nUFVXHy0l2w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.225 [XNIO-1 task-3]  8-gFLzJYSC-nUFVXHy0l2w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.226 [XNIO-1 task-4]  8lH3DZCpQ4S1arlVE-LmMw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:44.226 [XNIO-1 task-3]  8-gFLzJYSC-nUFVXHy0l2w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.226 [XNIO-1 task-3]  8-gFLzJYSC-nUFVXHy0l2w DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic N2RiYTU3MGMtOGJmYy00MjBhLThiY2YtNWYwMGEzOTIzZWI2Ok5QNkJkb3QyUXBpYzUwWDNFQTlONlE=", "Basic N2RiYTU3MGMtOGJmYy00MjBhLThiY2YtNWYwMGEzOTIzZWI2Ok5QNkJkb3QyUXBpYzUwWDNFQTlONlE=", authorization)
18:00:44.227 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:40302644-2862-43a1-a9ff-c78d315faf53
18:00:44.228 [XNIO-1 task-5]  99w9k7YFTtmoCwIWwHL0bQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.228 [XNIO-1 task-5]  99w9k7YFTtmoCwIWwHL0bQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:44.229 [XNIO-1 task-5]  99w9k7YFTtmoCwIWwHL0bQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.229 [XNIO-1 task-5]  99w9k7YFTtmoCwIWwHL0bQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OTM5MThiMGEtNDA2Zi00NzMyLTkwNzEtMzEyM2ZjOGM4MjE4OlRIcDBPbHhHU0dpRXk3SVFxQW94VVE=", "Basic OTM5MThiMGEtNDA2Zi00NzMyLTkwNzEtMzEyM2ZjOGM4MjE4OlRIcDBPbHhHU0dpRXk3SVFxQW94VVE=", authorization)
18:00:44.236 [XNIO-1 task-3]  8-gFLzJYSC-nUFVXHy0l2w DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
18:00:44.236 [XNIO-1 task-3]  8-gFLzJYSC-nUFVXHy0l2w INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:44.237 [XNIO-1 task-5]  99w9k7YFTtmoCwIWwHL0bQ INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:44.246 [XNIO-1 task-3]  60hoX23kReqPdk3JYdOAZA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.246 [XNIO-1 task-3]  60hoX23kReqPdk3JYdOAZA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.246 [XNIO-1 task-3]  60hoX23kReqPdk3JYdOAZA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
18:00:44.248 [XNIO-1 task-3]  60hoX23kReqPdk3JYdOAZA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
18:00:44.261 [XNIO-1 task-3]  60hoX23kReqPdk3JYdOAZA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
18:00:44.268 [XNIO-1 task-3]  CEzH0xGURzWPqCT41rmISQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.268 [XNIO-1 task-3]  CEzH0xGURzWPqCT41rmISQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:44.268 [XNIO-1 task-3]  CEzH0xGURzWPqCT41rmISQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.269 [XNIO-1 task-3]  CEzH0xGURzWPqCT41rmISQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic MDZjZTZiYzktOWQ1My00ODZhLWE1MGUtOTYwYTRkMTY4ZjBkOkZYUUgxS2tmU3lHR3R5aTR6bUZ3bHc=", "Basic MDZjZTZiYzktOWQ1My00ODZhLWE1MGUtOTYwYTRkMTY4ZjBkOkZYUUgxS2tmU3lHR3R5aTR6bUZ3bHc=", authorization)
18:00:44.273 [XNIO-1 task-5]  I1o_xg9_SgKeJmjcziPwpA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.273 [XNIO-1 task-5]  I1o_xg9_SgKeJmjcziPwpA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:44.273 [XNIO-1 task-5]  I1o_xg9_SgKeJmjcziPwpA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.274 [XNIO-1 task-5]  I1o_xg9_SgKeJmjcziPwpA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic N2RiYTU3MGMtOGJmYy00MjBhLThiY2YtNWYwMGEzOTIzZWI2Ok5QNkJkb3QyUXBpYzUwWDNFQTlONlE=", "Basic N2RiYTU3MGMtOGJmYy00MjBhLThiY2YtNWYwMGEzOTIzZWI2Ok5QNkJkb3QyUXBpYzUwWDNFQTlONlE=", authorization)
18:00:44.274 [XNIO-1 task-3]  CEzH0xGURzWPqCT41rmISQ DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
18:00:44.279 [XNIO-1 task-3]  usC_O7o_Rt-krTMHjGFtQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.280 [XNIO-1 task-3]  usC_O7o_Rt-krTMHjGFtQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
18:00:44.280 [XNIO-1 task-3]  usC_O7o_Rt-krTMHjGFtQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
18:00:44.280 [XNIO-1 task-3]  usC_O7o_Rt-krTMHjGFtQQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YTBlN2RhNDItODIyNi00ZGY1LTllYTEtZDAyOWZiNGIxM2Y5OmF4aWV0VmxDUTJxNEwzVTllbG4zQ1E=", "Basic YTBlN2RhNDItODIyNi00ZGY1LTllYTEtZDAyOWZiNGIxM2Y5OmF4aWV0VmxDUTJxNEwzVTllbG4zQ1E=", authorization)
18:00:44.285 [XNIO-1 task-5]  I1o_xg9_SgKeJmjcziPwpA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
