18:00:40.287 [XNIO-1 task-1]  FwR53MnwQwqZbvSUx3HKCA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:43.024 [XNIO-1 task-1]  qpxUna6wSU2mGxTIkiEZMw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:43.024 [XNIO-1 task-1]  qpxUna6wSU2mGxTIkiEZMw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:43.027 [XNIO-1 task-2]  2YaLlH89QuO8PGNQe814Pw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=ZCQWVH26TO-3rNZ5a9te3A
18:00:43.058 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:85e5a15e-994c-47d7-b1e8-072711607811
18:00:43.092 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:85e5a15e-994c-47d7-b1e8-072711607811
18:00:43.098 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:5ac17726-6afe-4db0-a435-3c130f92623f
18:00:43.117 [XNIO-1 task-1]  nB8AAGYjSpKo-_nDCGtKRQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:43.118 [XNIO-1 task-1]  nB8AAGYjSpKo-_nDCGtKRQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:43.118 [XNIO-1 task-1]  nB8AAGYjSpKo-_nDCGtKRQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:43.119 [XNIO-1 task-1]  nB8AAGYjSpKo-_nDCGtKRQ DEBUG com.networknt.schema.TypeValidator debug - validate( "4de552fb-a4a5-45ad-9c11-fc421f288a97", "4de552fb-a4a5-45ad-9c11-fc421f288a97", client_id)
18:00:43.119 [XNIO-1 task-1]  nB8AAGYjSpKo-_nDCGtKRQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:43.119 [XNIO-1 task-2]  66BhKDo4QSukti_J-YwxaA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.119 [XNIO-1 task-2]  66BhKDo4QSukti_J-YwxaA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.119 [XNIO-1 task-2]  66BhKDo4QSukti_J-YwxaA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:43.120 [XNIO-1 task-1]  nB8AAGYjSpKo-_nDCGtKRQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:43.120 [XNIO-1 task-2]  66BhKDo4QSukti_J-YwxaA DEBUG com.networknt.schema.TypeValidator debug - validate( "4EAiewsU-3REKAdWNGkLoo04UQX0j41bpCnAvbzbI88", "4EAiewsU-3REKAdWNGkLoo04UQX0j41bpCnAvbzbI88", code_challenge)
18:00:43.120 [XNIO-1 task-1]  nB8AAGYjSpKo-_nDCGtKRQ DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:43.120 [XNIO-1 task-1]  nB8AAGYjSpKo-_nDCGtKRQ DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:43.120 [XNIO-1 task-2]  66BhKDo4QSukti_J-YwxaA DEBUG com.networknt.schema.TypeValidator debug - validate( "3fd10486-1efc-45c0-bcd5-b0c8287e1469", "3fd10486-1efc-45c0-bcd5-b0c8287e1469", client_id)
18:00:43.121 [XNIO-1 task-2]  66BhKDo4QSukti_J-YwxaA DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:43.121 [XNIO-1 task-2]  66BhKDo4QSukti_J-YwxaA DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:43.121 [XNIO-1 task-2]  66BhKDo4QSukti_J-YwxaA DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:43.121 [XNIO-1 task-2]  66BhKDo4QSukti_J-YwxaA DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:43.122 [XNIO-1 task-2]  66BhKDo4QSukti_J-YwxaA DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:43.129 [XNIO-1 task-2]  66BhKDo4QSukti_J-YwxaA DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:43.130 [XNIO-1 task-2]  66BhKDo4QSukti_J-YwxaA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:43.130 [XNIO-1 task-2]  66BhKDo4QSukti_J-YwxaA DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:43.130 [XNIO-1 task-2]  66BhKDo4QSukti_J-YwxaA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:43.134 [XNIO-1 task-2]  66BhKDo4QSukti_J-YwxaA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=KazwWJ0ZTnqjpMoKFHV-2A
18:00:43.139 [XNIO-1 task-2]  RC-C9l4PRmuMIt8gywzK-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.139 [XNIO-1 task-2]  RC-C9l4PRmuMIt8gywzK-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.140 [XNIO-1 task-2]  RC-C9l4PRmuMIt8gywzK-A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.140 [XNIO-1 task-2]  RC-C9l4PRmuMIt8gywzK-A DEBUG com.networknt.schema.TypeValidator debug - validate( "80167848-390e-48f4-b1ff-b3236a337c89", "80167848-390e-48f4-b1ff-b3236a337c89", client_id)
18:00:43.141 [XNIO-1 task-2]  RC-C9l4PRmuMIt8gywzK-A DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:43.141 [XNIO-1 task-2]  RC-C9l4PRmuMIt8gywzK-A DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:43.141 [XNIO-1 task-2]  RC-C9l4PRmuMIt8gywzK-A DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:43.141 [XNIO-1 task-2]  RC-C9l4PRmuMIt8gywzK-A DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:43.142 [XNIO-1 task-2]  RC-C9l4PRmuMIt8gywzK-A DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:43.145 [XNIO-1 task-1]  nB8AAGYjSpKo-_nDCGtKRQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=SJ2a9cyAR7eJGq0KI5puJg
18:00:43.151 [XNIO-1 task-2]  RC-C9l4PRmuMIt8gywzK-A DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:43.151 [XNIO-1 task-2]  RC-C9l4PRmuMIt8gywzK-A DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:43.152 [XNIO-1 task-1]  1kj77DZ2TouR6XWpP6h9Sg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.152 [XNIO-1 task-1]  1kj77DZ2TouR6XWpP6h9Sg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.152 [XNIO-1 task-1]  1kj77DZ2TouR6XWpP6h9Sg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.153 [XNIO-1 task-1]  1kj77DZ2TouR6XWpP6h9Sg DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:43.154 [XNIO-1 task-1]  1kj77DZ2TouR6XWpP6h9Sg DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:43.154 [XNIO-1 task-1]  1kj77DZ2TouR6XWpP6h9Sg DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:43.154 [XNIO-1 task-1]  1kj77DZ2TouR6XWpP6h9Sg DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:43.154 [XNIO-1 task-1]  1kj77DZ2TouR6XWpP6h9Sg DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:43.155 [XNIO-1 task-2]  RC-C9l4PRmuMIt8gywzK-A DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=CRQrqQOERh-wt0W4S_yQnw
18:00:43.162 [XNIO-1 task-1]  1kj77DZ2TouR6XWpP6h9Sg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:43.163 [XNIO-1 task-1]  1kj77DZ2TouR6XWpP6h9Sg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:43.164 [XNIO-1 task-2]  u8uwS5NDSh62Oy7kObUvFg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.164 [XNIO-1 task-2]  u8uwS5NDSh62Oy7kObUvFg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.164 [XNIO-1 task-2]  u8uwS5NDSh62Oy7kObUvFg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.165 [XNIO-1 task-2]  u8uwS5NDSh62Oy7kObUvFg DEBUG com.networknt.schema.TypeValidator debug - validate( "651b3be2-94ad-43d8-9e9e-3a8b81826b1a", "651b3be2-94ad-43d8-9e9e-3a8b81826b1a", client_id)
18:00:43.165 [XNIO-1 task-2]  u8uwS5NDSh62Oy7kObUvFg DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:43.166 [XNIO-1 task-2]  u8uwS5NDSh62Oy7kObUvFg DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:43.167 [XNIO-1 task-2]  u8uwS5NDSh62Oy7kObUvFg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:43.167 [XNIO-1 task-2]  u8uwS5NDSh62Oy7kObUvFg DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:43.168 [XNIO-1 task-2]  u8uwS5NDSh62Oy7kObUvFg DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:43.168 [XNIO-1 task-2]  u8uwS5NDSh62Oy7kObUvFg DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:43.176 [XNIO-1 task-2]  u8uwS5NDSh62Oy7kObUvFg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:43.176 [XNIO-1 task-2]  u8uwS5NDSh62Oy7kObUvFg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:43.184 [XNIO-1 task-2]  ZNKgCVxhTbKwuMW1yiPGkQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:43.184 [XNIO-1 task-2]  ZNKgCVxhTbKwuMW1yiPGkQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:43.185 [XNIO-1 task-2]  ZNKgCVxhTbKwuMW1yiPGkQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:43.186 [XNIO-1 task-2]  ZNKgCVxhTbKwuMW1yiPGkQ DEBUG com.networknt.schema.TypeValidator debug - validate( "6M5Fjpp5kAKmb836TAOT8Y96vaTMzDY4P5tFbGjWKfw", "6M5Fjpp5kAKmb836TAOT8Y96vaTMzDY4P5tFbGjWKfw", code_challenge)
18:00:43.186 [XNIO-1 task-2]  ZNKgCVxhTbKwuMW1yiPGkQ DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
18:00:43.187 [XNIO-1 task-2]  ZNKgCVxhTbKwuMW1yiPGkQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:43.187 [XNIO-1 task-2]  ZNKgCVxhTbKwuMW1yiPGkQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:43.189 [XNIO-1 task-2]  ZNKgCVxhTbKwuMW1yiPGkQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:43.190 [XNIO-1 task-2]  ZNKgCVxhTbKwuMW1yiPGkQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:43.193 [XNIO-1 task-2]  ZNKgCVxhTbKwuMW1yiPGkQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:43.209 [XNIO-1 task-2]  ZNKgCVxhTbKwuMW1yiPGkQ DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:43.209 [XNIO-1 task-2]  ZNKgCVxhTbKwuMW1yiPGkQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:43.215 [XNIO-1 task-1]  yRWvc5u8TKGEzCoS15xcAA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.215 [XNIO-1 task-1]  yRWvc5u8TKGEzCoS15xcAA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.215 [XNIO-1 task-1]  yRWvc5u8TKGEzCoS15xcAA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.216 [XNIO-1 task-1]  yRWvc5u8TKGEzCoS15xcAA DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:43.216 [XNIO-1 task-1]  yRWvc5u8TKGEzCoS15xcAA DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:43.216 [XNIO-1 task-1]  yRWvc5u8TKGEzCoS15xcAA DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:43.216 [XNIO-1 task-1]  yRWvc5u8TKGEzCoS15xcAA DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:43.217 [XNIO-1 task-1]  yRWvc5u8TKGEzCoS15xcAA DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:43.219 [XNIO-1 task-2]  ZNKgCVxhTbKwuMW1yiPGkQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=9_br2HZPTliW2Lwzj8Spvg
18:00:43.230 [XNIO-1 task-1]  yRWvc5u8TKGEzCoS15xcAA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:43.230 [XNIO-1 task-1]  yRWvc5u8TKGEzCoS15xcAA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:43.244 [XNIO-1 task-1]  BAdJnBxGR4a-N6QujfkM5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:43.244 [XNIO-1 task-1]  BAdJnBxGR4a-N6QujfkM5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:43.244 [XNIO-1 task-1]  BAdJnBxGR4a-N6QujfkM5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:43.245 [XNIO-1 task-1]  BAdJnBxGR4a-N6QujfkM5Q DEBUG com.networknt.schema.TypeValidator debug - validate( "5ac17726-6afe-4db0-a435-3c130f92623f", "5ac17726-6afe-4db0-a435-3c130f92623f", client_id)
18:00:43.246 [XNIO-1 task-1]  BAdJnBxGR4a-N6QujfkM5Q DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:43.246 [XNIO-1 task-1]  BAdJnBxGR4a-N6QujfkM5Q DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:43.246 [XNIO-1 task-1]  BAdJnBxGR4a-N6QujfkM5Q DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:43.247 [XNIO-1 task-1]  BAdJnBxGR4a-N6QujfkM5Q DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:43.247 [XNIO-1 task-1]  BAdJnBxGR4a-N6QujfkM5Q DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:43.254 [XNIO-1 task-1]  BAdJnBxGR4a-N6QujfkM5Q DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:43.254 [XNIO-1 task-1]  BAdJnBxGR4a-N6QujfkM5Q DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:43.257 [hz._hzInstance_1_dev.partition-operation.thread-13]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:c9fa53f9-f1e0-4a55-8b5a-6c0b2f3403d3
18:00:43.262 [XNIO-1 task-1]  ORLS508xRlKadZg9ZooJnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:43.262 [XNIO-1 task-1]  ORLS508xRlKadZg9ZooJnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
18:00:43.263 [XNIO-1 task-1]  ORLS508xRlKadZg9ZooJnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
18:00:43.263 [XNIO-1 task-1]  ORLS508xRlKadZg9ZooJnQ DEBUG com.networknt.schema.TypeValidator debug - validate( "5ac17726-6afe-4db0-a435-3c130f92623f", "5ac17726-6afe-4db0-a435-3c130f92623f", client_id)
18:00:43.263 [XNIO-1 task-1]  ORLS508xRlKadZg9ZooJnQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
18:00:43.264 [XNIO-1 task-1]  ORLS508xRlKadZg9ZooJnQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
18:00:43.264 [XNIO-1 task-1]  ORLS508xRlKadZg9ZooJnQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
18:00:43.264 [XNIO-1 task-1]  ORLS508xRlKadZg9ZooJnQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
18:00:43.265 [XNIO-1 task-1]  ORLS508xRlKadZg9ZooJnQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
18:00:43.273 [XNIO-1 task-1]  ORLS508xRlKadZg9ZooJnQ DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@1da6e51f for /oauth2/code
18:00:43.273 [XNIO-1 task-1]  ORLS508xRlKadZg9ZooJnQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
18:00:43.283 [hz._hzInstance_1_dev.partition-operation.thread-13]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:c9fa53f9-f1e0-4a55-8b5a-6c0b2f3403d3
18:00:43.304 [XNIO-1 task-1]  FBKWogXiRVKVjmmsfNkWYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.304 [XNIO-1 task-1]  FBKWogXiRVKVjmmsfNkWYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.304 [XNIO-1 task-1]  FBKWogXiRVKVjmmsfNkWYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
18:00:43.305 [XNIO-1 task-1]  FBKWogXiRVKVjmmsfNkWYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "a0e7da42-8226-4df5-9ea1-d029fb4b13f9", "a0e7da42-8226-4df5-9ea1-d029fb4b13f9", client_id)
18:00:43.305 [XNIO-1 task-1]  FBKWogXiRVKVjmmsfNkWYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
18:00:43.306 [XNIO-1 task-1]  FBKWogXiRVKVjmmsfNkWYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
18:00:43.306 [XNIO-1 task-1]  FBKWogXiRVKVjmmsfNkWYQ DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
18:00:43.306 [XNIO-1 task-1]  FBKWogXiRVKVjmmsfNkWYQ DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@1b306c09 for /oauth2/code
18:00:43.306 [XNIO-1 task-1]  FBKWogXiRVKVjmmsfNkWYQ DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
18:00:43.312 [XNIO-1 task-1]  FBKWogXiRVKVjmmsfNkWYQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
18:00:43.312 [XNIO-1 task-1]  FBKWogXiRVKVjmmsfNkWYQ DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
18:00:43.314 [XNIO-1 task-1]  FBKWogXiRVKVjmmsfNkWYQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=vUneANj-RSeArLjsPygBIw
