23:10:19.937 [XNIO-1 task-1]  v-CwHm1PQvmHEuXa-uXWTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/9839f140-fbdf-42c1-a11f-3397c148ea80, base path is set to: null
23:10:20.625 [XNIO-1 task-1]  IoaW600lTOiBiIlM4pg2WA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 011ecb81-353a-404e-8f0f-fcbef48ccb68 is not found.","severity":"ERROR"}
23:10:20.627 [XNIO-1 task-1]  revZQPcNQ8-KHBWa2wfAWA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444
23:10:20.627 [XNIO-1 task-1]  revZQPcNQ8-KHBWa2wfAWA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.627 [XNIO-1 task-1]  revZQPcNQ8-KHBWa2wfAWA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:20.627 [XNIO-1 task-1]  revZQPcNQ8-KHBWa2wfAWA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444
23:10:20.627 [XNIO-1 task-1]  revZQPcNQ8-KHBWa2wfAWA DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = a0332a10-7919-4032-b06f-c7506d959444
23:10:20.630 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:4edbaa69
23:10:20.632 [XNIO-1 task-1]  ejknQrk3Qii4O7kbllL03g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/011ecb81-353a-404e-8f0f-fcbef48ccb68
23:10:20.632 [XNIO-1 task-1]  ejknQrk3Qii4O7kbllL03g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.632 [XNIO-1 task-1]  ejknQrk3Qii4O7kbllL03g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:20.632 [XNIO-1 task-1]  ejknQrk3Qii4O7kbllL03g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/011ecb81-353a-404e-8f0f-fcbef48ccb68
23:10:20.632 [XNIO-1 task-1]  ejknQrk3Qii4O7kbllL03g DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = 011ecb81-353a-404e-8f0f-fcbef48ccb68
23:10:20.638 [XNIO-1 task-1]  8X4VkYUYQDe4Q1TYfx0jIw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:20.638 [XNIO-1 task-1]  8X4VkYUYQDe4Q1TYfx0jIw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.638 [XNIO-1 task-1]  8X4VkYUYQDe4Q1TYfx0jIw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.638 [XNIO-1 task-1]  8X4VkYUYQDe4Q1TYfx0jIw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:20.638 [XNIO-1 task-1]  8X4VkYUYQDe4Q1TYfx0jIw DEBUG com.networknt.schema.TypeValidator debug - validate( "a0332a10-7919-4032-b06f-c7506d959444", "a0332a10-7919-4032-b06f-c7506d959444", refreshToken)
23:10:20.639 [XNIO-1 task-1]  8X4VkYUYQDe4Q1TYfx0jIw ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a0332a10-7919-4032-b06f-c7506d959444 is not found.","severity":"ERROR"}
23:10:20.642 [XNIO-1 task-1]  oavrW4MkQFCXqpSY_B8_UA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/011ecb81-353a-404e-8f0f-fcbef48ccb68
23:10:20.642 [XNIO-1 task-1]  oavrW4MkQFCXqpSY_B8_UA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.642 [XNIO-1 task-1]  oavrW4MkQFCXqpSY_B8_UA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:20.642 [XNIO-1 task-1]  oavrW4MkQFCXqpSY_B8_UA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/011ecb81-353a-404e-8f0f-fcbef48ccb68
23:10:20.642 [XNIO-1 task-1]  oavrW4MkQFCXqpSY_B8_UA DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = 011ecb81-353a-404e-8f0f-fcbef48ccb68
23:10:20.643 [XNIO-1 task-1]  3eFjJelEREa_11l5uk2JXQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:20.644 [XNIO-1 task-1]  3eFjJelEREa_11l5uk2JXQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.644 [XNIO-1 task-1]  3eFjJelEREa_11l5uk2JXQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.644 [XNIO-1 task-1]  3eFjJelEREa_11l5uk2JXQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:20.644 [XNIO-1 task-1]  3eFjJelEREa_11l5uk2JXQ DEBUG com.networknt.schema.TypeValidator debug - validate( "a0332a10-7919-4032-b06f-c7506d959444", "a0332a10-7919-4032-b06f-c7506d959444", refreshToken)
23:10:20.644 [XNIO-1 task-1]  3eFjJelEREa_11l5uk2JXQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a0332a10-7919-4032-b06f-c7506d959444 is not found.","severity":"ERROR"}
23:10:20.646 [XNIO-1 task-1]  Awcbw1lmQ8SjXCZyUFt-Lg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.646 [XNIO-1 task-1]  Awcbw1lmQ8SjXCZyUFt-Lg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.646 [XNIO-1 task-1]  Awcbw1lmQ8SjXCZyUFt-Lg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.646 [XNIO-1 task-1]  Awcbw1lmQ8SjXCZyUFt-Lg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:20.652 [XNIO-1 task-1]  6MQqTPLlSb6lkWh3iWFjeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.652 [XNIO-1 task-1]  6MQqTPLlSb6lkWh3iWFjeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.652 [XNIO-1 task-1]  6MQqTPLlSb6lkWh3iWFjeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.652 [XNIO-1 task-1]  6MQqTPLlSb6lkWh3iWFjeQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:20.652 [XNIO-1 task-1]  6MQqTPLlSb6lkWh3iWFjeQ DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:20.660 [XNIO-1 task-1]  vxmtLexVTZalGj1ToQRP5w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.660 [XNIO-1 task-1]  vxmtLexVTZalGj1ToQRP5w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.660 [XNIO-1 task-1]  vxmtLexVTZalGj1ToQRP5w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.660 [XNIO-1 task-1]  vxmtLexVTZalGj1ToQRP5w DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:20.667 [XNIO-1 task-1]  A_f3ymeeT9iYsRLrKNOpaA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.667 [XNIO-1 task-1]  A_f3ymeeT9iYsRLrKNOpaA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.667 [XNIO-1 task-1]  A_f3ymeeT9iYsRLrKNOpaA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.667 [XNIO-1 task-1]  A_f3ymeeT9iYsRLrKNOpaA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:20.667 [XNIO-1 task-1]  A_f3ymeeT9iYsRLrKNOpaA DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:20.673 [XNIO-1 task-1]  7unJLUEYRUqSITyz8BVnig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.673 [XNIO-1 task-1]  7unJLUEYRUqSITyz8BVnig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.674 [XNIO-1 task-1]  7unJLUEYRUqSITyz8BVnig DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.674 [XNIO-1 task-1]  7unJLUEYRUqSITyz8BVnig DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:20.678 [XNIO-1 task-1]  dmboE7NPSW6snX-IspFnlg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.678 [XNIO-1 task-1]  dmboE7NPSW6snX-IspFnlg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.678 [XNIO-1 task-1]  dmboE7NPSW6snX-IspFnlg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.678 [XNIO-1 task-1]  dmboE7NPSW6snX-IspFnlg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:20.678 [XNIO-1 task-1]  dmboE7NPSW6snX-IspFnlg DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:20.683 [XNIO-1 task-1]  hVhzhhpzReO4M1aNtPrimQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3
23:10:20.683 [XNIO-1 task-1]  hVhzhhpzReO4M1aNtPrimQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.683 [XNIO-1 task-1]  hVhzhhpzReO4M1aNtPrimQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:20.683 [XNIO-1 task-1]  hVhzhhpzReO4M1aNtPrimQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3
23:10:20.683 [XNIO-1 task-1]  hVhzhhpzReO4M1aNtPrimQ DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = 6b5edfa8-b568-4db3-9f4c-a482f8148ca3
23:10:20.688 [XNIO-1 task-1]  q0_wjR7zShaPVRNYahKRSw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.688 [XNIO-1 task-1]  q0_wjR7zShaPVRNYahKRSw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.688 [XNIO-1 task-1]  q0_wjR7zShaPVRNYahKRSw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:20.688 [XNIO-1 task-1]  q0_wjR7zShaPVRNYahKRSw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:20.688 [XNIO-1 task-1]  q0_wjR7zShaPVRNYahKRSw DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:20.695 [XNIO-1 task-1]  b2JpnsGdSyapqsChjJywxQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.695 [XNIO-1 task-1]  b2JpnsGdSyapqsChjJywxQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.695 [XNIO-1 task-1]  b2JpnsGdSyapqsChjJywxQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.695 [XNIO-1 task-1]  b2JpnsGdSyapqsChjJywxQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:20.704 [XNIO-1 task-1]  YS62QoehQVGVhiLSimIDNA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3, base path is set to: null
23:10:20.704 [XNIO-1 task-1]  YS62QoehQVGVhiLSimIDNA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.704 [XNIO-1 task-1]  YS62QoehQVGVhiLSimIDNA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.704 [XNIO-1 task-1]  YS62QoehQVGVhiLSimIDNA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3, base path is set to: null
23:10:20.704 [XNIO-1 task-1]  YS62QoehQVGVhiLSimIDNA DEBUG com.networknt.schema.TypeValidator debug - validate( "6b5edfa8-b568-4db3-9f4c-a482f8148ca3", "6b5edfa8-b568-4db3-9f4c-a482f8148ca3", refreshToken)
23:10:20.704 [XNIO-1 task-1]  YS62QoehQVGVhiLSimIDNA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 6b5edfa8-b568-4db3-9f4c-a482f8148ca3 is not found.","severity":"ERROR"}
23:10:20.706 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:a7af2a94-f8bc-4e25-b5d5-951cc331a4d9
23:10:20.708 [XNIO-1 task-1]  zfe2R5WzRJGsjao4MH4iBw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3, base path is set to: null
23:10:20.709 [XNIO-1 task-1]  zfe2R5WzRJGsjao4MH4iBw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.709 [XNIO-1 task-1]  zfe2R5WzRJGsjao4MH4iBw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.709 [XNIO-1 task-1]  zfe2R5WzRJGsjao4MH4iBw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3, base path is set to: null
23:10:20.709 [XNIO-1 task-1]  zfe2R5WzRJGsjao4MH4iBw DEBUG com.networknt.schema.TypeValidator debug - validate( "6b5edfa8-b568-4db3-9f4c-a482f8148ca3", "6b5edfa8-b568-4db3-9f4c-a482f8148ca3", refreshToken)
23:10:20.709 [XNIO-1 task-1]  zfe2R5WzRJGsjao4MH4iBw ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 6b5edfa8-b568-4db3-9f4c-a482f8148ca3 is not found.","severity":"ERROR"}
23:10:20.711 [XNIO-1 task-1]  vLb-QZJdSPWTuh0JcE7XLA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3
23:10:20.711 [XNIO-1 task-1]  vLb-QZJdSPWTuh0JcE7XLA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.711 [XNIO-1 task-1]  vLb-QZJdSPWTuh0JcE7XLA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:20.711 [XNIO-1 task-1]  vLb-QZJdSPWTuh0JcE7XLA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3
23:10:20.712 [XNIO-1 task-1]  vLb-QZJdSPWTuh0JcE7XLA DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = 6b5edfa8-b568-4db3-9f4c-a482f8148ca3
23:10:20.718 [XNIO-1 task-1]  2zg0c1CkSY-UfIqvinkCDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3, base path is set to: null
23:10:20.718 [XNIO-1 task-1]  2zg0c1CkSY-UfIqvinkCDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.718 [XNIO-1 task-1]  2zg0c1CkSY-UfIqvinkCDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.718 [XNIO-1 task-1]  2zg0c1CkSY-UfIqvinkCDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3, base path is set to: null
23:10:20.718 [XNIO-1 task-1]  2zg0c1CkSY-UfIqvinkCDQ DEBUG com.networknt.schema.TypeValidator debug - validate( "6b5edfa8-b568-4db3-9f4c-a482f8148ca3", "6b5edfa8-b568-4db3-9f4c-a482f8148ca3", refreshToken)
23:10:20.719 [XNIO-1 task-1]  2zg0c1CkSY-UfIqvinkCDQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 6b5edfa8-b568-4db3-9f4c-a482f8148ca3 is not found.","severity":"ERROR"}
23:10:20.723 [XNIO-1 task-1]  a4GPWUGASN2J4l7v_GLLAA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3
23:10:20.723 [XNIO-1 task-1]  a4GPWUGASN2J4l7v_GLLAA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.723 [XNIO-1 task-1]  a4GPWUGASN2J4l7v_GLLAA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:20.723 [XNIO-1 task-1]  a4GPWUGASN2J4l7v_GLLAA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3
23:10:20.723 [XNIO-1 task-1]  a4GPWUGASN2J4l7v_GLLAA DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = 6b5edfa8-b568-4db3-9f4c-a482f8148ca3
23:10:20.727 [XNIO-1 task-1]  _rFFuHfYRgKvX89tXbUFRw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3, base path is set to: null
23:10:20.727 [XNIO-1 task-1]  _rFFuHfYRgKvX89tXbUFRw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.727 [XNIO-1 task-1]  _rFFuHfYRgKvX89tXbUFRw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.727 [XNIO-1 task-1]  _rFFuHfYRgKvX89tXbUFRw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3, base path is set to: null
23:10:20.727 [XNIO-1 task-1]  _rFFuHfYRgKvX89tXbUFRw DEBUG com.networknt.schema.TypeValidator debug - validate( "6b5edfa8-b568-4db3-9f4c-a482f8148ca3", "6b5edfa8-b568-4db3-9f4c-a482f8148ca3", refreshToken)
23:10:20.727 [XNIO-1 task-1]  _rFFuHfYRgKvX89tXbUFRw ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 6b5edfa8-b568-4db3-9f4c-a482f8148ca3 is not found.","severity":"ERROR"}
23:10:20.731 [XNIO-1 task-1]  b61QEl59T4izIE7hGhWF5g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.731 [XNIO-1 task-1]  b61QEl59T4izIE7hGhWF5g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.731 [XNIO-1 task-1]  b61QEl59T4izIE7hGhWF5g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.731 [XNIO-1 task-1]  b61QEl59T4izIE7hGhWF5g DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:20.735 [XNIO-1 task-1]  mlAuCiVxTNW5klaXNLvZHA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3, base path is set to: null
23:10:20.736 [XNIO-1 task-1]  mlAuCiVxTNW5klaXNLvZHA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.736 [XNIO-1 task-1]  mlAuCiVxTNW5klaXNLvZHA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.736 [XNIO-1 task-1]  mlAuCiVxTNW5klaXNLvZHA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3, base path is set to: null
23:10:20.736 [XNIO-1 task-1]  mlAuCiVxTNW5klaXNLvZHA DEBUG com.networknt.schema.TypeValidator debug - validate( "6b5edfa8-b568-4db3-9f4c-a482f8148ca3", "6b5edfa8-b568-4db3-9f4c-a482f8148ca3", refreshToken)
23:10:20.736 [XNIO-1 task-1]  mlAuCiVxTNW5klaXNLvZHA ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 6b5edfa8-b568-4db3-9f4c-a482f8148ca3 is not found.","severity":"ERROR"}
23:10:20.738 [XNIO-1 task-1]  Nrn496ddSiG71Oig9M_ALw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3
23:10:20.738 [XNIO-1 task-1]  Nrn496ddSiG71Oig9M_ALw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.738 [XNIO-1 task-1]  Nrn496ddSiG71Oig9M_ALw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:20.739 [XNIO-1 task-1]  Nrn496ddSiG71Oig9M_ALw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/6b5edfa8-b568-4db3-9f4c-a482f8148ca3
23:10:20.739 [XNIO-1 task-1]  Nrn496ddSiG71Oig9M_ALw DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = 6b5edfa8-b568-4db3-9f4c-a482f8148ca3
23:10:20.741 [XNIO-1 task-1]  Oi9I3mgDS8iRBWui6W5SDw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/92169f7c-ebc1-4f5b-8b76-a4a99882fdfb, base path is set to: null
23:10:20.742 [XNIO-1 task-1]  Oi9I3mgDS8iRBWui6W5SDw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:20.742 [XNIO-1 task-1]  Oi9I3mgDS8iRBWui6W5SDw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:20.743 [XNIO-1 task-1]  Oi9I3mgDS8iRBWui6W5SDw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/92169f7c-ebc1-4f5b-8b76-a4a99882fdfb, base path is set to: null
23:10:20.743 [XNIO-1 task-1]  Oi9I3mgDS8iRBWui6W5SDw DEBUG com.networknt.schema.TypeValidator debug - validate( "92169f7c-ebc1-4f5b-8b76-a4a99882fdfb", "92169f7c-ebc1-4f5b-8b76-a4a99882fdfb", refreshToken)
23:10:20.743 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:92169f7c-ebc1-4f5b-8b76-a4a99882fdfb
23:10:20.754 [XNIO-1 task-1]  UsE9pv5KSrm3ug6dmEU76w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/92169f7c-ebc1-4f5b-8b76-a4a99882fdfb
23:10:20.754 [XNIO-1 task-1]  UsE9pv5KSrm3ug6dmEU76w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:20.754 [XNIO-1 task-1]  UsE9pv5KSrm3ug6dmEU76w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:20.754 [XNIO-1 task-1]  UsE9pv5KSrm3ug6dmEU76w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/92169f7c-ebc1-4f5b-8b76-a4a99882fdfb
23:10:20.754 [XNIO-1 task-1]  UsE9pv5KSrm3ug6dmEU76w DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = 92169f7c-ebc1-4f5b-8b76-a4a99882fdfb
23:10:20.756 [XNIO-1 task-1]  UsE9pv5KSrm3ug6dmEU76w ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 92169f7c-ebc1-4f5b-8b76-a4a99882fdfb is not found.","severity":"ERROR"}
23:10:20.760 [XNIO-1 task-1]  Abet9DwiQXW6o4rgDmcSCw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/92169f7c-ebc1-4f5b-8b76-a4a99882fdfb
