19:00:41.635 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:0a7d5b86
19:00:43.733 [XNIO-1 task-2]  sGzCrPGnQ66C8SkuiT5GfA DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:43.733 [XNIO-1 task-2]  sGzCrPGnQ66C8SkuiT5GfA DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:43.739 [XNIO-1 task-2]  sGzCrPGnQ66C8SkuiT5GfA DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:43.740 [XNIO-1 task-2]  sGzCrPGnQ66C8SkuiT5GfA DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:43.742 [XNIO-1 task-2]  sGzCrPGnQ66C8SkuiT5GfA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=zvW8zXskSrG0mP7WDInP5g
19:00:43.746 [XNIO-1 task-2]  Y5YCCeU9SjGH47ZaUUqkDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.746 [XNIO-1 task-2]  Y5YCCeU9SjGH47ZaUUqkDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.746 [XNIO-1 task-2]  Y5YCCeU9SjGH47ZaUUqkDw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.747 [XNIO-1 task-2]  Y5YCCeU9SjGH47ZaUUqkDw DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:43.747 [XNIO-1 task-2]  Y5YCCeU9SjGH47ZaUUqkDw DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:43.747 [XNIO-1 task-2]  Y5YCCeU9SjGH47ZaUUqkDw DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:43.747 [XNIO-1 task-2]  Y5YCCeU9SjGH47ZaUUqkDw DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:43.748 [XNIO-1 task-2]  Y5YCCeU9SjGH47ZaUUqkDw DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:43.756 [XNIO-1 task-2]  Y5YCCeU9SjGH47ZaUUqkDw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:43.756 [XNIO-1 task-2]  Y5YCCeU9SjGH47ZaUUqkDw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:43.759 [XNIO-1 task-2]  Y5YCCeU9SjGH47ZaUUqkDw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=uMW6tceKSgWV70RlKU1vVQ
19:00:43.766 [XNIO-1 task-2]  r3FFRBGfQwGNN-pyTMk10Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.766 [XNIO-1 task-2]  r3FFRBGfQwGNN-pyTMk10Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.766 [XNIO-1 task-2]  r3FFRBGfQwGNN-pyTMk10Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.766 [XNIO-1 task-2]  r3FFRBGfQwGNN-pyTMk10Q DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:43.767 [XNIO-1 task-2]  r3FFRBGfQwGNN-pyTMk10Q DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:43.767 [XNIO-1 task-2]  r3FFRBGfQwGNN-pyTMk10Q DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:43.767 [XNIO-1 task-2]  r3FFRBGfQwGNN-pyTMk10Q DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:43.767 [XNIO-1 task-2]  r3FFRBGfQwGNN-pyTMk10Q DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:43.782 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:37314aa3-56f5-4ddd-8303-a22fc53e65ac
19:00:43.782 [XNIO-1 task-2]  r3FFRBGfQwGNN-pyTMk10Q DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:43.783 [XNIO-1 task-2]  r3FFRBGfQwGNN-pyTMk10Q DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:43.792 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:9600a29d
19:00:43.794 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:9600a29d
19:00:43.803 [XNIO-1 task-2]  duj6KXrsTuu1UR3TAdRhog DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.803 [XNIO-1 task-2]  duj6KXrsTuu1UR3TAdRhog DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.803 [XNIO-1 task-2]  duj6KXrsTuu1UR3TAdRhog DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.804 [XNIO-1 task-2]  duj6KXrsTuu1UR3TAdRhog DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:43.804 [XNIO-1 task-2]  duj6KXrsTuu1UR3TAdRhog DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:43.804 [XNIO-1 task-2]  duj6KXrsTuu1UR3TAdRhog DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:43.804 [XNIO-1 task-2]  duj6KXrsTuu1UR3TAdRhog DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:43.804 [XNIO-1 task-2]  duj6KXrsTuu1UR3TAdRhog DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:43.818 [XNIO-1 task-2]  duj6KXrsTuu1UR3TAdRhog DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:43.818 [XNIO-1 task-2]  duj6KXrsTuu1UR3TAdRhog DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:43.823 [XNIO-1 task-1]  7wz4AfUdQKuGHnRn24krFA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:43.823 [XNIO-1 task-1]  7wz4AfUdQKuGHnRn24krFA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.824 [XNIO-1 task-1]  7wz4AfUdQKuGHnRn24krFA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.824 [XNIO-1 task-1]  7wz4AfUdQKuGHnRn24krFA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.824 [XNIO-1 task-1]  7wz4AfUdQKuGHnRn24krFA DEBUG com.networknt.schema.TypeValidator debug - validate( "50b9e989-ef60-40bb-891c-abe26c314c69", "50b9e989-ef60-40bb-891c-abe26c314c69", client_id)
19:00:43.825 [XNIO-1 task-1]  7wz4AfUdQKuGHnRn24krFA DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:43.825 [XNIO-1 task-1]  7wz4AfUdQKuGHnRn24krFA DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:43.825 [XNIO-1 task-1]  7wz4AfUdQKuGHnRn24krFA DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:43.825 [XNIO-1 task-1]  7wz4AfUdQKuGHnRn24krFA DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:43.825 [XNIO-1 task-1]  7wz4AfUdQKuGHnRn24krFA DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:43.837 [XNIO-1 task-1]  7wz4AfUdQKuGHnRn24krFA DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:43.837 [XNIO-1 task-1]  7wz4AfUdQKuGHnRn24krFA DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:43.842 [XNIO-1 task-1]  7wz4AfUdQKuGHnRn24krFA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=jKiJIWmlSgaPit7wYWQCDQ
19:00:43.847 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:204a2df5-db3e-466d-8d41-60419656013d
19:00:43.848 [XNIO-1 task-1]  4071aSsgQ1GETVPtPYcq8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:43.849 [XNIO-1 task-1]  4071aSsgQ1GETVPtPYcq8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:43.849 [XNIO-1 task-1]  4071aSsgQ1GETVPtPYcq8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:43.850 [XNIO-1 task-1]  4071aSsgQ1GETVPtPYcq8A DEBUG com.networknt.schema.TypeValidator debug - validate( "h8hTy-o0z3O2HYQVXQU-9dx-Dtp05L7G8bwD6dG_Oew", "h8hTy-o0z3O2HYQVXQU-9dx-Dtp05L7G8bwD6dG_Oew", code_challenge)
19:00:43.850 [XNIO-1 task-1]  4071aSsgQ1GETVPtPYcq8A DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
19:00:43.851 [XNIO-1 task-1]  4071aSsgQ1GETVPtPYcq8A DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:43.851 [XNIO-1 task-1]  4071aSsgQ1GETVPtPYcq8A DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:43.851 [XNIO-1 task-1]  4071aSsgQ1GETVPtPYcq8A DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:43.851 [XNIO-1 task-1]  4071aSsgQ1GETVPtPYcq8A DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:43.853 [XNIO-1 task-1]  4071aSsgQ1GETVPtPYcq8A DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:43.860 [XNIO-1 task-1]  4071aSsgQ1GETVPtPYcq8A DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:43.860 [XNIO-1 task-1]  4071aSsgQ1GETVPtPYcq8A DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:43.863 [XNIO-1 task-2]  cSj7F0NIR1iVxa5w_ow9GQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.864 [XNIO-1 task-2]  cSj7F0NIR1iVxa5w_ow9GQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.864 [XNIO-1 task-2]  cSj7F0NIR1iVxa5w_ow9GQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.864 [XNIO-1 task-2]  cSj7F0NIR1iVxa5w_ow9GQ DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:43.864 [XNIO-1 task-2]  cSj7F0NIR1iVxa5w_ow9GQ DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:43.865 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:3af21d7e
19:00:43.865 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:3af21d7e
19:00:43.865 [XNIO-1 task-2]  cSj7F0NIR1iVxa5w_ow9GQ DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:43.866 [XNIO-1 task-2]  cSj7F0NIR1iVxa5w_ow9GQ DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:43.874 [XNIO-1 task-2]  cSj7F0NIR1iVxa5w_ow9GQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:43.874 [XNIO-1 task-2]  cSj7F0NIR1iVxa5w_ow9GQ DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:43.885 [XNIO-1 task-1]  4071aSsgQ1GETVPtPYcq8A DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=pFj_adBlQTi6ETzppNUnEw
19:00:43.886 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:3af21d7e
19:00:43.890 [XNIO-1 task-1]  Wr7yBugRQQ-PmgBvs6piOA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.890 [XNIO-1 task-1]  Wr7yBugRQQ-PmgBvs6piOA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.890 [XNIO-1 task-1]  Wr7yBugRQQ-PmgBvs6piOA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.891 [XNIO-1 task-1]  Wr7yBugRQQ-PmgBvs6piOA DEBUG com.networknt.schema.TypeValidator debug - validate( "a5af52bc-ee88-4184-bc90-8165f1d8b6a7", "a5af52bc-ee88-4184-bc90-8165f1d8b6a7", client_id)
19:00:43.891 [XNIO-1 task-2]  cSj7F0NIR1iVxa5w_ow9GQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=yNzH1KikT_uB-eqsko2zyA
19:00:43.891 [XNIO-1 task-1]  Wr7yBugRQQ-PmgBvs6piOA DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:43.892 [XNIO-1 task-1]  Wr7yBugRQQ-PmgBvs6piOA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:43.892 [XNIO-1 task-1]  Wr7yBugRQQ-PmgBvs6piOA DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:43.892 [XNIO-1 task-1]  Wr7yBugRQQ-PmgBvs6piOA DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:43.893 [XNIO-1 task-1]  Wr7yBugRQQ-PmgBvs6piOA DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:43.896 [XNIO-1 task-2]  pxsMWZ8nSFSTLAhwO4gHcw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.896 [XNIO-1 task-2]  pxsMWZ8nSFSTLAhwO4gHcw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.896 [XNIO-1 task-2]  pxsMWZ8nSFSTLAhwO4gHcw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.897 [XNIO-1 task-2]  pxsMWZ8nSFSTLAhwO4gHcw DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:43.897 [XNIO-1 task-2]  pxsMWZ8nSFSTLAhwO4gHcw DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:43.897 [XNIO-1 task-2]  pxsMWZ8nSFSTLAhwO4gHcw DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:43.898 [XNIO-1 task-2]  pxsMWZ8nSFSTLAhwO4gHcw DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:43.898 [XNIO-1 task-2]  pxsMWZ8nSFSTLAhwO4gHcw DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:43.901 [XNIO-1 task-1]  Wr7yBugRQQ-PmgBvs6piOA DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:43.901 [XNIO-1 task-1]  Wr7yBugRQQ-PmgBvs6piOA DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:43.903 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:3af21d7e
19:00:43.904 [XNIO-1 task-2]  pxsMWZ8nSFSTLAhwO4gHcw DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:43.904 [XNIO-1 task-2]  pxsMWZ8nSFSTLAhwO4gHcw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:43.909 [XNIO-1 task-1]  x6u5X9ZtS7KaYsrlrlfk1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:43.909 [XNIO-1 task-1]  x6u5X9ZtS7KaYsrlrlfk1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:43.909 [XNIO-1 task-2]  pxsMWZ8nSFSTLAhwO4gHcw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=9X_yVLHmQqitBRrbMySblg
19:00:43.910 [XNIO-1 task-1]  x6u5X9ZtS7KaYsrlrlfk1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.911 [XNIO-1 task-1]  x6u5X9ZtS7KaYsrlrlfk1Q DEBUG com.networknt.schema.TypeValidator debug - validate( "a5af52bc-ee88-4184-bc90-8165f1d8b6a7", "a5af52bc-ee88-4184-bc90-8165f1d8b6a7", client_id)
19:00:43.911 [XNIO-1 task-1]  x6u5X9ZtS7KaYsrlrlfk1Q DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
19:00:43.911 [XNIO-1 task-1]  x6u5X9ZtS7KaYsrlrlfk1Q DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
19:00:43.911 [XNIO-1 task-1]  x6u5X9ZtS7KaYsrlrlfk1Q DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
19:00:43.911 [XNIO-1 task-1]  x6u5X9ZtS7KaYsrlrlfk1Q DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@23ea9e5 for /oauth2/code
19:00:43.912 [XNIO-1 task-1]  x6u5X9ZtS7KaYsrlrlfk1Q DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
19:00:43.913 [XNIO-1 task-2]  BfUag4uuTpagsOkk7uHXpg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:43.913 [XNIO-1 task-2]  BfUag4uuTpagsOkk7uHXpg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
19:00:43.914 [XNIO-1 task-2]  BfUag4uuTpagsOkk7uHXpg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
19:00:43.914 [XNIO-1 task-2]  BfUag4uuTpagsOkk7uHXpg DEBUG com.networknt.schema.TypeValidator debug - validate( "2736cd94-3f12-4487-9735-3f6881568106", "2736cd94-3f12-4487-9735-3f6881568106", client_id)
19:00:43.914 [XNIO-1 task-2]  BfUag4uuTpagsOkk7uHXpg DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
19:00:43.914 [XNIO-1 task-2]  BfUag4uuTpagsOkk7uHXpg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
19:00:43.915 [XNIO-1 task-2]  BfUag4uuTpagsOkk7uHXpg DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
19:00:43.915 [XNIO-1 task-2]  BfUag4uuTpagsOkk7uHXpg DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
19:00:43.915 [XNIO-1 task-2]  BfUag4uuTpagsOkk7uHXpg DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
19:00:43.918 [XNIO-1 task-1]  x6u5X9ZtS7KaYsrlrlfk1Q DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@7899d204 for /oauth2/code
19:00:43.918 [XNIO-1 task-1]  x6u5X9ZtS7KaYsrlrlfk1Q DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
19:00:43.924 [XNIO-1 task-2]  BfUag4uuTpagsOkk7uHXpg DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
19:00:43.924 [XNIO-1 task-2]  BfUag4uuTpagsOkk7uHXpg DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
19:00:43.925 [XNIO-1 task-2]  BfUag4uuTpagsOkk7uHXpg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=mTS7bPmRSQisdDUaOvVhYg
19:00:43.931 [XNIO-1 task-2]  tcwc9JCtSbCGMT9bElXJjw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
19:00:43.931 [XNIO-1 task-2]  tcwc9JCtSbCGMT9bElXJjw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
