08:11:46.169 [XNIO-1 task-2]  MBjlzHl4Q6O-EmMDAPKNyQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/65b2e657
08:11:47.221 [XNIO-1 task-2]  hUsWOiGoQoOu2eadsSPOMA DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
08:11:47.221 [XNIO-1 task-2]  hUsWOiGoQoOu2eadsSPOMA DEBUG com.networknt.schema.TypeValidator debug - validate( "7a003056-ede9-44f1-9ca7-c9caa125", {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
08:11:47.221 [XNIO-1 task-2]  hUsWOiGoQoOu2eadsSPOMA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0ea402c4","serviceName":"7a003056-ede9-44f1-9ca7-c9caa125","serviceDesc":"cfb90e9d-ee58-4169-8f30-12f9a78731de","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:47.230 [XNIO-1 task-2]  mQ-uJninSoSfa--4pj6-tA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:47.230 [XNIO-1 task-2]  mQ-uJninSoSfa--4pj6-tA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:47.230 [XNIO-1 task-2]  mQ-uJninSoSfa--4pj6-tA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:47.230 [XNIO-1 task-2]  mQ-uJninSoSfa--4pj6-tA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
08:11:47.240 [XNIO-1 task-2]  K8dCzKyEQDqsbIKvB3xMTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:47.240 [XNIO-1 task-2]  K8dCzKyEQDqsbIKvB3xMTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:47.241 [XNIO-1 task-2]  K8dCzKyEQDqsbIKvB3xMTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:47.241 [XNIO-1 task-2]  K8dCzKyEQDqsbIKvB3xMTQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"fcdbb025","serviceName":"9778e95b-8e62-4ca9-a9a0-117f95c7","serviceDesc":"4b99c59d-6e82-4a21-8b05-320346739902","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"fcdbb025","serviceName":"9778e95b-8e62-4ca9-a9a0-117f95c7","serviceDesc":"4b99c59d-6e82-4a21-8b05-320346739902","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:47.241 [XNIO-1 task-2]  K8dCzKyEQDqsbIKvB3xMTQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"fcdbb025","serviceName":"9778e95b-8e62-4ca9-a9a0-117f95c7","serviceDesc":"4b99c59d-6e82-4a21-8b05-320346739902","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"fcdbb025","serviceName":"9778e95b-8e62-4ca9-a9a0-117f95c7","serviceDesc":"4b99c59d-6e82-4a21-8b05-320346739902","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:47.241 [XNIO-1 task-2]  K8dCzKyEQDqsbIKvB3xMTQ DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"fcdbb025","serviceName":"9778e95b-8e62-4ca9-a9a0-117f95c7","serviceDesc":"4b99c59d-6e82-4a21-8b05-320346739902","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:47.241 [XNIO-1 task-2]  K8dCzKyEQDqsbIKvB3xMTQ DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"fcdbb025","serviceName":"9778e95b-8e62-4ca9-a9a0-117f95c7","serviceDesc":"4b99c59d-6e82-4a21-8b05-320346739902","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
08:11:47.241 [XNIO-1 task-2]  K8dCzKyEQDqsbIKvB3xMTQ DEBUG com.networknt.schema.TypeValidator debug - validate( "9778e95b-8e62-4ca9-a9a0-117f95c7", {"serviceType":"swagger","serviceId":"fcdbb025","serviceName":"9778e95b-8e62-4ca9-a9a0-117f95c7","serviceDesc":"4b99c59d-6e82-4a21-8b05-320346739902","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
08:11:47.241 [XNIO-1 task-2]  K8dCzKyEQDqsbIKvB3xMTQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"fcdbb025","serviceName":"9778e95b-8e62-4ca9-a9a0-117f95c7","serviceDesc":"4b99c59d-6e82-4a21-8b05-320346739902","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"fcdbb025","serviceName":"9778e95b-8e62-4ca9-a9a0-117f95c7","serviceDesc":"4b99c59d-6e82-4a21-8b05-320346739902","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:47.241 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:fcdbb025
08:11:47.248 [XNIO-1 task-2]  MNzGTZiWRXmvDj3b9vjSRw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/a0f15663, base path is set to: null
08:11:47.248 [XNIO-1 task-2]  MNzGTZiWRXmvDj3b9vjSRw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:47.248 [XNIO-1 task-2]  MNzGTZiWRXmvDj3b9vjSRw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:47.249 [XNIO-1 task-2]  MNzGTZiWRXmvDj3b9vjSRw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/a0f15663, base path is set to: null
08:11:47.249 [XNIO-1 task-2]  MNzGTZiWRXmvDj3b9vjSRw DEBUG com.networknt.schema.TypeValidator debug - validate( "a0f15663", "a0f15663", serviceId)
08:11:47.256 [XNIO-1 task-2]  iWuAo4rVTeWX88aXCbNQlg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.256 [XNIO-1 task-2]  iWuAo4rVTeWX88aXCbNQlg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.256 [XNIO-1 task-2]  iWuAo4rVTeWX88aXCbNQlg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.256 [XNIO-1 task-2]  iWuAo4rVTeWX88aXCbNQlg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"f8745a00","serviceName":"610f68a9-312f-4fc3-839b-4f2b3927","serviceDesc":"2efb34a3-b198-4ad7-9246-ecfeb7f386da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f8745a00","serviceName":"610f68a9-312f-4fc3-839b-4f2b3927","serviceDesc":"2efb34a3-b198-4ad7-9246-ecfeb7f386da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:47.256 [XNIO-1 task-2]  iWuAo4rVTeWX88aXCbNQlg DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"f8745a00","serviceName":"610f68a9-312f-4fc3-839b-4f2b3927","serviceDesc":"2efb34a3-b198-4ad7-9246-ecfeb7f386da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:47.256 [XNIO-1 task-2]  iWuAo4rVTeWX88aXCbNQlg DEBUG com.networknt.schema.TypeValidator debug - validate( "2efb34a3-b198-4ad7-9246-ecfeb7f386da", {"serviceType":"swagger","serviceId":"f8745a00","serviceName":"610f68a9-312f-4fc3-839b-4f2b3927","serviceDesc":"2efb34a3-b198-4ad7-9246-ecfeb7f386da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
08:11:47.256 [XNIO-1 task-2]  iWuAo4rVTeWX88aXCbNQlg DEBUG com.networknt.schema.TypeValidator debug - validate( "f8745a00", {"serviceType":"swagger","serviceId":"f8745a00","serviceName":"610f68a9-312f-4fc3-839b-4f2b3927","serviceDesc":"2efb34a3-b198-4ad7-9246-ecfeb7f386da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
08:11:47.257 [XNIO-1 task-2]  iWuAo4rVTeWX88aXCbNQlg DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"f8745a00","serviceName":"610f68a9-312f-4fc3-839b-4f2b3927","serviceDesc":"2efb34a3-b198-4ad7-9246-ecfeb7f386da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
08:11:47.258 [XNIO-1 task-2]  iWuAo4rVTeWX88aXCbNQlg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"f8745a00","serviceName":"610f68a9-312f-4fc3-839b-4f2b3927","serviceDesc":"2efb34a3-b198-4ad7-9246-ecfeb7f386da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"f8745a00","serviceName":"610f68a9-312f-4fc3-839b-4f2b3927","serviceDesc":"2efb34a3-b198-4ad7-9246-ecfeb7f386da","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:47.266 [XNIO-1 task-2]  5DA7dbXJRSiLJ8sPIU63Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/e31260a8
08:11:47.266 [XNIO-1 task-2]  5DA7dbXJRSiLJ8sPIU63Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.266 [XNIO-1 task-2]  5DA7dbXJRSiLJ8sPIU63Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
08:11:47.266 [XNIO-1 task-2]  5DA7dbXJRSiLJ8sPIU63Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/e31260a8
08:11:47.272 [XNIO-1 task-2]  m2SbC_shRL2hgTTugQNhYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:47.272 [XNIO-1 task-2]  m2SbC_shRL2hgTTugQNhYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:47.273 [XNIO-1 task-2]  m2SbC_shRL2hgTTugQNhYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:47.273 [XNIO-1 task-2]  m2SbC_shRL2hgTTugQNhYQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"0f9b2169","serviceName":"b145a711-2ac8-44f5-b922-818ac288","serviceDesc":"d2bc7ce2-426c-4ffb-a06d-48f01ca34a43","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0f9b2169","serviceName":"b145a711-2ac8-44f5-b922-818ac288","serviceDesc":"d2bc7ce2-426c-4ffb-a06d-48f01ca34a43","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:47.273 [XNIO-1 task-2]  m2SbC_shRL2hgTTugQNhYQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"0f9b2169","serviceName":"b145a711-2ac8-44f5-b922-818ac288","serviceDesc":"d2bc7ce2-426c-4ffb-a06d-48f01ca34a43","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0f9b2169","serviceName":"b145a711-2ac8-44f5-b922-818ac288","serviceDesc":"d2bc7ce2-426c-4ffb-a06d-48f01ca34a43","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:47.273 [XNIO-1 task-2]  m2SbC_shRL2hgTTugQNhYQ DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"0f9b2169","serviceName":"b145a711-2ac8-44f5-b922-818ac288","serviceDesc":"d2bc7ce2-426c-4ffb-a06d-48f01ca34a43","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:47.275 [XNIO-1 task-2]  m2SbC_shRL2hgTTugQNhYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"0f9b2169","serviceName":"b145a711-2ac8-44f5-b922-818ac288","serviceDesc":"d2bc7ce2-426c-4ffb-a06d-48f01ca34a43","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
08:11:47.275 [XNIO-1 task-2]  m2SbC_shRL2hgTTugQNhYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "b145a711-2ac8-44f5-b922-818ac288", {"serviceType":"swagger","serviceId":"0f9b2169","serviceName":"b145a711-2ac8-44f5-b922-818ac288","serviceDesc":"d2bc7ce2-426c-4ffb-a06d-48f01ca34a43","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
08:11:47.275 [XNIO-1 task-2]  m2SbC_shRL2hgTTugQNhYQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0f9b2169","serviceName":"b145a711-2ac8-44f5-b922-818ac288","serviceDesc":"d2bc7ce2-426c-4ffb-a06d-48f01ca34a43","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0f9b2169","serviceName":"b145a711-2ac8-44f5-b922-818ac288","serviceDesc":"d2bc7ce2-426c-4ffb-a06d-48f01ca34a43","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:47.282 [XNIO-1 task-2]  C8iznvVmSnCGEYhab657HA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:47.282 [XNIO-1 task-2]  C8iznvVmSnCGEYhab657HA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:47.282 [XNIO-1 task-2]  C8iznvVmSnCGEYhab657HA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
08:11:47.282 [XNIO-1 task-2]  C8iznvVmSnCGEYhab657HA DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"c1ed6423","serviceName":"00848bba-9e63-4d8a-a293-5076601a","serviceDesc":"3c6fbaee-2b39-4663-ba6d-065a1c89d73c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"c1ed6423","serviceName":"00848bba-9e63-4d8a-a293-5076601a","serviceDesc":"3c6fbaee-2b39-4663-ba6d-065a1c89d73c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:47.282 [XNIO-1 task-2]  C8iznvVmSnCGEYhab657HA DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"c1ed6423","serviceName":"00848bba-9e63-4d8a-a293-5076601a","serviceDesc":"3c6fbaee-2b39-4663-ba6d-065a1c89d73c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"c1ed6423","serviceName":"00848bba-9e63-4d8a-a293-5076601a","serviceDesc":"3c6fbaee-2b39-4663-ba6d-065a1c89d73c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:47.282 [XNIO-1 task-2]  C8iznvVmSnCGEYhab657HA DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"c1ed6423","serviceName":"00848bba-9e63-4d8a-a293-5076601a","serviceDesc":"3c6fbaee-2b39-4663-ba6d-065a1c89d73c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
08:11:47.282 [XNIO-1 task-2]  C8iznvVmSnCGEYhab657HA DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"c1ed6423","serviceName":"00848bba-9e63-4d8a-a293-5076601a","serviceDesc":"3c6fbaee-2b39-4663-ba6d-065a1c89d73c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
08:11:47.282 [XNIO-1 task-2]  C8iznvVmSnCGEYhab657HA DEBUG com.networknt.schema.TypeValidator debug - validate( "00848bba-9e63-4d8a-a293-5076601a", {"serviceType":"swagger","serviceId":"c1ed6423","serviceName":"00848bba-9e63-4d8a-a293-5076601a","serviceDesc":"3c6fbaee-2b39-4663-ba6d-065a1c89d73c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
08:11:47.282 [XNIO-1 task-2]  C8iznvVmSnCGEYhab657HA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"c1ed6423","serviceName":"00848bba-9e63-4d8a-a293-5076601a","serviceDesc":"3c6fbaee-2b39-4663-ba6d-065a1c89d73c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"c1ed6423","serviceName":"00848bba-9e63-4d8a-a293-5076601a","serviceDesc":"3c6fbaee-2b39-4663-ba6d-065a1c89d73c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
08:11:47.291 [XNIO-1 task-2]  fZWvO1niTKuFZfUGlwhVMg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/45c93f7b, base path is set to: null
08:11:47.291 [XNIO-1 task-2]  fZWvO1niTKuFZfUGlwhVMg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:47.291 [XNIO-1 task-2]  fZWvO1niTKuFZfUGlwhVMg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:47.291 [XNIO-1 task-2]  fZWvO1niTKuFZfUGlwhVMg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/45c93f7b, base path is set to: null
08:11:47.292 [XNIO-1 task-2]  fZWvO1niTKuFZfUGlwhVMg DEBUG com.networknt.schema.TypeValidator debug - validate( "45c93f7b", "45c93f7b", serviceId)
08:11:47.299 [XNIO-1 task-2]  oOLS2fjGT9uozzgcgXFi5g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/fcdbb025
08:11:47.299 [XNIO-1 task-2]  oOLS2fjGT9uozzgcgXFi5g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.299 [XNIO-1 task-2]  oOLS2fjGT9uozzgcgXFi5g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
08:11:47.299 [XNIO-1 task-2]  oOLS2fjGT9uozzgcgXFi5g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/fcdbb025
08:11:47.300 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:fcdbb025
08:11:47.305 [XNIO-1 task-2]  1LlM_WgQSjCAYkhoMOLP2g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0f9b2169, base path is set to: null
08:11:47.305 [XNIO-1 task-2]  1LlM_WgQSjCAYkhoMOLP2g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
08:11:47.305 [XNIO-1 task-2]  1LlM_WgQSjCAYkhoMOLP2g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
08:11:47.305 [XNIO-1 task-2]  1LlM_WgQSjCAYkhoMOLP2g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0f9b2169, base path is set to: null
08:11:47.306 [XNIO-1 task-2]  1LlM_WgQSjCAYkhoMOLP2g DEBUG com.networknt.schema.TypeValidator debug - validate( "0f9b2169", "0f9b2169", serviceId)
08:11:47.308 [XNIO-1 task-2]  j1nTQyX0SP26rh4uyAxbFA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/0ea402c4
08:11:47.308 [XNIO-1 task-2]  j1nTQyX0SP26rh4uyAxbFA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.308 [XNIO-1 task-2]  j1nTQyX0SP26rh4uyAxbFA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
08:11:47.308 [XNIO-1 task-2]  j1nTQyX0SP26rh4uyAxbFA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/0ea402c4
08:11:47.313 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:ee93c038-3d9a-41b3-8c6c-1e7bb1026cd2
08:11:47.314 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:ee93c038-3d9a-41b3-8c6c-1e7bb1026cd2
08:11:47.314 [XNIO-1 task-2]  GWiGVtfjTSqJQJ1FHMBsxw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.314 [XNIO-1 task-2]  GWiGVtfjTSqJQJ1FHMBsxw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.314 [XNIO-1 task-2]  GWiGVtfjTSqJQJ1FHMBsxw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.314 [XNIO-1 task-2]  GWiGVtfjTSqJQJ1FHMBsxw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
08:11:47.320 [XNIO-1 task-2]  B9o7gO9jQ6G9JX9dq9VfKw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.320 [XNIO-1 task-2]  B9o7gO9jQ6G9JX9dq9VfKw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.320 [XNIO-1 task-2]  B9o7gO9jQ6G9JX9dq9VfKw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.320 [XNIO-1 task-2]  B9o7gO9jQ6G9JX9dq9VfKw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
08:11:47.324 [XNIO-1 task-2]  wZ94MOr0R_SnYabM5ZKwSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.324 [XNIO-1 task-2]  wZ94MOr0R_SnYabM5ZKwSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.324 [XNIO-1 task-2]  wZ94MOr0R_SnYabM5ZKwSQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.331 [XNIO-1 task-2]  OMgqJ9l7TTKFRmz9ygwhXQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.331 [XNIO-1 task-2]  OMgqJ9l7TTKFRmz9ygwhXQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.331 [XNIO-1 task-2]  OMgqJ9l7TTKFRmz9ygwhXQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.332 [XNIO-1 task-2]  OMgqJ9l7TTKFRmz9ygwhXQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
08:11:47.343 [XNIO-1 task-2]  VsThsz4VS4uk23m2hRfRtA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/c1ed6423
08:11:47.343 [XNIO-1 task-2]  VsThsz4VS4uk23m2hRfRtA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
08:11:47.343 [XNIO-1 task-2]  VsThsz4VS4uk23m2hRfRtA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
08:11:47.343 [XNIO-1 task-2]  VsThsz4VS4uk23m2hRfRtA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/c1ed6423
08:11:47.346 [XNIO-1 task-2]  -4vSfh_tTUOxraK1j4KZnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/fd271b3a, base path is set to: null
08:11:47.347 [XNIO-1 task-2]  -4vSfh_tTUOxraK1j4KZnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
