16:29:38.846 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:ff38b92a-ff20-4a28-98f1-e21d718f1a77
16:29:41.571 [XNIO-1 task-2]  FSVDNX6gQYKhQHrDjGU0Rw DEBUG com.networknt.schema.TypeValidator debug - validate( "12b101a1-ae56-4470-ac49-3e06b5b42b3b", {"serviceType":"swagger","serviceId":"d81b2b65","serviceName":"2b13a91c-d777-4d1a-8f96-148907ce","serviceDesc":"12b101a1-ae56-4470-ac49-3e06b5b42b3b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:29:41.571 [XNIO-1 task-2]  FSVDNX6gQYKhQHrDjGU0Rw DEBUG com.networknt.schema.TypeValidator debug - validate( "d81b2b65", {"serviceType":"swagger","serviceId":"d81b2b65","serviceName":"2b13a91c-d777-4d1a-8f96-148907ce","serviceDesc":"12b101a1-ae56-4470-ac49-3e06b5b42b3b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:29:41.571 [XNIO-1 task-2]  FSVDNX6gQYKhQHrDjGU0Rw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"d81b2b65","serviceName":"2b13a91c-d777-4d1a-8f96-148907ce","serviceDesc":"12b101a1-ae56-4470-ac49-3e06b5b42b3b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:29:41.571 [XNIO-1 task-2]  FSVDNX6gQYKhQHrDjGU0Rw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"d81b2b65","serviceName":"2b13a91c-d777-4d1a-8f96-148907ce","serviceDesc":"12b101a1-ae56-4470-ac49-3e06b5b42b3b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"d81b2b65","serviceName":"2b13a91c-d777-4d1a-8f96-148907ce","serviceDesc":"12b101a1-ae56-4470-ac49-3e06b5b42b3b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:41.585 [XNIO-1 task-2]  G8Pb7bmzQQKjPZwmCsB3lA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/a57bf465
16:29:41.585 [XNIO-1 task-2]  G8Pb7bmzQQKjPZwmCsB3lA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.586 [XNIO-1 task-2]  G8Pb7bmzQQKjPZwmCsB3lA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:41.586 [XNIO-1 task-2]  G8Pb7bmzQQKjPZwmCsB3lA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/a57bf465
16:29:41.592 [XNIO-1 task-2]  3cO8qdEYTPKuQN-MspddZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:41.592 [XNIO-1 task-2]  3cO8qdEYTPKuQN-MspddZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:41.592 [XNIO-1 task-2]  3cO8qdEYTPKuQN-MspddZQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:41.593 [XNIO-1 task-2]  3cO8qdEYTPKuQN-MspddZQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:41.628 [XNIO-1 task-2]  PSTPWuUdQ8KHBge12Yk4WA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:41.629 [XNIO-1 task-2]  PSTPWuUdQ8KHBge12Yk4WA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:41.629 [XNIO-1 task-2]  PSTPWuUdQ8KHBge12Yk4WA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:41.630 [XNIO-1 task-2]  PSTPWuUdQ8KHBge12Yk4WA DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:41.630 [XNIO-1 task-2]  PSTPWuUdQ8KHBge12Yk4WA DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:41.630 [XNIO-1 task-2]  PSTPWuUdQ8KHBge12Yk4WA DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:41.630 [XNIO-1 task-2]  PSTPWuUdQ8KHBge12Yk4WA DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:29:41.630 [XNIO-1 task-2]  PSTPWuUdQ8KHBge12Yk4WA DEBUG com.networknt.schema.TypeValidator debug - validate( "8b009d4a-4dac-4f5b-8b00-10305fac", {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:29:41.630 [XNIO-1 task-2]  PSTPWuUdQ8KHBge12Yk4WA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"d8404fa3","serviceName":"8b009d4a-4dac-4f5b-8b00-10305fac","serviceDesc":"55e9a629-3e7d-4ed9-acc1-0d13f1719edc","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:41.644 [XNIO-1 task-2]  61HPi6zbTX6GnByBFdu4vQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:41.644 [XNIO-1 task-2]  61HPi6zbTX6GnByBFdu4vQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:41.645 [XNIO-1 task-2]  61HPi6zbTX6GnByBFdu4vQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:41.678 [XNIO-1 task-2]  VjycE6MWSDqSInb13OST7w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:41.678 [XNIO-1 task-2]  VjycE6MWSDqSInb13OST7w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:41.679 [XNIO-1 task-2]  VjycE6MWSDqSInb13OST7w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:41.679 [XNIO-1 task-2]  VjycE6MWSDqSInb13OST7w DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:41.703 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:6ef30bde-c578-41c7-a213-a0a61112df38
16:29:41.704 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:6ef30bde-c578-41c7-a213-a0a61112df38
16:29:41.709 [XNIO-1 task-2]  tzHgo8KsRmyDIKfLEDXgrA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.709 [XNIO-1 task-2]  tzHgo8KsRmyDIKfLEDXgrA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.709 [XNIO-1 task-2]  tzHgo8KsRmyDIKfLEDXgrA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.710 [XNIO-1 task-2]  tzHgo8KsRmyDIKfLEDXgrA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:41.732 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:df0f1ca4-b7c6-437a-870b-83481b23dde4
16:29:41.735 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:df0f1ca4-b7c6-437a-870b-83481b23dde4
16:29:41.780 [XNIO-1 task-2]  CJISZiaaRwShQhMeNhQi9g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:41.780 [XNIO-1 task-2]  CJISZiaaRwShQhMeNhQi9g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:41.781 [XNIO-1 task-2]  CJISZiaaRwShQhMeNhQi9g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:41.793 [XNIO-1 task-2]  IXhI23fkS-S81h9Ptida9A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:41.793 [XNIO-1 task-2]  IXhI23fkS-S81h9Ptida9A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:41.793 [XNIO-1 task-2]  IXhI23fkS-S81h9Ptida9A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:41.861 [XNIO-1 task-2]  7_0epfA4RG-VIsfwXrI3Cg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/8b021d03, base path is set to: null
16:29:41.861 [XNIO-1 task-2]  7_0epfA4RG-VIsfwXrI3Cg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:41.861 [XNIO-1 task-2]  7_0epfA4RG-VIsfwXrI3Cg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:29:41.861 [XNIO-1 task-2]  7_0epfA4RG-VIsfwXrI3Cg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/8b021d03, base path is set to: null
16:29:41.862 [XNIO-1 task-2]  7_0epfA4RG-VIsfwXrI3Cg DEBUG com.networknt.schema.TypeValidator debug - validate( "8b021d03", "8b021d03", serviceId)
16:29:41.874 [XNIO-1 task-2]  mB5Is8MGQpmK0JIaO1sESQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.874 [XNIO-1 task-2]  mB5Is8MGQpmK0JIaO1sESQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.874 [XNIO-1 task-2]  mB5Is8MGQpmK0JIaO1sESQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.875 [XNIO-1 task-2]  mB5Is8MGQpmK0JIaO1sESQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:41.875 [XNIO-1 task-2]  mB5Is8MGQpmK0JIaO1sESQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:41.875 [XNIO-1 task-2]  mB5Is8MGQpmK0JIaO1sESQ DEBUG com.networknt.schema.TypeValidator debug - validate( "d34beb38-65b4-488b-a086-dccf20c1fd08", {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:29:41.875 [XNIO-1 task-2]  mB5Is8MGQpmK0JIaO1sESQ DEBUG com.networknt.schema.TypeValidator debug - validate( "a57bf465", {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:29:41.875 [XNIO-1 task-2]  mB5Is8MGQpmK0JIaO1sESQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:29:41.875 [XNIO-1 task-2]  mB5Is8MGQpmK0JIaO1sESQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:41.881 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:e5261506
16:29:41.885 [XNIO-1 task-2]  7bY0zxP6QPW_HVacHMsCEQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/d8404fa3
16:29:41.885 [XNIO-1 task-2]  7bY0zxP6QPW_HVacHMsCEQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.885 [XNIO-1 task-2]  7bY0zxP6QPW_HVacHMsCEQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:29:41.885 [XNIO-1 task-2]  7bY0zxP6QPW_HVacHMsCEQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/d8404fa3
16:29:41.920 [XNIO-1 task-2]  f_5i_1FPQWSKn3IRdEG9bA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:41.920 [XNIO-1 task-2]  f_5i_1FPQWSKn3IRdEG9bA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:41.921 [XNIO-1 task-2]  f_5i_1FPQWSKn3IRdEG9bA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:29:41.921 [XNIO-1 task-2]  f_5i_1FPQWSKn3IRdEG9bA DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:41.921 [XNIO-1 task-2]  f_5i_1FPQWSKn3IRdEG9bA DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:41.921 [XNIO-1 task-2]  f_5i_1FPQWSKn3IRdEG9bA DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:41.922 [XNIO-1 task-2]  f_5i_1FPQWSKn3IRdEG9bA DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:29:41.922 [XNIO-1 task-2]  f_5i_1FPQWSKn3IRdEG9bA DEBUG com.networknt.schema.TypeValidator debug - validate( "5c638a75-6bab-4400-98d8-5b8a349a", {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:29:41.922 [XNIO-1 task-2]  f_5i_1FPQWSKn3IRdEG9bA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"8b021d03","serviceName":"5c638a75-6bab-4400-98d8-5b8a349a","serviceDesc":"1f73a870-ea74-417d-92b9-dce01a306d00","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:41.925 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:e5261506
16:29:41.932 [XNIO-1 task-2]  Ib08-DMZSKygH06lYURM6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/223cda23, base path is set to: null
16:29:41.932 [XNIO-1 task-2]  Ib08-DMZSKygH06lYURM6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:29:41.932 [XNIO-1 task-2]  Ib08-DMZSKygH06lYURM6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:29:41.932 [XNIO-1 task-2]  Ib08-DMZSKygH06lYURM6Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/223cda23, base path is set to: null
16:29:41.933 [XNIO-1 task-2]  Ib08-DMZSKygH06lYURM6Q DEBUG com.networknt.schema.TypeValidator debug - validate( "223cda23", "223cda23", serviceId)
16:29:41.943 [XNIO-1 task-2]  Clvxwu4JTvydwpG0wCgSvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.943 [XNIO-1 task-2]  Clvxwu4JTvydwpG0wCgSvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.943 [XNIO-1 task-2]  Clvxwu4JTvydwpG0wCgSvQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.943 [XNIO-1 task-2]  Clvxwu4JTvydwpG0wCgSvQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:41.964 [XNIO-1 task-2]  h8ahwv2nTOStPHakhORPbA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.964 [XNIO-1 task-2]  h8ahwv2nTOStPHakhORPbA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.964 [XNIO-1 task-2]  h8ahwv2nTOStPHakhORPbA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.965 [XNIO-1 task-2]  h8ahwv2nTOStPHakhORPbA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:41.984 [XNIO-1 task-2]  HodkIS15SfeKjA-rkXNawQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.985 [XNIO-1 task-2]  HodkIS15SfeKjA-rkXNawQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.985 [XNIO-1 task-2]  HodkIS15SfeKjA-rkXNawQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:29:41.988 [XNIO-1 task-2]  HodkIS15SfeKjA-rkXNawQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:29:41.988 [XNIO-1 task-2]  HodkIS15SfeKjA-rkXNawQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:29:41.988 [XNIO-1 task-2]  HodkIS15SfeKjA-rkXNawQ DEBUG com.networknt.schema.TypeValidator debug - validate( "d34beb38-65b4-488b-a086-dccf20c1fd08", {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:29:41.989 [XNIO-1 task-2]  HodkIS15SfeKjA-rkXNawQ DEBUG com.networknt.schema.TypeValidator debug - validate( "a57bf465", {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:29:41.989 [XNIO-1 task-2]  HodkIS15SfeKjA-rkXNawQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:29:41.989 [XNIO-1 task-2]  HodkIS15SfeKjA-rkXNawQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"a57bf465","serviceName":"fbd07dc9-4587-4b3b-a93a-90f14756","serviceDesc":"d34beb38-65b4-488b-a086-dccf20c1fd08","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
