16:29:40.148 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:66c2c2bd
16:29:42.290 [XNIO-1 task-2]  BnWZzXwpRYqRz2qk5Ev-jg INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:42.293 [XNIO-1 task-4]  AWVpmcl2QoCXoToBFbPjjw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
16:29:42.293 [XNIO-1 task-4]  AWVpmcl2QoCXoToBFbPjjw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:42.303 [XNIO-1 task-2]  R6ol0MyHT1-NlDYjg9jhCA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.303 [XNIO-1 task-2]  R6ol0MyHT1-NlDYjg9jhCA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.304 [XNIO-1 task-2]  R6ol0MyHT1-NlDYjg9jhCA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.305 [XNIO-1 task-2]  R6ol0MyHT1-NlDYjg9jhCA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:42.310 [XNIO-1 task-2]  R6ol0MyHT1-NlDYjg9jhCA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:42.316 [XNIO-1 task-4]  o7L3vPULSYqXYqeVQp09eA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.316 [XNIO-1 task-4]  o7L3vPULSYqXYqeVQp09eA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.317 [XNIO-1 task-4]  o7L3vPULSYqXYqeVQp09eA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.317 [XNIO-1 task-4]  o7L3vPULSYqXYqeVQp09eA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:42.320 [XNIO-1 task-1]  0d3-4uTWSAue0zjO1xb0kg DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:42.324 [XNIO-1 task-4]  o7L3vPULSYqXYqeVQp09eA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:42.337 [XNIO-1 task-4]  HEtcBZi1RUmfFFjj-EDhvg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.337 [XNIO-1 task-4]  HEtcBZi1RUmfFFjj-EDhvg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.338 [XNIO-1 task-4]  HEtcBZi1RUmfFFjj-EDhvg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.338 [XNIO-1 task-4]  HEtcBZi1RUmfFFjj-EDhvg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic OWYyZWM2YjAtN2RlNy00MDI4LWE2MzYtZmU4MzY0YjMyN2FjOmxDbWtRYzRrU29HbEk1OXhKYlpqLVE=", "Basic OWYyZWM2YjAtN2RlNy00MDI4LWE2MzYtZmU4MzY0YjMyN2FjOmxDbWtRYzRrU29HbEk1OXhKYlpqLVE=", authorization)
16:29:42.343 [XNIO-1 task-4]  HEtcBZi1RUmfFFjj-EDhvg DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:42.350 [XNIO-1 task-4]  z4XlibR4SFazdEhfwwAaOQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.354 [XNIO-1 task-4]  z4XlibR4SFazdEhfwwAaOQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.354 [XNIO-1 task-4]  z4XlibR4SFazdEhfwwAaOQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.355 [XNIO-1 task-4]  z4XlibR4SFazdEhfwwAaOQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NDdhMWU0NGQtNzFmNC00YWY4LWEwZjMtNWRhOTJhMGIyNWQ2OkdQemdSTjBsU1dpaDR6SVdyN1pESUE=", "Basic NDdhMWU0NGQtNzFmNC00YWY4LWEwZjMtNWRhOTJhMGIyNWQ2OkdQemdSTjBsU1dpaDR6SVdyN1pESUE=", authorization)
16:29:42.359 [XNIO-1 task-1]  D8Id1BA3SO6Kpy9GxzOdAg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.359 [XNIO-1 task-1]  D8Id1BA3SO6Kpy9GxzOdAg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.360 [XNIO-1 task-1]  D8Id1BA3SO6Kpy9GxzOdAg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.360 [XNIO-1 task-1]  D8Id1BA3SO6Kpy9GxzOdAg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NDM4NWViYTktZDlkYy00ZmY3LTlkMDItNzQ0ZjRlZGQwNjYxOjRONEwwWEhFVEZtdlhnOVhJdHJ3QWc=", "Basic NDM4NWViYTktZDlkYy00ZmY3LTlkMDItNzQ0ZjRlZGQwNjYxOjRONEwwWEhFVEZtdlhnOVhJdHJ3QWc=", authorization)
16:29:42.363 [XNIO-1 task-4]  z4XlibR4SFazdEhfwwAaOQ DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:42.368 [XNIO-1 task-2]  9lZs5u4cSx6GOlZOowR-bQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.368 [XNIO-1 task-2]  9lZs5u4cSx6GOlZOowR-bQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.368 [XNIO-1 task-2]  9lZs5u4cSx6GOlZOowR-bQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.369 [XNIO-1 task-2]  9lZs5u4cSx6GOlZOowR-bQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YzMzNzhkZGEtMjI0Yi00MmM4LWJhYmMtNTQyNWRiNTUxOWMxOlpTc1hWVm5tUmxtUktMcERvcG83elE=", "Basic YzMzNzhkZGEtMjI0Yi00MmM4LWJhYmMtNTQyNWRiNTUxOWMxOlpTc1hWVm5tUmxtUktMcERvcG83elE=", authorization)
16:29:42.370 [XNIO-1 task-4]  GMXZd_7gQvmKD73oj-gU4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.372 [XNIO-1 task-4]  GMXZd_7gQvmKD73oj-gU4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.372 [XNIO-1 task-4]  GMXZd_7gQvmKD73oj-gU4A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.372 [XNIO-1 task-4]  GMXZd_7gQvmKD73oj-gU4A DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YmZlOWVjZDMtMmI2NC00NmMzLWE1MTYtZjgzOWFkZGU5NzE1OmJaLWE0T3hNUzBxYUt5b3ZwQ1NPakE=", "Basic YmZlOWVjZDMtMmI2NC00NmMzLWE1MTYtZjgzOWFkZGU5NzE1OmJaLWE0T3hNUzBxYUt5b3ZwQ1NPakE=", authorization)
16:29:42.376 [XNIO-1 task-1]  D8Id1BA3SO6Kpy9GxzOdAg DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:42.378 [XNIO-1 task-4]  GMXZd_7gQvmKD73oj-gU4A DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:42.378 [XNIO-1 task-2]  9lZs5u4cSx6GOlZOowR-bQ DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
16:29:42.380 [XNIO-1 task-2]  9lZs5u4cSx6GOlZOowR-bQ INFO  com.networknt.config.Config getConfigStream - Unable to load config from externalized folder for status.yml in /config
16:29:42.381 [XNIO-1 task-2]  9lZs5u4cSx6GOlZOowR-bQ INFO  com.networknt.config.Config getConfigStream - Config loaded from default folder for status.yml
16:29:42.405 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:0460bf8c
16:29:42.414 [XNIO-1 task-4]  vHKnXVAzSnepPbVFNhOJdA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.414 [XNIO-1 task-4]  vHKnXVAzSnepPbVFNhOJdA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.418 [XNIO-1 task-4]  vHKnXVAzSnepPbVFNhOJdA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.418 [XNIO-1 task-4]  vHKnXVAzSnepPbVFNhOJdA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YmZlOWVjZDMtMmI2NC00NmMzLWE1MTYtZjgzOWFkZGU5NzE1OmJaLWE0T3hNUzBxYUt5b3ZwQ1NPakE=", "Basic YmZlOWVjZDMtMmI2NC00NmMzLWE1MTYtZjgzOWFkZGU5NzE1OmJaLWE0T3hNUzBxYUt5b3ZwQ1NPakE=", authorization)
16:29:42.425 [XNIO-1 task-2]  9lZs5u4cSx6GOlZOowR-bQ ERROR c.n.o.t.h.Oauth2TokenPostHandler handleRequest - ApiException
	at com.networknt.oauth.token.handler.Oauth2TokenPostHandler.handleAuthorizationCode(Oauth2TokenPostHandler.java:231)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.openapi.ValidatorHandler.handleRequest(ValidatorHandler.java:116)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.audit.AuditHandler.handleRequest(AuditHandler.java:181)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.openapi.OpenApiHandler.handleRequest(OpenApiHandler.java:131)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at com.networknt.handler.Handler.next(Handler.java:212)
	at com.networknt.traceability.TraceabilityHandler.handleRequest(TraceabilityHandler.java:68)
	at com.networknt.handler.Handler.next(Handler.java:233)
	at io.undertow.server.Connectors.executeRootHandler(Connectors.java:387)
	at org.jboss.threads.ContextClassLoaderSavingRunnable.run(ContextClassLoaderSavingRunnable.java:35)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.doRunTask(EnhancedQueueExecutor.java:1558)
	at java.base/java.lang.Thread.run(Unknown Source)
16:29:42.435 [XNIO-1 task-4]  vHKnXVAzSnepPbVFNhOJdA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:42.442 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:21a21337-63ee-4726-8ae5-9012a7a14644
16:29:42.463 [XNIO-1 task-4]  2_BWLQpwR22f-Xgl33IWpA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.464 [XNIO-1 task-4]  2_BWLQpwR22f-Xgl33IWpA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.464 [XNIO-1 task-4]  2_BWLQpwR22f-Xgl33IWpA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.464 [XNIO-1 task-4]  2_BWLQpwR22f-Xgl33IWpA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YTM2OWY1ZGUtNWZkMi00NjdiLWI1OGUtZWQ0ZWNkN2ZjNGZiOmh4U0NsZ29uUkhTd0k2d3lDSTdwVHc=", "Basic YTM2OWY1ZGUtNWZkMi00NjdiLWI1OGUtZWQ0ZWNkN2ZjNGZiOmh4U0NsZ29uUkhTd0k2d3lDSTdwVHc=", authorization)
16:29:42.471 [XNIO-1 task-4]  2_BWLQpwR22f-Xgl33IWpA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:42.488 [XNIO-1 task-4]  7bhCIXR0Scy3LT6yjanTcg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.488 [XNIO-1 task-4]  7bhCIXR0Scy3LT6yjanTcg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.489 [XNIO-1 task-4]  7bhCIXR0Scy3LT6yjanTcg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.489 [XNIO-1 task-4]  7bhCIXR0Scy3LT6yjanTcg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YTM2OWY1ZGUtNWZkMi00NjdiLWI1OGUtZWQ0ZWNkN2ZjNGZiOmh4U0NsZ29uUkhTd0k2d3lDSTdwVHc=", "Basic YTM2OWY1ZGUtNWZkMi00NjdiLWI1OGUtZWQ0ZWNkN2ZjNGZiOmh4U0NsZ29uUkhTd0k2d3lDSTdwVHc=", authorization)
16:29:42.499 [XNIO-1 task-2]  LlOOyuG2S5eAldUyIg1gGA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.499 [XNIO-1 task-2]  LlOOyuG2S5eAldUyIg1gGA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.500 [XNIO-1 task-2]  LlOOyuG2S5eAldUyIg1gGA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.500 [XNIO-1 task-2]  LlOOyuG2S5eAldUyIg1gGA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic MDg0ZTNiNDctYjdhYS00OGIyLTk5NDktOWNhYmFhODM4NzYxOmpnVzhlVUVDVDl1Y2pEc2dCNi1IM0E=", "Basic MDg0ZTNiNDctYjdhYS00OGIyLTk5NDktOWNhYmFhODM4NzYxOmpnVzhlVUVDVDl1Y2pEc2dCNi1IM0E=", authorization)
16:29:42.501 [XNIO-1 task-4]  7bhCIXR0Scy3LT6yjanTcg DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:42.511 [XNIO-1 task-4]  r_sjEV9AQK6EwJG9Fi4QaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.512 [XNIO-1 task-4]  r_sjEV9AQK6EwJG9Fi4QaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.512 [XNIO-1 task-4]  r_sjEV9AQK6EwJG9Fi4QaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.512 [XNIO-1 task-4]  r_sjEV9AQK6EwJG9Fi4QaQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YTM2OWY1ZGUtNWZkMi00NjdiLWI1OGUtZWQ0ZWNkN2ZjNGZiOmh4U0NsZ29uUkhTd0k2d3lDSTdwVHc=", "Basic YTM2OWY1ZGUtNWZkMi00NjdiLWI1OGUtZWQ0ZWNkN2ZjNGZiOmh4U0NsZ29uUkhTd0k2d3lDSTdwVHc=", authorization)
16:29:42.518 [XNIO-1 task-4]  r_sjEV9AQK6EwJG9Fi4QaQ DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:42.519 [XNIO-1 task-2]  LlOOyuG2S5eAldUyIg1gGA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:42.529 [XNIO-1 task-4]  EsveXBKCQ82geVRhgJ_x8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.529 [XNIO-1 task-4]  EsveXBKCQ82geVRhgJ_x8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.531 [XNIO-1 task-4]  EsveXBKCQ82geVRhgJ_x8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.531 [XNIO-1 task-4]  EsveXBKCQ82geVRhgJ_x8Q DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic ZmYzOGI5MmEtZmYyMC00YTI4LTk4ZjEtZTIxZDcxOGYxYTc3OjBGeU9pZzFmVDdlOUNaQnJHMlVjQ1E=", "Basic ZmYzOGI5MmEtZmYyMC00YTI4LTk4ZjEtZTIxZDcxOGYxYTc3OjBGeU9pZzFmVDdlOUNaQnJHMlVjQ1E=", authorization)
16:29:42.537 [XNIO-1 task-1]  XBMHT_RZTIuudq3hNWG00w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.538 [XNIO-1 task-1]  XBMHT_RZTIuudq3hNWG00w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.539 [XNIO-1 task-1]  XBMHT_RZTIuudq3hNWG00w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.539 [XNIO-1 task-1]  XBMHT_RZTIuudq3hNWG00w DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic NDM4NWViYTktZDlkYy00ZmY3LTlkMDItNzQ0ZjRlZGQwNjYxOjRONEwwWEhFVEZtdlhnOVhJdHJ3QWc=", "Basic NDM4NWViYTktZDlkYy00ZmY3LTlkMDItNzQ0ZjRlZGQwNjYxOjRONEwwWEhFVEZtdlhnOVhJdHJ3QWc=", authorization)
16:29:42.543 [XNIO-1 task-4]  EsveXBKCQ82geVRhgJ_x8Q DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:42.550 [XNIO-1 task-1]  XBMHT_RZTIuudq3hNWG00w DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
16:29:42.550 [XNIO-1 task-1]  XBMHT_RZTIuudq3hNWG00w INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:42.552 [XNIO-1 task-4]  NSP5R1OqReqW5NBM_Wpr9Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.552 [XNIO-1 task-4]  NSP5R1OqReqW5NBM_Wpr9Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.552 [XNIO-1 task-4]  NSP5R1OqReqW5NBM_Wpr9Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.553 [XNIO-1 task-4]  NSP5R1OqReqW5NBM_Wpr9Q DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:42.564 [XNIO-1 task-4]  NSP5R1OqReqW5NBM_Wpr9Q INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:42.566 [hz._hzInstance_1_dev.partition-operation.thread-8]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:ce36b750
16:29:42.574 [XNIO-1 task-4]  PvTQn8-mQ7qfkRVYdTeIBw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.574 [XNIO-1 task-4]  PvTQn8-mQ7qfkRVYdTeIBw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.574 [XNIO-1 task-4]  PvTQn8-mQ7qfkRVYdTeIBw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.577 [XNIO-1 task-4]  PvTQn8-mQ7qfkRVYdTeIBw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:42.580 [XNIO-1 task-1]  zuEIbsw-Rx-j4wPIl7YBDA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.580 [XNIO-1 task-1]  zuEIbsw-Rx-j4wPIl7YBDA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.581 [XNIO-1 task-1]  zuEIbsw-Rx-j4wPIl7YBDA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.582 [XNIO-1 task-1]  zuEIbsw-Rx-j4wPIl7YBDA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - code = 4EptpRHSR-WD0nJwWZV4QA redirectUri = http://localhost:8080/authorization
16:29:42.583 [XNIO-1 task-4]  PvTQn8-mQ7qfkRVYdTeIBw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:42.592 [XNIO-1 task-1]  zuEIbsw-Rx-j4wPIl7YBDA DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:42.596 [XNIO-1 task-4]  ubmBT0pIT3G1wOlBjcr4bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.596 [XNIO-1 task-4]  ubmBT0pIT3G1wOlBjcr4bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.597 [XNIO-1 task-4]  ubmBT0pIT3G1wOlBjcr4bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.597 [XNIO-1 task-4]  ubmBT0pIT3G1wOlBjcr4bw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YzQ0YmJiNjItNDExMi00MTg1LTg1ZTUtM2ZmODIzYjM0OWNjOjBYV2F4RS14Ui1Da21UcnhtWmFTUEE=", "Basic YzQ0YmJiNjItNDExMi00MTg1LTg1ZTUtM2ZmODIzYjM0OWNjOjBYV2F4RS14Ui1Da21UcnhtWmFTUEE=", authorization)
16:29:42.604 [XNIO-1 task-4]  ubmBT0pIT3G1wOlBjcr4bw DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:42.611 [XNIO-1 task-4]  iyFmw3JCS2S5SlmSQyKJHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.611 [XNIO-1 task-4]  iyFmw3JCS2S5SlmSQyKJHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.611 [XNIO-1 task-4]  iyFmw3JCS2S5SlmSQyKJHQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.612 [XNIO-1 task-4]  iyFmw3JCS2S5SlmSQyKJHQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YzQ0YmJiNjItNDExMi00MTg1LTg1ZTUtM2ZmODIzYjM0OWNjOjBYV2F4RS14Ui1Da21UcnhtWmFTUEE=", "Basic YzQ0YmJiNjItNDExMi00MTg1LTg1ZTUtM2ZmODIzYjM0OWNjOjBYV2F4RS14Ui1Da21UcnhtWmFTUEE=", authorization)
16:29:42.617 [XNIO-1 task-4]  iyFmw3JCS2S5SlmSQyKJHQ DEBUG com.networknt.security.JwtIssuer getPrivateKey - filename = primary.jks key = selfsigned
16:29:42.621 [XNIO-1 task-1]  Jc22x0kKR9Ww0gQ4FtvqHA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.621 [XNIO-1 task-1]  Jc22x0kKR9Ww0gQ4FtvqHA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.621 [XNIO-1 task-1]  Jc22x0kKR9Ww0gQ4FtvqHA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.622 [XNIO-1 task-1]  Jc22x0kKR9Ww0gQ4FtvqHA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YmZlOWVjZDMtMmI2NC00NmMzLWE1MTYtZjgzOWFkZGU5NzE1OmJaLWE0T3hNUzBxYUt5b3ZwQ1NPakE=", "Basic YmZlOWVjZDMtMmI2NC00NmMzLWE1MTYtZjgzOWFkZGU5NzE1OmJaLWE0T3hNUzBxYUt5b3ZwQ1NPakE=", authorization)
16:29:42.627 [XNIO-1 task-4]  0RqUubuiRC-FEALQK18Wbw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/token, base path is set to: null
16:29:42.628 [XNIO-1 task-4]  0RqUubuiRC-FEALQK18Wbw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/token
16:29:42.629 [XNIO-1 task-1]  Jc22x0kKR9Ww0gQ4FtvqHA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleAuthorizationCode - variable from codeMap cache userId = admin redirectUri = http://localhost:8080/authorization scope = null userType = null roles = admin user remember = null
16:29:42.630 [XNIO-1 task-1]  Jc22x0kKR9Ww0gQ4FtvqHA INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:42.631 [XNIO-1 task-4]  0RqUubuiRC-FEALQK18Wbw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.631 [XNIO-1 task-4]  0RqUubuiRC-FEALQK18Wbw DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:42.638 [XNIO-1 task-4]  0RqUubuiRC-FEALQK18Wbw INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:42.645 [hz._hzInstance_1_dev.partition-operation.thread-14]   DEBUG c.n.oauth.cache.ServiceMapStore delete - Delete:b3c613b1
16:29:42.647 [XNIO-1 task-4]  aoJTNp_2QR6Jxyz2waP65Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.648 [XNIO-1 task-4]  aoJTNp_2QR6Jxyz2waP65Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.649 [XNIO-1 task-4]  aoJTNp_2QR6Jxyz2waP65Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.650 [XNIO-1 task-4]  aoJTNp_2QR6Jxyz2waP65Q DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
16:29:42.655 [XNIO-1 task-4]  aoJTNp_2QR6Jxyz2waP65Q INFO  com.networknt.config.Config getConfigStream - Config loaded from externalized folder for primary.jks in /config
16:29:42.672 [XNIO-1 task-4]  1MqKWolpRaCw7J7kmYmRsA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.672 [XNIO-1 task-4]  1MqKWolpRaCw7J7kmYmRsA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.672 [XNIO-1 task-4]  1MqKWolpRaCw7J7kmYmRsA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/token
16:29:42.673 [XNIO-1 task-4]  1MqKWolpRaCw7J7kmYmRsA DEBUG c.n.o.t.h.Oauth2TokenPostHandler handleClientCredentials - scope = null
