07:00:39.862 [XNIO-1 task-1]  IVjgpRcpS0uPIqi1rvEOyQ DEBUG com.networknt.schema.TypeValidator debug - validate( "b2d764de", "b2d764de", serviceId)
07:00:43.487 [XNIO-1 task-1]  QcDC3ZCYSeONxX_YjA_MZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.487 [XNIO-1 task-1]  QcDC3ZCYSeONxX_YjA_MZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.487 [XNIO-1 task-1]  QcDC3ZCYSeONxX_YjA_MZw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.488 [XNIO-1 task-1]  QcDC3ZCYSeONxX_YjA_MZw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"2ca91285","serviceName":"e2b39352-1c98-4d56-bd54-58ad49ab","serviceDesc":"29cb08ce-1d82-49af-b621-946d09ccec8e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"2ca91285","serviceName":"e2b39352-1c98-4d56-bd54-58ad49ab","serviceDesc":"29cb08ce-1d82-49af-b621-946d09ccec8e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:43.488 [XNIO-1 task-1]  QcDC3ZCYSeONxX_YjA_MZw DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"2ca91285","serviceName":"e2b39352-1c98-4d56-bd54-58ad49ab","serviceDesc":"29cb08ce-1d82-49af-b621-946d09ccec8e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:43.488 [XNIO-1 task-1]  QcDC3ZCYSeONxX_YjA_MZw DEBUG com.networknt.schema.TypeValidator debug - validate( "29cb08ce-1d82-49af-b621-946d09ccec8e", {"serviceType":"swagger","serviceId":"2ca91285","serviceName":"e2b39352-1c98-4d56-bd54-58ad49ab","serviceDesc":"29cb08ce-1d82-49af-b621-946d09ccec8e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:43.488 [XNIO-1 task-1]  QcDC3ZCYSeONxX_YjA_MZw DEBUG com.networknt.schema.TypeValidator debug - validate( "2ca91285", {"serviceType":"swagger","serviceId":"2ca91285","serviceName":"e2b39352-1c98-4d56-bd54-58ad49ab","serviceDesc":"29cb08ce-1d82-49af-b621-946d09ccec8e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
07:00:43.489 [XNIO-1 task-1]  QcDC3ZCYSeONxX_YjA_MZw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"2ca91285","serviceName":"e2b39352-1c98-4d56-bd54-58ad49ab","serviceDesc":"29cb08ce-1d82-49af-b621-946d09ccec8e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:43.489 [XNIO-1 task-1]  QcDC3ZCYSeONxX_YjA_MZw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"2ca91285","serviceName":"e2b39352-1c98-4d56-bd54-58ad49ab","serviceDesc":"29cb08ce-1d82-49af-b621-946d09ccec8e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"2ca91285","serviceName":"e2b39352-1c98-4d56-bd54-58ad49ab","serviceDesc":"29cb08ce-1d82-49af-b621-946d09ccec8e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:43.510 [XNIO-1 task-1]  wKvwF6mcQkCP7pNjaX0bQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/731bfac0
07:00:43.510 [XNIO-1 task-1]  wKvwF6mcQkCP7pNjaX0bQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.510 [XNIO-1 task-1]  wKvwF6mcQkCP7pNjaX0bQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:43.511 [XNIO-1 task-1]  wKvwF6mcQkCP7pNjaX0bQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/731bfac0
07:00:43.544 [XNIO-1 task-2]  X2lG6UjDTH2SurbCgF7-fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:43.547 [XNIO-1 task-2]  X2lG6UjDTH2SurbCgF7-fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:43.548 [XNIO-1 task-2]  X2lG6UjDTH2SurbCgF7-fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:43.548 [XNIO-1 task-2]  X2lG6UjDTH2SurbCgF7-fQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
07:00:43.641 [XNIO-1 task-2]  qhRE9mm6SwymaXG-MXpqLQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/3075e909, base path is set to: null
07:00:43.641 [XNIO-1 task-2]  qhRE9mm6SwymaXG-MXpqLQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:43.642 [XNIO-1 task-2]  qhRE9mm6SwymaXG-MXpqLQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:43.642 [XNIO-1 task-2]  qhRE9mm6SwymaXG-MXpqLQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/3075e909, base path is set to: null
07:00:43.642 [XNIO-1 task-2]  qhRE9mm6SwymaXG-MXpqLQ DEBUG com.networknt.schema.TypeValidator debug - validate( "3075e909", "3075e909", serviceId)
07:00:43.655 [XNIO-1 task-2]  PI9nQLBcT0eaaSOPQCeIFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.656 [XNIO-1 task-2]  PI9nQLBcT0eaaSOPQCeIFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.656 [XNIO-1 task-2]  PI9nQLBcT0eaaSOPQCeIFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.658 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:70cfd298
07:00:43.670 [XNIO-1 task-2]  zKspcrR9QrGnpR238gz-ng DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/2ca91285, base path is set to: null
07:00:43.671 [XNIO-1 task-2]  zKspcrR9QrGnpR238gz-ng DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:43.671 [XNIO-1 task-2]  zKspcrR9QrGnpR238gz-ng DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:43.671 [XNIO-1 task-2]  zKspcrR9QrGnpR238gz-ng DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/2ca91285, base path is set to: null
07:00:43.671 [XNIO-1 task-2]  zKspcrR9QrGnpR238gz-ng DEBUG com.networknt.schema.TypeValidator debug - validate( "2ca91285", "2ca91285", serviceId)
07:00:43.715 [XNIO-1 task-2]  1qnSSIAJQNe49tiRtDGVpg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/6aad93e4
07:00:43.715 [XNIO-1 task-2]  1qnSSIAJQNe49tiRtDGVpg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.715 [XNIO-1 task-2]  1qnSSIAJQNe49tiRtDGVpg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:43.715 [XNIO-1 task-2]  1qnSSIAJQNe49tiRtDGVpg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/6aad93e4
07:00:43.722 [XNIO-1 task-2]  hU6PylgjTE-QdAkqBjLRCQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/fe60b9e8, base path is set to: null
07:00:43.723 [XNIO-1 task-2]  hU6PylgjTE-QdAkqBjLRCQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:43.723 [XNIO-1 task-2]  hU6PylgjTE-QdAkqBjLRCQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:43.723 [XNIO-1 task-2]  hU6PylgjTE-QdAkqBjLRCQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/fe60b9e8, base path is set to: null
07:00:43.724 [XNIO-1 task-2]  hU6PylgjTE-QdAkqBjLRCQ DEBUG com.networknt.schema.TypeValidator debug - validate( "fe60b9e8", "fe60b9e8", serviceId)
07:00:43.739 [XNIO-1 task-2]  b_joQ-suT1SjZ1A_-rIgDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/fb2ab481
07:00:43.739 [XNIO-1 task-2]  b_joQ-suT1SjZ1A_-rIgDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.739 [XNIO-1 task-2]  b_joQ-suT1SjZ1A_-rIgDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:43.739 [XNIO-1 task-2]  b_joQ-suT1SjZ1A_-rIgDQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/fb2ab481
07:00:43.756 [XNIO-1 task-2]  feXpJJZ_Qz28tfvyL_8S2w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/2aa0fefd, base path is set to: null
07:00:43.756 [XNIO-1 task-2]  feXpJJZ_Qz28tfvyL_8S2w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:43.756 [XNIO-1 task-2]  feXpJJZ_Qz28tfvyL_8S2w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:43.756 [XNIO-1 task-2]  feXpJJZ_Qz28tfvyL_8S2w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/2aa0fefd, base path is set to: null
07:00:43.756 [XNIO-1 task-2]  feXpJJZ_Qz28tfvyL_8S2w DEBUG com.networknt.schema.TypeValidator debug - validate( "2aa0fefd", "2aa0fefd", serviceId)
07:00:43.762 [XNIO-1 task-2]  M2OqGR6gQzKYhiwY6_3mLg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.763 [XNIO-1 task-2]  M2OqGR6gQzKYhiwY6_3mLg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.763 [XNIO-1 task-2]  M2OqGR6gQzKYhiwY6_3mLg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.764 [XNIO-1 task-2]  M2OqGR6gQzKYhiwY6_3mLg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"70cfd298","serviceName":"0389cf4d-d008-4890-8c7b-aa87ed15","serviceDesc":"25866727-4b20-4205-8562-71f3e517f5c8","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"70cfd298","serviceName":"0389cf4d-d008-4890-8c7b-aa87ed15","serviceDesc":"25866727-4b20-4205-8562-71f3e517f5c8","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:43.764 [XNIO-1 task-2]  M2OqGR6gQzKYhiwY6_3mLg DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"70cfd298","serviceName":"0389cf4d-d008-4890-8c7b-aa87ed15","serviceDesc":"25866727-4b20-4205-8562-71f3e517f5c8","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:43.764 [XNIO-1 task-2]  M2OqGR6gQzKYhiwY6_3mLg DEBUG com.networknt.schema.TypeValidator debug - validate( "25866727-4b20-4205-8562-71f3e517f5c8", {"serviceType":"swagger","serviceId":"70cfd298","serviceName":"0389cf4d-d008-4890-8c7b-aa87ed15","serviceDesc":"25866727-4b20-4205-8562-71f3e517f5c8","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:43.764 [XNIO-1 task-2]  M2OqGR6gQzKYhiwY6_3mLg DEBUG com.networknt.schema.TypeValidator debug - validate( "70cfd298", {"serviceType":"swagger","serviceId":"70cfd298","serviceName":"0389cf4d-d008-4890-8c7b-aa87ed15","serviceDesc":"25866727-4b20-4205-8562-71f3e517f5c8","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
07:00:43.764 [XNIO-1 task-2]  M2OqGR6gQzKYhiwY6_3mLg DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"70cfd298","serviceName":"0389cf4d-d008-4890-8c7b-aa87ed15","serviceDesc":"25866727-4b20-4205-8562-71f3e517f5c8","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:43.764 [XNIO-1 task-2]  M2OqGR6gQzKYhiwY6_3mLg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"70cfd298","serviceName":"0389cf4d-d008-4890-8c7b-aa87ed15","serviceDesc":"25866727-4b20-4205-8562-71f3e517f5c8","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"70cfd298","serviceName":"0389cf4d-d008-4890-8c7b-aa87ed15","serviceDesc":"25866727-4b20-4205-8562-71f3e517f5c8","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:43.765 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:70cfd298
07:00:43.780 [XNIO-1 task-2]  yLkyaPZrQRCvhmbg6RyjKw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.780 [XNIO-1 task-2]  yLkyaPZrQRCvhmbg6RyjKw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.780 [XNIO-1 task-2]  yLkyaPZrQRCvhmbg6RyjKw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.795 [XNIO-1 task-2]  F-5fUeU9RNqTqTbiv3Ss1A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/2aa0fefd
07:00:43.795 [XNIO-1 task-2]  F-5fUeU9RNqTqTbiv3Ss1A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.796 [XNIO-1 task-2]  F-5fUeU9RNqTqTbiv3Ss1A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:43.796 [XNIO-1 task-2]  F-5fUeU9RNqTqTbiv3Ss1A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/2aa0fefd
07:00:43.812 [XNIO-1 task-2]  kOZHWvOqSxCar59dUUMb1w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/70cfd298, base path is set to: null
07:00:43.812 [XNIO-1 task-2]  kOZHWvOqSxCar59dUUMb1w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:43.812 [XNIO-1 task-2]  kOZHWvOqSxCar59dUUMb1w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:43.812 [XNIO-1 task-2]  kOZHWvOqSxCar59dUUMb1w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/70cfd298, base path is set to: null
07:00:43.813 [XNIO-1 task-2]  kOZHWvOqSxCar59dUUMb1w DEBUG com.networknt.schema.TypeValidator debug - validate( "70cfd298", "70cfd298", serviceId)
07:00:43.814 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.ServiceMapStore delete - Delete:70cfd298
07:00:43.822 [XNIO-1 task-2]  U-Wdn-nkR8mzFNPEpYnCYA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.822 [XNIO-1 task-2]  U-Wdn-nkR8mzFNPEpYnCYA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.823 [XNIO-1 task-2]  U-Wdn-nkR8mzFNPEpYnCYA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.839 [XNIO-1 task-2]  j-VBHBRXTISEsUegpGVAZg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/6aad93e4
07:00:43.839 [XNIO-1 task-2]  j-VBHBRXTISEsUegpGVAZg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.839 [XNIO-1 task-2]  j-VBHBRXTISEsUegpGVAZg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:43.840 [XNIO-1 task-2]  j-VBHBRXTISEsUegpGVAZg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/6aad93e4
07:00:43.844 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:5ccdce0c
07:00:43.848 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:5ccdce0c
07:00:43.883 [XNIO-1 task-2]  i9lcwAaNTXOsjwL_pexkLQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/94b0429f
07:00:43.883 [XNIO-1 task-2]  i9lcwAaNTXOsjwL_pexkLQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.883 [XNIO-1 task-2]  i9lcwAaNTXOsjwL_pexkLQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:43.884 [XNIO-1 task-2]  i9lcwAaNTXOsjwL_pexkLQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/94b0429f
07:00:43.890 [XNIO-1 task-2]  C3UYExp8QuaMPwzpHGghww DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:43.890 [XNIO-1 task-2]  C3UYExp8QuaMPwzpHGghww DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:43.890 [XNIO-1 task-2]  C3UYExp8QuaMPwzpHGghww DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:43.891 [XNIO-1 task-2]  C3UYExp8QuaMPwzpHGghww DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"3f30f8b3","serviceName":"ebc4ad3d-39ae-48fc-b1a6-96ab37e3","serviceDesc":"d2e1e6c7-b9b5-46c9-864a-ef494b412f4d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"3f30f8b3","serviceName":"ebc4ad3d-39ae-48fc-b1a6-96ab37e3","serviceDesc":"d2e1e6c7-b9b5-46c9-864a-ef494b412f4d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:43.891 [XNIO-1 task-2]  C3UYExp8QuaMPwzpHGghww DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"3f30f8b3","serviceName":"ebc4ad3d-39ae-48fc-b1a6-96ab37e3","serviceDesc":"d2e1e6c7-b9b5-46c9-864a-ef494b412f4d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"3f30f8b3","serviceName":"ebc4ad3d-39ae-48fc-b1a6-96ab37e3","serviceDesc":"d2e1e6c7-b9b5-46c9-864a-ef494b412f4d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:43.891 [XNIO-1 task-2]  C3UYExp8QuaMPwzpHGghww DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"3f30f8b3","serviceName":"ebc4ad3d-39ae-48fc-b1a6-96ab37e3","serviceDesc":"d2e1e6c7-b9b5-46c9-864a-ef494b412f4d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:43.891 [XNIO-1 task-2]  C3UYExp8QuaMPwzpHGghww DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"3f30f8b3","serviceName":"ebc4ad3d-39ae-48fc-b1a6-96ab37e3","serviceDesc":"d2e1e6c7-b9b5-46c9-864a-ef494b412f4d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
07:00:43.891 [XNIO-1 task-2]  C3UYExp8QuaMPwzpHGghww DEBUG com.networknt.schema.TypeValidator debug - validate( "ebc4ad3d-39ae-48fc-b1a6-96ab37e3", {"serviceType":"swagger","serviceId":"3f30f8b3","serviceName":"ebc4ad3d-39ae-48fc-b1a6-96ab37e3","serviceDesc":"d2e1e6c7-b9b5-46c9-864a-ef494b412f4d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
07:00:43.893 [XNIO-1 task-2]  C3UYExp8QuaMPwzpHGghww DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"3f30f8b3","serviceName":"ebc4ad3d-39ae-48fc-b1a6-96ab37e3","serviceDesc":"d2e1e6c7-b9b5-46c9-864a-ef494b412f4d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"3f30f8b3","serviceName":"ebc4ad3d-39ae-48fc-b1a6-96ab37e3","serviceDesc":"d2e1e6c7-b9b5-46c9-864a-ef494b412f4d","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:43.905 [XNIO-1 task-2]  frzZuV5ISnyPAa7sBNq7dw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/3f30f8b3, base path is set to: null
07:00:43.905 [XNIO-1 task-2]  frzZuV5ISnyPAa7sBNq7dw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:43.905 [XNIO-1 task-2]  frzZuV5ISnyPAa7sBNq7dw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:43.905 [XNIO-1 task-2]  frzZuV5ISnyPAa7sBNq7dw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/3f30f8b3, base path is set to: null
07:00:43.906 [XNIO-1 task-2]  frzZuV5ISnyPAa7sBNq7dw DEBUG com.networknt.schema.TypeValidator debug - validate( "3f30f8b3", "3f30f8b3", serviceId)
07:00:43.914 [XNIO-1 task-2]  FHHRGfl1RjakHmzVc0BAsQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/3f30f8b3
07:00:43.915 [XNIO-1 task-2]  FHHRGfl1RjakHmzVc0BAsQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.915 [XNIO-1 task-2]  FHHRGfl1RjakHmzVc0BAsQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:43.915 [XNIO-1 task-2]  FHHRGfl1RjakHmzVc0BAsQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/3f30f8b3
07:00:43.922 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:5ccdce0c
07:00:43.931 [XNIO-1 task-2]  EvbhEUWjSuCZBQMXLKUkHw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/94b0429f, base path is set to: null
07:00:43.931 [XNIO-1 task-2]  EvbhEUWjSuCZBQMXLKUkHw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:43.931 [XNIO-1 task-2]  EvbhEUWjSuCZBQMXLKUkHw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:43.931 [XNIO-1 task-2]  EvbhEUWjSuCZBQMXLKUkHw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/94b0429f, base path is set to: null
07:00:43.932 [XNIO-1 task-2]  EvbhEUWjSuCZBQMXLKUkHw DEBUG com.networknt.schema.TypeValidator debug - validate( "94b0429f", "94b0429f", serviceId)
07:00:43.941 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:5ccdce0c
07:00:43.948 [XNIO-1 task-2]  Yfqf_FQxSYioaIwZh2icpQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.948 [XNIO-1 task-2]  Yfqf_FQxSYioaIwZh2icpQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.949 [XNIO-1 task-2]  Yfqf_FQxSYioaIwZh2icpQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.969 [XNIO-1 task-2]  zz2YDmICS3WMATZ8iopFWg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/ff01db6e
07:00:43.970 [XNIO-1 task-2]  zz2YDmICS3WMATZ8iopFWg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:43.970 [XNIO-1 task-2]  zz2YDmICS3WMATZ8iopFWg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:43.970 [XNIO-1 task-2]  zz2YDmICS3WMATZ8iopFWg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/ff01db6e
07:00:43.971 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:5ccdce0c
07:00:43.984 [XNIO-1 task-2]  LZ2s5GszRGum2a0wWjyXmw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
