16:40:09.861 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:7134a462
16:40:11.121 [XNIO-1 task-1]  k-I18GP3SNKPK2aPc0QynQ DEBUG com.networknt.schema.FormatValidator debug - validate( "bbcbd92a-6466-4c3c-ab78-020f3eb6a4a8", {"password":"45edee11-b4dd-40d3-a01b-2ffc88b05674","newPassword":"bbcbd92a-6466-4c3c-ab78-020f3eb6a4a8","newPasswordConfirm":"bbcbd92a-6466-4c3c-ab78-020f3eb6a4a8"}, requestBody.newPasswordConfirm)
16:40:11.121 [XNIO-1 task-1]  k-I18GP3SNKPK2aPc0QynQ DEBUG com.networknt.schema.FormatValidator debug - validate( "45edee11-b4dd-40d3-a01b-2ffc88b05674", {"password":"45edee11-b4dd-40d3-a01b-2ffc88b05674","newPassword":"bbcbd92a-6466-4c3c-ab78-020f3eb6a4a8","newPasswordConfirm":"bbcbd92a-6466-4c3c-ab78-020f3eb6a4a8"}, requestBody.password)
16:40:11.122 [XNIO-1 task-1]  k-I18GP3SNKPK2aPc0QynQ DEBUG com.networknt.schema.FormatValidator debug - validate( "bbcbd92a-6466-4c3c-ab78-020f3eb6a4a8", {"password":"45edee11-b4dd-40d3-a01b-2ffc88b05674","newPassword":"bbcbd92a-6466-4c3c-ab78-020f3eb6a4a8","newPasswordConfirm":"bbcbd92a-6466-4c3c-ab78-020f3eb6a4a8"}, requestBody.newPassword)
16:40:11.131 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:3ee4decb
16:40:11.139 [XNIO-1 task-1]  X_M0Rr8-SAa67Ioy5g2g_w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:11.139 [XNIO-1 task-1]  X_M0Rr8-SAa67Ioy5g2g_w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:11.140 [XNIO-1 task-1]  X_M0Rr8-SAa67Ioy5g2g_w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:11.140 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:3ee4decb
16:40:11.146 [XNIO-1 task-1]  u2eN2c2_RHioz380aQXbKg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.146 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:ccaac653
16:40:11.147 [XNIO-1 task-1]  u2eN2c2_RHioz380aQXbKg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.147 [XNIO-1 task-1]  u2eN2c2_RHioz380aQXbKg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.159 [XNIO-1 task-1]  2G7nmt9yQRa3egwN30KqIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.159 [XNIO-1 task-1]  2G7nmt9yQRa3egwN30KqIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.159 [XNIO-1 task-1]  2G7nmt9yQRa3egwN30KqIQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.176 [XNIO-1 task-1]  vv1pxLTQRzunUVGObMZXkw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/3ee4decb, base path is set to: null
16:40:11.176 [XNIO-1 task-1]  vv1pxLTQRzunUVGObMZXkw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.176 [XNIO-1 task-1]  vv1pxLTQRzunUVGObMZXkw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:11.176 [XNIO-1 task-1]  vv1pxLTQRzunUVGObMZXkw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
16:40:11.176 [XNIO-1 task-1]  vv1pxLTQRzunUVGObMZXkw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/3ee4decb, base path is set to: null
16:40:11.176 [XNIO-1 task-1]  vv1pxLTQRzunUVGObMZXkw DEBUG com.networknt.schema.TypeValidator debug - validate( "3ee4decb", "3ee4decb", userId)
16:40:11.176 [XNIO-1 task-1]  vv1pxLTQRzunUVGObMZXkw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"bbcbd92a-6466-4c3c-ab78-020f3eb6a4a8","newPassword":"6722d545-8d06-43be-9d9c-c39d6838d3ef","newPasswordConfirm":"6722d545-8d06-43be-9d9c-c39d6838d3ef"}, {"password":"bbcbd92a-6466-4c3c-ab78-020f3eb6a4a8","newPassword":"6722d545-8d06-43be-9d9c-c39d6838d3ef","newPasswordConfirm":"6722d545-8d06-43be-9d9c-c39d6838d3ef"}, requestBody)
16:40:11.176 [XNIO-1 task-1]  vv1pxLTQRzunUVGObMZXkw DEBUG com.networknt.schema.TypeValidator debug - validate( "6722d545-8d06-43be-9d9c-c39d6838d3ef", {"password":"bbcbd92a-6466-4c3c-ab78-020f3eb6a4a8","newPassword":"6722d545-8d06-43be-9d9c-c39d6838d3ef","newPasswordConfirm":"6722d545-8d06-43be-9d9c-c39d6838d3ef"}, requestBody.newPasswordConfirm)
16:40:11.176 [XNIO-1 task-1]  vv1pxLTQRzunUVGObMZXkw DEBUG com.networknt.schema.TypeValidator debug - validate( "bbcbd92a-6466-4c3c-ab78-020f3eb6a4a8", {"password":"bbcbd92a-6466-4c3c-ab78-020f3eb6a4a8","newPassword":"6722d545-8d06-43be-9d9c-c39d6838d3ef","newPasswordConfirm":"6722d545-8d06-43be-9d9c-c39d6838d3ef"}, requestBody.password)
16:40:11.177 [XNIO-1 task-1]  vv1pxLTQRzunUVGObMZXkw DEBUG com.networknt.schema.TypeValidator debug - validate( "6722d545-8d06-43be-9d9c-c39d6838d3ef", {"password":"bbcbd92a-6466-4c3c-ab78-020f3eb6a4a8","newPassword":"6722d545-8d06-43be-9d9c-c39d6838d3ef","newPasswordConfirm":"6722d545-8d06-43be-9d9c-c39d6838d3ef"}, requestBody.newPassword)
16:40:11.186 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:3ee4decb
16:40:11.188 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:4729b497
16:40:11.194 [XNIO-1 task-1]  uy1HV4bfSz2VlD5oj21Zeg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.194 [XNIO-1 task-1]  uy1HV4bfSz2VlD5oj21Zeg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.194 [XNIO-1 task-1]  uy1HV4bfSz2VlD5oj21Zeg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.202 [XNIO-1 task-1]  M441d_gvSJOB5krMJ432Hg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.202 [XNIO-1 task-1]  M441d_gvSJOB5krMJ432Hg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.202 [XNIO-1 task-1]  M441d_gvSJOB5krMJ432Hg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.217 [XNIO-1 task-1]  7B8J5HBGQjeKHHpXYu3_VQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/07aba125, base path is set to: null
16:40:11.217 [XNIO-1 task-1]  7B8J5HBGQjeKHHpXYu3_VQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.217 [XNIO-1 task-1]  7B8J5HBGQjeKHHpXYu3_VQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:11.217 [XNIO-1 task-1]  7B8J5HBGQjeKHHpXYu3_VQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
16:40:11.217 [XNIO-1 task-1]  7B8J5HBGQjeKHHpXYu3_VQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/07aba125, base path is set to: null
16:40:11.217 [XNIO-1 task-1]  7B8J5HBGQjeKHHpXYu3_VQ DEBUG com.networknt.schema.TypeValidator debug - validate( "07aba125", "07aba125", userId)
16:40:11.217 [XNIO-1 task-1]  7B8J5HBGQjeKHHpXYu3_VQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"fd2150a8-e40e-4259-842d-ffddc2deedb6","newPassword":"769298a4-ef7d-4853-8d8c-450a1002f05f","newPasswordConfirm":"769298a4-ef7d-4853-8d8c-450a1002f05f"}, {"password":"fd2150a8-e40e-4259-842d-ffddc2deedb6","newPassword":"769298a4-ef7d-4853-8d8c-450a1002f05f","newPasswordConfirm":"769298a4-ef7d-4853-8d8c-450a1002f05f"}, requestBody)
16:40:11.218 [XNIO-1 task-1]  7B8J5HBGQjeKHHpXYu3_VQ DEBUG com.networknt.schema.TypeValidator debug - validate( "769298a4-ef7d-4853-8d8c-450a1002f05f", {"password":"fd2150a8-e40e-4259-842d-ffddc2deedb6","newPassword":"769298a4-ef7d-4853-8d8c-450a1002f05f","newPasswordConfirm":"769298a4-ef7d-4853-8d8c-450a1002f05f"}, requestBody.newPasswordConfirm)
16:40:11.218 [XNIO-1 task-1]  7B8J5HBGQjeKHHpXYu3_VQ DEBUG com.networknt.schema.TypeValidator debug - validate( "fd2150a8-e40e-4259-842d-ffddc2deedb6", {"password":"fd2150a8-e40e-4259-842d-ffddc2deedb6","newPassword":"769298a4-ef7d-4853-8d8c-450a1002f05f","newPasswordConfirm":"769298a4-ef7d-4853-8d8c-450a1002f05f"}, requestBody.password)
16:40:11.218 [XNIO-1 task-1]  7B8J5HBGQjeKHHpXYu3_VQ DEBUG com.networknt.schema.TypeValidator debug - validate( "769298a4-ef7d-4853-8d8c-450a1002f05f", {"password":"fd2150a8-e40e-4259-842d-ffddc2deedb6","newPassword":"769298a4-ef7d-4853-8d8c-450a1002f05f","newPasswordConfirm":"769298a4-ef7d-4853-8d8c-450a1002f05f"}, requestBody.newPassword)
16:40:11.237 [XNIO-1 task-1]  nwB891nyRFecG5zlYiPj3Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.237 [XNIO-1 task-1]  nwB891nyRFecG5zlYiPj3Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.237 [XNIO-1 task-1]  nwB891nyRFecG5zlYiPj3Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.253 [XNIO-1 task-1]  TejkoKW-TyC21KgihXSOCg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.253 [XNIO-1 task-1]  TejkoKW-TyC21KgihXSOCg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.253 [XNIO-1 task-1]  TejkoKW-TyC21KgihXSOCg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.254 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:3ee4decb
16:40:11.255 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:ccaac653
16:40:11.259 [XNIO-1 task-1]  uzwOyI-oTsCZnaGY8FAs5g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.259 [XNIO-1 task-1]  uzwOyI-oTsCZnaGY8FAs5g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.260 [XNIO-1 task-1]  uzwOyI-oTsCZnaGY8FAs5g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.279 [XNIO-1 task-1]  XwvFcOP1QIuXvrAC6ns0OQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/07aba125, base path is set to: null
16:40:11.279 [XNIO-1 task-1]  XwvFcOP1QIuXvrAC6ns0OQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.279 [XNIO-1 task-1]  XwvFcOP1QIuXvrAC6ns0OQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:11.279 [XNIO-1 task-1]  XwvFcOP1QIuXvrAC6ns0OQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
16:40:11.279 [XNIO-1 task-1]  XwvFcOP1QIuXvrAC6ns0OQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/07aba125, base path is set to: null
16:40:11.279 [XNIO-1 task-1]  XwvFcOP1QIuXvrAC6ns0OQ DEBUG com.networknt.schema.TypeValidator debug - validate( "07aba125", "07aba125", userId)
16:40:11.279 [XNIO-1 task-1]  XwvFcOP1QIuXvrAC6ns0OQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"769298a4-ef7d-4853-8d8c-450a1002f05f","newPassword":"ae71a3d9-9b61-45bd-9b39-de23daa0ec4a","newPasswordConfirm":"ae71a3d9-9b61-45bd-9b39-de23daa0ec4a"}, {"password":"769298a4-ef7d-4853-8d8c-450a1002f05f","newPassword":"ae71a3d9-9b61-45bd-9b39-de23daa0ec4a","newPasswordConfirm":"ae71a3d9-9b61-45bd-9b39-de23daa0ec4a"}, requestBody)
16:40:11.279 [XNIO-1 task-1]  XwvFcOP1QIuXvrAC6ns0OQ DEBUG com.networknt.schema.TypeValidator debug - validate( "ae71a3d9-9b61-45bd-9b39-de23daa0ec4a", {"password":"769298a4-ef7d-4853-8d8c-450a1002f05f","newPassword":"ae71a3d9-9b61-45bd-9b39-de23daa0ec4a","newPasswordConfirm":"ae71a3d9-9b61-45bd-9b39-de23daa0ec4a"}, requestBody.newPasswordConfirm)
16:40:11.279 [XNIO-1 task-1]  XwvFcOP1QIuXvrAC6ns0OQ DEBUG com.networknt.schema.TypeValidator debug - validate( "769298a4-ef7d-4853-8d8c-450a1002f05f", {"password":"769298a4-ef7d-4853-8d8c-450a1002f05f","newPassword":"ae71a3d9-9b61-45bd-9b39-de23daa0ec4a","newPasswordConfirm":"ae71a3d9-9b61-45bd-9b39-de23daa0ec4a"}, requestBody.password)
16:40:11.279 [XNIO-1 task-1]  XwvFcOP1QIuXvrAC6ns0OQ DEBUG com.networknt.schema.TypeValidator debug - validate( "ae71a3d9-9b61-45bd-9b39-de23daa0ec4a", {"password":"769298a4-ef7d-4853-8d8c-450a1002f05f","newPassword":"ae71a3d9-9b61-45bd-9b39-de23daa0ec4a","newPasswordConfirm":"ae71a3d9-9b61-45bd-9b39-de23daa0ec4a"}, requestBody.newPassword)
16:40:11.299 [XNIO-1 task-1]  leg8STftSwipY2fniQbC9w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.299 [XNIO-1 task-1]  leg8STftSwipY2fniQbC9w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.299 [XNIO-1 task-1]  leg8STftSwipY2fniQbC9w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.299 [XNIO-1 task-1]  leg8STftSwipY2fniQbC9w DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:11.302 [XNIO-1 task-1]  TctyamRJTbyZwxiMmxHR_A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.302 [XNIO-1 task-1]  TctyamRJTbyZwxiMmxHR_A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.302 [XNIO-1 task-1]  TctyamRJTbyZwxiMmxHR_A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.302 [XNIO-1 task-1]  TctyamRJTbyZwxiMmxHR_A DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:11.306 [XNIO-1 task-1]  jrRrmSTCT4OAg9hb_1qixg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/cb3cc03a, base path is set to: null
16:40:11.307 [XNIO-1 task-1]  jrRrmSTCT4OAg9hb_1qixg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.307 [XNIO-1 task-1]  jrRrmSTCT4OAg9hb_1qixg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:11.307 [XNIO-1 task-1]  jrRrmSTCT4OAg9hb_1qixg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/cb3cc03a, base path is set to: null
16:40:11.307 [XNIO-1 task-1]  jrRrmSTCT4OAg9hb_1qixg DEBUG com.networknt.schema.TypeValidator debug - validate( "cb3cc03a", "cb3cc03a", userId)
16:40:11.310 [XNIO-1 task-1]  uPizQCUGSjOm-TBnP-EwAA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/a54b5d24
16:40:11.310 [XNIO-1 task-1]  uPizQCUGSjOm-TBnP-EwAA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:11.310 [XNIO-1 task-1]  uPizQCUGSjOm-TBnP-EwAA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:11.310 [XNIO-1 task-1]  uPizQCUGSjOm-TBnP-EwAA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/a54b5d24
16:40:11.318 [XNIO-1 task-1]  CQE9DEPRQgiOtuhYQkS3QQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.318 [XNIO-1 task-1]  CQE9DEPRQgiOtuhYQkS3QQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.318 [XNIO-1 task-1]  CQE9DEPRQgiOtuhYQkS3QQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.318 [XNIO-1 task-1]  CQE9DEPRQgiOtuhYQkS3QQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:11.323 [XNIO-1 task-1]  Bpn7D3wuSq-p_SPuAPpnEg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.323 [XNIO-1 task-1]  Bpn7D3wuSq-p_SPuAPpnEg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.323 [XNIO-1 task-1]  Bpn7D3wuSq-p_SPuAPpnEg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.329 [XNIO-1 task-1]  E-BaFoubT0yMVvebZswt3Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/3ee4decb, base path is set to: null
16:40:11.330 [XNIO-1 task-1]  E-BaFoubT0yMVvebZswt3Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.330 [XNIO-1 task-1]  E-BaFoubT0yMVvebZswt3Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:11.330 [XNIO-1 task-1]  E-BaFoubT0yMVvebZswt3Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/3ee4decb, base path is set to: null
16:40:11.330 [XNIO-1 task-1]  E-BaFoubT0yMVvebZswt3Q DEBUG com.networknt.schema.TypeValidator debug - validate( "3ee4decb", "3ee4decb", userId)
16:40:11.337 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:9b2ab305
16:40:11.338 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:9b2ab305
16:40:11.339 [XNIO-1 task-1]  M6wo1n2ARLOVgYqTfpXGLg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/07aba125
16:40:11.339 [XNIO-1 task-1]  M6wo1n2ARLOVgYqTfpXGLg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:11.339 [XNIO-1 task-1]  M6wo1n2ARLOVgYqTfpXGLg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:11.339 [XNIO-1 task-1]  M6wo1n2ARLOVgYqTfpXGLg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/07aba125
16:40:11.346 [XNIO-1 task-1]  oSUdeLMrS8SfgV61zknXJg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/07aba125, base path is set to: null
16:40:11.346 [XNIO-1 task-1]  oSUdeLMrS8SfgV61zknXJg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.346 [XNIO-1 task-1]  oSUdeLMrS8SfgV61zknXJg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:11.346 [XNIO-1 task-1]  oSUdeLMrS8SfgV61zknXJg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
16:40:11.346 [XNIO-1 task-1]  oSUdeLMrS8SfgV61zknXJg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/07aba125, base path is set to: null
16:40:11.346 [XNIO-1 task-1]  oSUdeLMrS8SfgV61zknXJg DEBUG com.networknt.schema.TypeValidator debug - validate( "07aba125", "07aba125", userId)
16:40:11.347 [XNIO-1 task-1]  oSUdeLMrS8SfgV61zknXJg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"ae71a3d9-9b61-45bd-9b39-de23daa0ec4a","newPassword":"a3971761-35c8-48c7-bde1-615f391f28a7","newPasswordConfirm":"a3971761-35c8-48c7-bde1-615f391f28a7"}, {"password":"ae71a3d9-9b61-45bd-9b39-de23daa0ec4a","newPassword":"a3971761-35c8-48c7-bde1-615f391f28a7","newPasswordConfirm":"a3971761-35c8-48c7-bde1-615f391f28a7"}, requestBody)
16:40:11.347 [XNIO-1 task-1]  oSUdeLMrS8SfgV61zknXJg DEBUG com.networknt.schema.TypeValidator debug - validate( "a3971761-35c8-48c7-bde1-615f391f28a7", {"password":"ae71a3d9-9b61-45bd-9b39-de23daa0ec4a","newPassword":"a3971761-35c8-48c7-bde1-615f391f28a7","newPasswordConfirm":"a3971761-35c8-48c7-bde1-615f391f28a7"}, requestBody.newPasswordConfirm)
16:40:11.347 [XNIO-1 task-1]  oSUdeLMrS8SfgV61zknXJg DEBUG com.networknt.schema.TypeValidator debug - validate( "ae71a3d9-9b61-45bd-9b39-de23daa0ec4a", {"password":"ae71a3d9-9b61-45bd-9b39-de23daa0ec4a","newPassword":"a3971761-35c8-48c7-bde1-615f391f28a7","newPasswordConfirm":"a3971761-35c8-48c7-bde1-615f391f28a7"}, requestBody.password)
16:40:11.347 [XNIO-1 task-1]  oSUdeLMrS8SfgV61zknXJg DEBUG com.networknt.schema.TypeValidator debug - validate( "a3971761-35c8-48c7-bde1-615f391f28a7", {"password":"ae71a3d9-9b61-45bd-9b39-de23daa0ec4a","newPassword":"a3971761-35c8-48c7-bde1-615f391f28a7","newPasswordConfirm":"a3971761-35c8-48c7-bde1-615f391f28a7"}, requestBody.newPassword)
16:40:11.354 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:9b2ab305
16:40:11.365 [XNIO-1 task-1]  m87Ab8LHQ6CgbsBS44szfg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.365 [XNIO-1 task-1]  m87Ab8LHQ6CgbsBS44szfg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.366 [XNIO-1 task-1]  m87Ab8LHQ6CgbsBS44szfg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:11.374 [XNIO-1 task-1]  VoUVXHwwQlm7_gI4Ap6_bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/cb3cc03a, base path is set to: null
16:40:11.375 [XNIO-1 task-1]  VoUVXHwwQlm7_gI4Ap6_bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:11.375 [XNIO-1 task-1]  VoUVXHwwQlm7_gI4Ap6_bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:11.375 [XNIO-1 task-1]  VoUVXHwwQlm7_gI4Ap6_bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
16:40:11.375 [XNIO-1 task-1]  VoUVXHwwQlm7_gI4Ap6_bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/cb3cc03a, base path is set to: null
16:40:11.375 [XNIO-1 task-1]  VoUVXHwwQlm7_gI4Ap6_bw DEBUG com.networknt.schema.TypeValidator debug - validate( "cb3cc03a", "cb3cc03a", userId)
16:40:11.375 [XNIO-1 task-1]  VoUVXHwwQlm7_gI4Ap6_bw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"77c24472-4f36-4b0c-8f4f-1bd27c53fd6b","newPassword":"5f2e3150-dac2-4996-ba1b-0b5df07a935e","newPasswordConfirm":"5f2e3150-dac2-4996-ba1b-0b5df07a935e"}, {"password":"77c24472-4f36-4b0c-8f4f-1bd27c53fd6b","newPassword":"5f2e3150-dac2-4996-ba1b-0b5df07a935e","newPasswordConfirm":"5f2e3150-dac2-4996-ba1b-0b5df07a935e"}, requestBody)
16:40:11.376 [XNIO-1 task-1]  VoUVXHwwQlm7_gI4Ap6_bw DEBUG com.networknt.schema.TypeValidator debug - validate( "5f2e3150-dac2-4996-ba1b-0b5df07a935e", {"password":"77c24472-4f36-4b0c-8f4f-1bd27c53fd6b","newPassword":"5f2e3150-dac2-4996-ba1b-0b5df07a935e","newPasswordConfirm":"5f2e3150-dac2-4996-ba1b-0b5df07a935e"}, requestBody.newPasswordConfirm)
16:40:11.376 [XNIO-1 task-1]  VoUVXHwwQlm7_gI4Ap6_bw DEBUG com.networknt.schema.TypeValidator debug - validate( "77c24472-4f36-4b0c-8f4f-1bd27c53fd6b", {"password":"77c24472-4f36-4b0c-8f4f-1bd27c53fd6b","newPassword":"5f2e3150-dac2-4996-ba1b-0b5df07a935e","newPasswordConfirm":"5f2e3150-dac2-4996-ba1b-0b5df07a935e"}, requestBody.password)
16:40:11.376 [XNIO-1 task-1]  VoUVXHwwQlm7_gI4Ap6_bw DEBUG com.networknt.schema.TypeValidator debug - validate( "5f2e3150-dac2-4996-ba1b-0b5df07a935e", {"password":"77c24472-4f36-4b0c-8f4f-1bd27c53fd6b","newPassword":"5f2e3150-dac2-4996-ba1b-0b5df07a935e","newPasswordConfirm":"5f2e3150-dac2-4996-ba1b-0b5df07a935e"}, requestBody.newPassword)
16:40:11.393 [XNIO-1 task-1]  tUk90o8sSbGVQ5bdsu_Ehg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/cb3cc03a, base path is set to: null
16:40:11.393 [XNIO-1 task-1]  tUk90o8sSbGVQ5bdsu_Ehg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
