20:00:39.952 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG com.zaxxer.hikari.pool.HikariPool checkFailFast - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@fe063ff
20:00:42.585 [XNIO-1 task-2]  a9sqmEnFRSOTBAySZhlmcA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/86671835
20:00:42.594 [XNIO-1 task-2]  lTyC7OEVR2eyAF4cbb6ZRA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/18ae3482, base path is set to: null
20:00:42.594 [XNIO-1 task-2]  lTyC7OEVR2eyAF4cbb6ZRA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:42.594 [XNIO-1 task-2]  lTyC7OEVR2eyAF4cbb6ZRA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:42.595 [XNIO-1 task-2]  lTyC7OEVR2eyAF4cbb6ZRA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/18ae3482, base path is set to: null
20:00:42.595 [XNIO-1 task-2]  lTyC7OEVR2eyAF4cbb6ZRA DEBUG com.networknt.schema.TypeValidator debug - validate( "18ae3482", "18ae3482", serviceId)
20:00:42.616 [XNIO-1 task-2]  1zqvkLwNRcq9pJQ-pv_OVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/dadcb776, base path is set to: null
20:00:42.617 [XNIO-1 task-2]  1zqvkLwNRcq9pJQ-pv_OVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:42.617 [XNIO-1 task-2]  1zqvkLwNRcq9pJQ-pv_OVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:42.617 [XNIO-1 task-2]  1zqvkLwNRcq9pJQ-pv_OVg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/dadcb776, base path is set to: null
20:00:42.617 [XNIO-1 task-2]  1zqvkLwNRcq9pJQ-pv_OVg DEBUG com.networknt.schema.TypeValidator debug - validate( "dadcb776", "dadcb776", serviceId)
20:00:42.624 [XNIO-1 task-2]  IJvvMzxKQlahO27Pb-52gQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/61eaf4d4, base path is set to: null
20:00:42.625 [XNIO-1 task-2]  IJvvMzxKQlahO27Pb-52gQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:42.625 [XNIO-1 task-2]  IJvvMzxKQlahO27Pb-52gQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:42.625 [XNIO-1 task-2]  IJvvMzxKQlahO27Pb-52gQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/61eaf4d4, base path is set to: null
20:00:42.626 [XNIO-1 task-2]  IJvvMzxKQlahO27Pb-52gQ DEBUG com.networknt.schema.TypeValidator debug - validate( "61eaf4d4", "61eaf4d4", serviceId)
20:00:42.629 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:c1e09c8d-378f-42f1-a49d-dd37cc8491e3
20:00:42.648 [XNIO-1 task-2]  6_EivoDiQXu0nsIATHmKog DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.648 [XNIO-1 task-2]  6_EivoDiQXu0nsIATHmKog DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.649 [XNIO-1 task-2]  6_EivoDiQXu0nsIATHmKog DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.682 [XNIO-1 task-2]  MyJXV8ElR22Je7CvN3-RMQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/dadcb776
20:00:42.682 [XNIO-1 task-2]  MyJXV8ElR22Je7CvN3-RMQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.682 [XNIO-1 task-2]  MyJXV8ElR22Je7CvN3-RMQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:42.683 [XNIO-1 task-2]  MyJXV8ElR22Je7CvN3-RMQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/dadcb776
20:00:42.690 [XNIO-1 task-2]  OjhJ-rx_SzWqRJMQt3hJkw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:42.690 [XNIO-1 task-2]  OjhJ-rx_SzWqRJMQt3hJkw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:42.691 [XNIO-1 task-2]  OjhJ-rx_SzWqRJMQt3hJkw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:42.723 [XNIO-1 task-2]  M3dc4Y-BQhOpVxRQLL9wAg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/dadcb776, base path is set to: null
20:00:42.724 [XNIO-1 task-2]  M3dc4Y-BQhOpVxRQLL9wAg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:42.724 [XNIO-1 task-2]  M3dc4Y-BQhOpVxRQLL9wAg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:42.725 [XNIO-1 task-2]  M3dc4Y-BQhOpVxRQLL9wAg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/dadcb776, base path is set to: null
20:00:42.725 [XNIO-1 task-2]  M3dc4Y-BQhOpVxRQLL9wAg DEBUG com.networknt.schema.TypeValidator debug - validate( "dadcb776", "dadcb776", serviceId)
20:00:42.730 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:9e5be597-2d73-41d3-8270-7055fd8c1a46
20:00:42.742 [XNIO-1 task-2]  5jNU-MDBTO-QnxHJ4RG4Fg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:42.743 [XNIO-1 task-2]  5jNU-MDBTO-QnxHJ4RG4Fg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:42.743 [XNIO-1 task-2]  5jNU-MDBTO-QnxHJ4RG4Fg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:42.749 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:9e5be597-2d73-41d3-8270-7055fd8c1a46
20:00:42.775 [XNIO-1 task-2]  jNyPBtyiR3mO9zKI92Xang DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.775 [XNIO-1 task-2]  jNyPBtyiR3mO9zKI92Xang DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.776 [XNIO-1 task-2]  jNyPBtyiR3mO9zKI92Xang DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.777 [XNIO-1 task-2]  jNyPBtyiR3mO9zKI92Xang DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
20:00:42.799 [XNIO-1 task-2]  0Txo0xB6QoK1YBQXgQb32Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/e1292dbf
20:00:42.799 [XNIO-1 task-2]  0Txo0xB6QoK1YBQXgQb32Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.800 [XNIO-1 task-2]  0Txo0xB6QoK1YBQXgQb32Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:42.800 [XNIO-1 task-2]  0Txo0xB6QoK1YBQXgQb32Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/e1292dbf
20:00:42.812 [XNIO-1 task-2]  NJbkRZi2RxCkuSaEtaMnuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:42.813 [XNIO-1 task-2]  NJbkRZi2RxCkuSaEtaMnuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:42.813 [XNIO-1 task-2]  NJbkRZi2RxCkuSaEtaMnuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:42.813 [XNIO-1 task-2]  NJbkRZi2RxCkuSaEtaMnuQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
20:00:42.848 [XNIO-1 task-2]  2N6A2DLRTHOsburEgCscYA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/e1292dbf, base path is set to: null
20:00:42.848 [XNIO-1 task-2]  2N6A2DLRTHOsburEgCscYA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:42.848 [XNIO-1 task-2]  2N6A2DLRTHOsburEgCscYA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:42.848 [XNIO-1 task-2]  2N6A2DLRTHOsburEgCscYA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/e1292dbf, base path is set to: null
20:00:42.849 [XNIO-1 task-2]  2N6A2DLRTHOsburEgCscYA DEBUG com.networknt.schema.TypeValidator debug - validate( "e1292dbf", "e1292dbf", serviceId)
20:00:42.852 [XNIO-1 task-2]  yRI8enxRTWGw8Jf0hI7mwg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/e1292dbf
20:00:42.852 [XNIO-1 task-2]  yRI8enxRTWGw8Jf0hI7mwg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.852 [XNIO-1 task-2]  yRI8enxRTWGw8Jf0hI7mwg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:42.852 [XNIO-1 task-2]  yRI8enxRTWGw8Jf0hI7mwg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/e1292dbf
20:00:42.856 [XNIO-1 task-2]  SkMRx8uLQ4mcBZLr4tYlWg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/e1292dbf, base path is set to: null
20:00:42.857 [XNIO-1 task-2]  SkMRx8uLQ4mcBZLr4tYlWg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:42.857 [XNIO-1 task-2]  SkMRx8uLQ4mcBZLr4tYlWg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:42.857 [XNIO-1 task-2]  SkMRx8uLQ4mcBZLr4tYlWg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/e1292dbf, base path is set to: null
20:00:42.858 [XNIO-1 task-2]  SkMRx8uLQ4mcBZLr4tYlWg DEBUG com.networknt.schema.TypeValidator debug - validate( "e1292dbf", "e1292dbf", serviceId)
20:00:42.861 [XNIO-1 task-2]  CtIRbxWURM2hpZSpk82V5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.861 [XNIO-1 task-2]  CtIRbxWURM2hpZSpk82V5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.861 [XNIO-1 task-2]  CtIRbxWURM2hpZSpk82V5Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.862 [XNIO-1 task-2]  CtIRbxWURM2hpZSpk82V5Q DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"e1292dbf","serviceName":"05ef39dd-b07d-475a-84c2-0a543cc9","serviceDesc":"a22b2b73-c211-40e9-974f-a9e138243934","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"e1292dbf","serviceName":"05ef39dd-b07d-475a-84c2-0a543cc9","serviceDesc":"a22b2b73-c211-40e9-974f-a9e138243934","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:42.863 [XNIO-1 task-2]  CtIRbxWURM2hpZSpk82V5Q DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"e1292dbf","serviceName":"05ef39dd-b07d-475a-84c2-0a543cc9","serviceDesc":"a22b2b73-c211-40e9-974f-a9e138243934","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:42.863 [XNIO-1 task-2]  CtIRbxWURM2hpZSpk82V5Q DEBUG com.networknt.schema.TypeValidator debug - validate( "a22b2b73-c211-40e9-974f-a9e138243934", {"serviceType":"swagger","serviceId":"e1292dbf","serviceName":"05ef39dd-b07d-475a-84c2-0a543cc9","serviceDesc":"a22b2b73-c211-40e9-974f-a9e138243934","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
20:00:42.863 [XNIO-1 task-2]  CtIRbxWURM2hpZSpk82V5Q DEBUG com.networknt.schema.TypeValidator debug - validate( "e1292dbf", {"serviceType":"swagger","serviceId":"e1292dbf","serviceName":"05ef39dd-b07d-475a-84c2-0a543cc9","serviceDesc":"a22b2b73-c211-40e9-974f-a9e138243934","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
20:00:42.863 [XNIO-1 task-2]  CtIRbxWURM2hpZSpk82V5Q DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"e1292dbf","serviceName":"05ef39dd-b07d-475a-84c2-0a543cc9","serviceDesc":"a22b2b73-c211-40e9-974f-a9e138243934","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
20:00:42.863 [XNIO-1 task-2]  CtIRbxWURM2hpZSpk82V5Q DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"e1292dbf","serviceName":"05ef39dd-b07d-475a-84c2-0a543cc9","serviceDesc":"a22b2b73-c211-40e9-974f-a9e138243934","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"e1292dbf","serviceName":"05ef39dd-b07d-475a-84c2-0a543cc9","serviceDesc":"a22b2b73-c211-40e9-974f-a9e138243934","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:42.877 [XNIO-1 task-2]  Nkz5h9XVS-OGfjsxVr8kJg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.877 [XNIO-1 task-2]  Nkz5h9XVS-OGfjsxVr8kJg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.878 [XNIO-1 task-2]  Nkz5h9XVS-OGfjsxVr8kJg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.878 [XNIO-1 task-2]  Nkz5h9XVS-OGfjsxVr8kJg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"b8bf151f","serviceName":"ec245605-67bd-49a7-9275-0b3add2a","serviceDesc":"ddee5393-69bc-4e01-8121-83edcc01e1eb","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"b8bf151f","serviceName":"ec245605-67bd-49a7-9275-0b3add2a","serviceDesc":"ddee5393-69bc-4e01-8121-83edcc01e1eb","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:42.878 [XNIO-1 task-2]  Nkz5h9XVS-OGfjsxVr8kJg DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"b8bf151f","serviceName":"ec245605-67bd-49a7-9275-0b3add2a","serviceDesc":"ddee5393-69bc-4e01-8121-83edcc01e1eb","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
20:00:42.878 [XNIO-1 task-2]  Nkz5h9XVS-OGfjsxVr8kJg DEBUG com.networknt.schema.TypeValidator debug - validate( "ddee5393-69bc-4e01-8121-83edcc01e1eb", {"serviceType":"swagger","serviceId":"b8bf151f","serviceName":"ec245605-67bd-49a7-9275-0b3add2a","serviceDesc":"ddee5393-69bc-4e01-8121-83edcc01e1eb","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
20:00:42.879 [XNIO-1 task-2]  Nkz5h9XVS-OGfjsxVr8kJg DEBUG com.networknt.schema.TypeValidator debug - validate( "b8bf151f", {"serviceType":"swagger","serviceId":"b8bf151f","serviceName":"ec245605-67bd-49a7-9275-0b3add2a","serviceDesc":"ddee5393-69bc-4e01-8121-83edcc01e1eb","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
20:00:42.879 [XNIO-1 task-2]  Nkz5h9XVS-OGfjsxVr8kJg DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"b8bf151f","serviceName":"ec245605-67bd-49a7-9275-0b3add2a","serviceDesc":"ddee5393-69bc-4e01-8121-83edcc01e1eb","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
20:00:42.879 [XNIO-1 task-2]  Nkz5h9XVS-OGfjsxVr8kJg DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"b8bf151f","serviceName":"ec245605-67bd-49a7-9275-0b3add2a","serviceDesc":"ddee5393-69bc-4e01-8121-83edcc01e1eb","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"b8bf151f","serviceName":"ec245605-67bd-49a7-9275-0b3add2a","serviceDesc":"ddee5393-69bc-4e01-8121-83edcc01e1eb","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
20:00:42.929 [XNIO-1 task-2]  1Vs5CIpkQTSOPir4bRh8Aw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:42.930 [XNIO-1 task-2]  1Vs5CIpkQTSOPir4bRh8Aw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:42.930 [XNIO-1 task-2]  1Vs5CIpkQTSOPir4bRh8Aw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:42.949 [XNIO-1 task-2]  pIT7AOBbT26zJeZY00rICg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0b371fc6, base path is set to: null
20:00:42.949 [XNIO-1 task-2]  pIT7AOBbT26zJeZY00rICg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:42.949 [XNIO-1 task-2]  pIT7AOBbT26zJeZY00rICg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:42.949 [XNIO-1 task-2]  pIT7AOBbT26zJeZY00rICg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0b371fc6, base path is set to: null
20:00:42.950 [XNIO-1 task-2]  pIT7AOBbT26zJeZY00rICg DEBUG com.networknt.schema.TypeValidator debug - validate( "0b371fc6", "0b371fc6", serviceId)
20:00:42.967 [XNIO-1 task-2]  Ymx-zFDmR0mHOjBJawU0nw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/f05c3a0b
20:00:42.968 [XNIO-1 task-2]  Ymx-zFDmR0mHOjBJawU0nw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:42.968 [XNIO-1 task-2]  Ymx-zFDmR0mHOjBJawU0nw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:42.968 [XNIO-1 task-2]  Ymx-zFDmR0mHOjBJawU0nw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/f05c3a0b
20:00:42.998 [XNIO-1 task-2]  a-zGGxFrR0uDqbwLVruCbg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0cd40818, base path is set to: null
20:00:42.999 [XNIO-1 task-2]  a-zGGxFrR0uDqbwLVruCbg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:42.999 [XNIO-1 task-2]  a-zGGxFrR0uDqbwLVruCbg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:42.999 [XNIO-1 task-2]  a-zGGxFrR0uDqbwLVruCbg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0cd40818, base path is set to: null
20:00:43.000 [XNIO-1 task-2]  a-zGGxFrR0uDqbwLVruCbg DEBUG com.networknt.schema.TypeValidator debug - validate( "0cd40818", "0cd40818", serviceId)
20:00:43.004 [XNIO-1 task-2]  JrnmLgpDQb-kJa1uAPZTJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/0cd40818
20:00:43.004 [XNIO-1 task-2]  JrnmLgpDQb-kJa1uAPZTJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:43.004 [XNIO-1 task-2]  JrnmLgpDQb-kJa1uAPZTJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:43.005 [XNIO-1 task-2]  JrnmLgpDQb-kJa1uAPZTJQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/0cd40818
20:00:43.009 [XNIO-1 task-2]  7fZvhHPLT_mpu6nYnRw1WQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:43.011 [XNIO-1 task-2]  7fZvhHPLT_mpu6nYnRw1WQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:43.011 [XNIO-1 task-2]  7fZvhHPLT_mpu6nYnRw1WQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
20:00:43.011 [XNIO-1 task-2]  7fZvhHPLT_mpu6nYnRw1WQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
20:00:43.031 [XNIO-1 task-2]  bTCSOomgT6Gerfw55zR_kQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0cd40818, base path is set to: null
20:00:43.031 [XNIO-1 task-2]  bTCSOomgT6Gerfw55zR_kQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:43.031 [XNIO-1 task-2]  bTCSOomgT6Gerfw55zR_kQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:43.031 [XNIO-1 task-2]  bTCSOomgT6Gerfw55zR_kQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0cd40818, base path is set to: null
20:00:43.032 [XNIO-1 task-2]  bTCSOomgT6Gerfw55zR_kQ DEBUG com.networknt.schema.TypeValidator debug - validate( "0cd40818", "0cd40818", serviceId)
20:00:43.035 [XNIO-1 task-2]  V9sxPaQKTB65SYA8EesLVA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/0cd40818
20:00:43.036 [XNIO-1 task-2]  V9sxPaQKTB65SYA8EesLVA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:43.036 [XNIO-1 task-2]  V9sxPaQKTB65SYA8EesLVA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:43.036 [XNIO-1 task-2]  V9sxPaQKTB65SYA8EesLVA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/0cd40818
20:00:43.043 [XNIO-1 task-2]  4R2mcaTgTIyrjo8Ng68kkw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0cd40818, base path is set to: null
20:00:43.043 [XNIO-1 task-2]  4R2mcaTgTIyrjo8Ng68kkw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
20:00:43.043 [XNIO-1 task-2]  4R2mcaTgTIyrjo8Ng68kkw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
20:00:43.043 [XNIO-1 task-2]  4R2mcaTgTIyrjo8Ng68kkw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0cd40818, base path is set to: null
20:00:43.044 [XNIO-1 task-2]  4R2mcaTgTIyrjo8Ng68kkw DEBUG com.networknt.schema.TypeValidator debug - validate( "0cd40818", "0cd40818", serviceId)
20:00:43.064 [XNIO-1 task-2]  AULMPskyQymOeNHBv-xMgg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:43.064 [XNIO-1 task-2]  AULMPskyQymOeNHBv-xMgg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:43.064 [XNIO-1 task-2]  AULMPskyQymOeNHBv-xMgg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:43.079 [XNIO-1 task-2]  Y6JxRS8JQ9i6Lfp8jKLdcg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/fea8a03b
20:00:43.080 [XNIO-1 task-2]  Y6JxRS8JQ9i6Lfp8jKLdcg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:43.080 [XNIO-1 task-2]  Y6JxRS8JQ9i6Lfp8jKLdcg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
20:00:43.080 [XNIO-1 task-2]  Y6JxRS8JQ9i6Lfp8jKLdcg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/fea8a03b
20:00:43.088 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:669ea312-2e09-48c0-ac1e-539d01e35f0f
20:00:43.098 [XNIO-1 task-2]  yFdScN2XSgWe3YPDw-tdgA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/b8bf151f
20:00:43.098 [XNIO-1 task-2]  yFdScN2XSgWe3YPDw-tdgA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
20:00:43.099 [XNIO-1 task-2]  yFdScN2XSgWe3YPDw-tdgA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
