09:00:41.004 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:815aa1f2
09:00:42.549 [XNIO-1 task-1]  zYTL_u2QRFG4_e7oiFPy1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:42.549 [XNIO-1 task-1]  zYTL_u2QRFG4_e7oiFPy1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:42.549 [XNIO-1 task-1]  zYTL_u2QRFG4_e7oiFPy1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:42.550 [XNIO-1 task-1]  zYTL_u2QRFG4_e7oiFPy1Q DEBUG com.networknt.schema.TypeValidator debug - validate( "fb7ac70c-8b7c-4c10-84d3-151e3e66a854", "fb7ac70c-8b7c-4c10-84d3-151e3e66a854", client_id)
09:00:42.551 [XNIO-1 task-1]  zYTL_u2QRFG4_e7oiFPy1Q DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:42.551 [XNIO-1 task-1]  zYTL_u2QRFG4_e7oiFPy1Q DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:42.552 [XNIO-1 task-1]  zYTL_u2QRFG4_e7oiFPy1Q DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:42.552 [XNIO-1 task-1]  zYTL_u2QRFG4_e7oiFPy1Q DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:42.552 [XNIO-1 task-1]  zYTL_u2QRFG4_e7oiFPy1Q DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:42.562 [XNIO-1 task-1]  zYTL_u2QRFG4_e7oiFPy1Q DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:42.562 [XNIO-1 task-1]  zYTL_u2QRFG4_e7oiFPy1Q DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:42.565 [XNIO-1 task-1]  zYTL_u2QRFG4_e7oiFPy1Q DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=kibRHgfyScGfiFQlCqNA7Q
09:00:42.583 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:f9c58674
09:00:42.592 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:928a1d7b-d83e-429a-a498-90928827754a
09:00:42.600 [XNIO-1 task-1]  IVpVLYgsTo6RVMLjijpw2w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:42.600 [XNIO-1 task-1]  IVpVLYgsTo6RVMLjijpw2w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:42.601 [XNIO-1 task-1]  IVpVLYgsTo6RVMLjijpw2w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:42.601 [XNIO-1 task-1]  IVpVLYgsTo6RVMLjijpw2w DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:42.603 [XNIO-1 task-1]  IVpVLYgsTo6RVMLjijpw2w DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:42.603 [XNIO-1 task-1]  IVpVLYgsTo6RVMLjijpw2w DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:42.603 [XNIO-1 task-1]  IVpVLYgsTo6RVMLjijpw2w DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:42.604 [XNIO-1 task-1]  IVpVLYgsTo6RVMLjijpw2w DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:42.614 [XNIO-1 task-1]  IVpVLYgsTo6RVMLjijpw2w DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:42.614 [XNIO-1 task-1]  IVpVLYgsTo6RVMLjijpw2w DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:42.615 [XNIO-1 task-1]  IVpVLYgsTo6RVMLjijpw2w DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=7HqLEXEuQ2mmedWMAqEMrw
09:00:42.620 [XNIO-1 task-1]  -ogpCaQTQBKYkHlUzqFSlQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:42.620 [XNIO-1 task-1]  -ogpCaQTQBKYkHlUzqFSlQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:42.621 [XNIO-1 task-1]  -ogpCaQTQBKYkHlUzqFSlQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:42.622 [XNIO-1 task-1]  -ogpCaQTQBKYkHlUzqFSlQ DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:42.622 [XNIO-1 task-1]  -ogpCaQTQBKYkHlUzqFSlQ DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:42.623 [XNIO-1 task-1]  -ogpCaQTQBKYkHlUzqFSlQ DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:42.623 [XNIO-1 task-1]  -ogpCaQTQBKYkHlUzqFSlQ DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:42.623 [XNIO-1 task-1]  -ogpCaQTQBKYkHlUzqFSlQ DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:42.630 [XNIO-1 task-2]  pIHRNhiiQOC-8z0RoCdzUA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:42.630 [XNIO-1 task-2]  pIHRNhiiQOC-8z0RoCdzUA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:42.630 [XNIO-1 task-2]  pIHRNhiiQOC-8z0RoCdzUA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:42.630 [XNIO-1 task-1]  -ogpCaQTQBKYkHlUzqFSlQ DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:42.630 [XNIO-1 task-1]  -ogpCaQTQBKYkHlUzqFSlQ DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:42.630 [XNIO-1 task-2]  pIHRNhiiQOC-8z0RoCdzUA DEBUG com.networknt.schema.TypeValidator debug - validate( "I1byfmeuRzU3WLjJDFDWAG5yqYxNMtFBaCTk2d3Q9ao", "I1byfmeuRzU3WLjJDFDWAG5yqYxNMtFBaCTk2d3Q9ao", code_challenge)
09:00:42.631 [XNIO-1 task-2]  pIHRNhiiQOC-8z0RoCdzUA DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:42.631 [XNIO-1 task-2]  pIHRNhiiQOC-8z0RoCdzUA DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:42.632 [XNIO-1 task-2]  pIHRNhiiQOC-8z0RoCdzUA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:42.632 [XNIO-1 task-2]  pIHRNhiiQOC-8z0RoCdzUA DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:42.632 [XNIO-1 task-2]  pIHRNhiiQOC-8z0RoCdzUA DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:42.632 [XNIO-1 task-2]  pIHRNhiiQOC-8z0RoCdzUA DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:42.662 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:b7ecea5d
09:00:42.663 [XNIO-1 task-1]  4hGTKQewQB2R_WS-eYj5aw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:42.663 [XNIO-1 task-1]  4hGTKQewQB2R_WS-eYj5aw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:42.663 [XNIO-1 task-1]  4hGTKQewQB2R_WS-eYj5aw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:42.664 [XNIO-1 task-1]  4hGTKQewQB2R_WS-eYj5aw DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:42.664 [XNIO-1 task-1]  4hGTKQewQB2R_WS-eYj5aw DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:42.664 [XNIO-1 task-1]  4hGTKQewQB2R_WS-eYj5aw DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:42.664 [XNIO-1 task-1]  4hGTKQewQB2R_WS-eYj5aw DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:42.667 [XNIO-1 task-2]  pIHRNhiiQOC-8z0RoCdzUA DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:42.667 [XNIO-1 task-2]  pIHRNhiiQOC-8z0RoCdzUA DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:42.668 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:b7ecea5d
09:00:42.668 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:b7ecea5d
09:00:42.672 [XNIO-1 task-2]  pIHRNhiiQOC-8z0RoCdzUA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=0qMqBe64SeGpPwoapCDfXw
09:00:42.677 [XNIO-1 task-2]  w46U8qY3RLaSXqBranvJzA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:42.677 [XNIO-1 task-2]  w46U8qY3RLaSXqBranvJzA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:42.678 [XNIO-1 task-2]  w46U8qY3RLaSXqBranvJzA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:42.678 [XNIO-1 task-2]  w46U8qY3RLaSXqBranvJzA DEBUG com.networknt.schema.TypeValidator debug - validate( "c2266f5f-880e-4d86-b455-70e2ce22b2dd", "c2266f5f-880e-4d86-b455-70e2ce22b2dd", client_id)
09:00:42.678 [XNIO-1 task-2]  w46U8qY3RLaSXqBranvJzA DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:42.679 [XNIO-1 task-2]  w46U8qY3RLaSXqBranvJzA DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:42.679 [XNIO-1 task-2]  w46U8qY3RLaSXqBranvJzA DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:42.679 [XNIO-1 task-2]  w46U8qY3RLaSXqBranvJzA DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:42.679 [XNIO-1 task-2]  w46U8qY3RLaSXqBranvJzA DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:42.681 [XNIO-1 task-1]  4hGTKQewQB2R_WS-eYj5aw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:42.681 [XNIO-1 task-1]  4hGTKQewQB2R_WS-eYj5aw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:42.685 [XNIO-1 task-1]  4hGTKQewQB2R_WS-eYj5aw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=BOvMYFbgRfmw14kGc1nUAg
09:00:42.688 [XNIO-1 task-2]  w46U8qY3RLaSXqBranvJzA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:42.688 [XNIO-1 task-2]  w46U8qY3RLaSXqBranvJzA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:42.698 [XNIO-1 task-2]  aUJOxmU6QG2FgCVdFSGDxA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:42.699 [XNIO-1 task-2]  aUJOxmU6QG2FgCVdFSGDxA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:42.699 [XNIO-1 task-2]  aUJOxmU6QG2FgCVdFSGDxA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:42.699 [XNIO-1 task-2]  aUJOxmU6QG2FgCVdFSGDxA DEBUG com.networknt.schema.TypeValidator debug - validate( "_U-UlwHedMzkUL4ra_GdOJjGbTtaC2G64ITQoh6qkPk", "_U-UlwHedMzkUL4ra_GdOJjGbTtaC2G64ITQoh6qkPk", code_challenge)
09:00:42.701 [XNIO-1 task-2]  aUJOxmU6QG2FgCVdFSGDxA DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:42.701 [XNIO-1 task-2]  aUJOxmU6QG2FgCVdFSGDxA DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:42.701 [XNIO-1 task-2]  aUJOxmU6QG2FgCVdFSGDxA DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:42.701 [XNIO-1 task-2]  aUJOxmU6QG2FgCVdFSGDxA DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:42.701 [XNIO-1 task-2]  aUJOxmU6QG2FgCVdFSGDxA DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:42.702 [XNIO-1 task-2]  aUJOxmU6QG2FgCVdFSGDxA DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:42.711 [XNIO-1 task-2]  aUJOxmU6QG2FgCVdFSGDxA DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:42.711 [XNIO-1 task-2]  aUJOxmU6QG2FgCVdFSGDxA DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:42.740 [XNIO-1 task-2]  W873mZBzSduWC7l3a87PCQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:42.740 [XNIO-1 task-2]  W873mZBzSduWC7l3a87PCQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:42.740 [XNIO-1 task-2]  W873mZBzSduWC7l3a87PCQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:42.741 [XNIO-1 task-2]  W873mZBzSduWC7l3a87PCQ DEBUG com.networknt.schema.TypeValidator debug - validate( "bfc60134-fb55-4945-9780-5f603a2668fb", "bfc60134-fb55-4945-9780-5f603a2668fb", client_id)
09:00:42.741 [XNIO-1 task-2]  W873mZBzSduWC7l3a87PCQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:42.741 [XNIO-1 task-2]  W873mZBzSduWC7l3a87PCQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:42.741 [XNIO-1 task-2]  W873mZBzSduWC7l3a87PCQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:42.742 [XNIO-1 task-2]  W873mZBzSduWC7l3a87PCQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:42.742 [XNIO-1 task-2]  W873mZBzSduWC7l3a87PCQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:42.755 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:62a863c2-5046-4a09-a6b9-0760987f7b67
09:00:42.756 [XNIO-1 task-2]  W873mZBzSduWC7l3a87PCQ DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:42.760 [XNIO-1 task-2]  W873mZBzSduWC7l3a87PCQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:42.768 [XNIO-1 task-2]  1eZUwpz1TTOYE3_BfxwXww DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:42.768 [XNIO-1 task-2]  1eZUwpz1TTOYE3_BfxwXww DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:42.768 [XNIO-1 task-2]  1eZUwpz1TTOYE3_BfxwXww DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:42.768 [XNIO-1 task-2]  1eZUwpz1TTOYE3_BfxwXww DEBUG com.networknt.schema.TypeValidator debug - validate( "eIVgS8-kPQIAl9cFmiHeQRCH9avkWi8Zo3vd2DR1ofQ", "eIVgS8-kPQIAl9cFmiHeQRCH9avkWi8Zo3vd2DR1ofQ", code_challenge)
09:00:42.769 [XNIO-1 task-2]  1eZUwpz1TTOYE3_BfxwXww DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:42.769 [XNIO-1 task-2]  1eZUwpz1TTOYE3_BfxwXww DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:42.769 [XNIO-1 task-2]  1eZUwpz1TTOYE3_BfxwXww DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:42.770 [XNIO-1 task-2]  1eZUwpz1TTOYE3_BfxwXww DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:42.770 [XNIO-1 task-2]  1eZUwpz1TTOYE3_BfxwXww DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:42.770 [XNIO-1 task-2]  1eZUwpz1TTOYE3_BfxwXww DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:42.780 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:f9c58674
09:00:42.781 [XNIO-1 task-2]  1eZUwpz1TTOYE3_BfxwXww DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:42.782 [XNIO-1 task-2]  1eZUwpz1TTOYE3_BfxwXww DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:42.794 [XNIO-1 task-2]  rB9r6pkkRTmuYyXHCqZlRw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:42.794 [XNIO-1 task-2]  rB9r6pkkRTmuYyXHCqZlRw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:42.795 [XNIO-1 task-2]  rB9r6pkkRTmuYyXHCqZlRw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:42.795 [XNIO-1 task-2]  rB9r6pkkRTmuYyXHCqZlRw DEBUG com.networknt.schema.TypeValidator debug - validate( "1HRT-FLKBhfwd2-KyvlH12haxdIIGqFulIykYqa7f0s", "1HRT-FLKBhfwd2-KyvlH12haxdIIGqFulIykYqa7f0s", code_challenge)
09:00:42.795 [XNIO-1 task-2]  rB9r6pkkRTmuYyXHCqZlRw DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:42.796 [XNIO-1 task-2]  rB9r6pkkRTmuYyXHCqZlRw DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:42.796 [XNIO-1 task-2]  rB9r6pkkRTmuYyXHCqZlRw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:42.796 [XNIO-1 task-2]  rB9r6pkkRTmuYyXHCqZlRw DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:42.796 [XNIO-1 task-2]  rB9r6pkkRTmuYyXHCqZlRw DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:42.796 [XNIO-1 task-2]  rB9r6pkkRTmuYyXHCqZlRw DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:42.810 [XNIO-1 task-2]  rB9r6pkkRTmuYyXHCqZlRw DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:42.810 [XNIO-1 task-2]  rB9r6pkkRTmuYyXHCqZlRw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:42.812 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:f9c58674
09:00:42.825 [XNIO-1 task-2]  anA0mUWJQPmpu-IfkxB6dg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:42.825 [XNIO-1 task-2]  anA0mUWJQPmpu-IfkxB6dg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:42.825 [XNIO-1 task-2]  anA0mUWJQPmpu-IfkxB6dg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
