16:40:50.940 [XNIO-1 task-2]  w36eAxhJTze5C9rp4bvKvA DEBUG com.networknt.schema.TypeValidator debug - validate( "e65c6856", "e65c6856", serviceId)
16:40:51.896 [XNIO-1 task-2]  HjgeYmbVQMuhMZnWbZjwIQ DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"84e1e8a6","serviceName":"2b88266d-24f0-4984-a431-e5b3908c","serviceDesc":"c6af3565-82cb-4602-b9f8-14d7aae0289e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:40:51.896 [XNIO-1 task-2]  HjgeYmbVQMuhMZnWbZjwIQ DEBUG com.networknt.schema.TypeValidator debug - validate( "2b88266d-24f0-4984-a431-e5b3908c", {"serviceType":"swagger","serviceId":"84e1e8a6","serviceName":"2b88266d-24f0-4984-a431-e5b3908c","serviceDesc":"c6af3565-82cb-4602-b9f8-14d7aae0289e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:40:51.896 [XNIO-1 task-2]  HjgeYmbVQMuhMZnWbZjwIQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"84e1e8a6","serviceName":"2b88266d-24f0-4984-a431-e5b3908c","serviceDesc":"c6af3565-82cb-4602-b9f8-14d7aae0289e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"84e1e8a6","serviceName":"2b88266d-24f0-4984-a431-e5b3908c","serviceDesc":"c6af3565-82cb-4602-b9f8-14d7aae0289e","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.903 [XNIO-1 task-2]  nmejgR-6QRqjO2crQjK-zA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.903 [XNIO-1 task-2]  nmejgR-6QRqjO2crQjK-zA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.903 [XNIO-1 task-2]  nmejgR-6QRqjO2crQjK-zA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.903 [XNIO-1 task-2]  nmejgR-6QRqjO2crQjK-zA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:51.910 [XNIO-1 task-2]  uMZ3TMAQTUGeNJMETZlS8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/4445fdfc, base path is set to: null
16:40:51.910 [XNIO-1 task-2]  uMZ3TMAQTUGeNJMETZlS8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.911 [XNIO-1 task-2]  uMZ3TMAQTUGeNJMETZlS8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:51.911 [XNIO-1 task-2]  uMZ3TMAQTUGeNJMETZlS8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/4445fdfc, base path is set to: null
16:40:51.911 [XNIO-1 task-2]  uMZ3TMAQTUGeNJMETZlS8w DEBUG com.networknt.schema.TypeValidator debug - validate( "4445fdfc", "4445fdfc", serviceId)
16:40:51.924 [XNIO-1 task-2]  ymxBJ1CGR6KKRu0II4O7kA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.925 [XNIO-1 task-2]  ymxBJ1CGR6KKRu0II4O7kA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.925 [XNIO-1 task-2]  ymxBJ1CGR6KKRu0II4O7kA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.925 [XNIO-1 task-2]  ymxBJ1CGR6KKRu0II4O7kA DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"8879b2b3","serviceName":"c045992d-9ba5-456e-8fec-92182080","serviceDesc":"ac260fa9-a8e9-4eb6-a63a-b268ee166ac9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"8879b2b3","serviceName":"c045992d-9ba5-456e-8fec-92182080","serviceDesc":"ac260fa9-a8e9-4eb6-a63a-b268ee166ac9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.925 [XNIO-1 task-2]  ymxBJ1CGR6KKRu0II4O7kA DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"8879b2b3","serviceName":"c045992d-9ba5-456e-8fec-92182080","serviceDesc":"ac260fa9-a8e9-4eb6-a63a-b268ee166ac9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"8879b2b3","serviceName":"c045992d-9ba5-456e-8fec-92182080","serviceDesc":"ac260fa9-a8e9-4eb6-a63a-b268ee166ac9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.925 [XNIO-1 task-2]  ymxBJ1CGR6KKRu0II4O7kA DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"8879b2b3","serviceName":"c045992d-9ba5-456e-8fec-92182080","serviceDesc":"ac260fa9-a8e9-4eb6-a63a-b268ee166ac9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:51.925 [XNIO-1 task-2]  ymxBJ1CGR6KKRu0II4O7kA DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"8879b2b3","serviceName":"c045992d-9ba5-456e-8fec-92182080","serviceDesc":"ac260fa9-a8e9-4eb6-a63a-b268ee166ac9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:40:51.925 [XNIO-1 task-2]  ymxBJ1CGR6KKRu0II4O7kA DEBUG com.networknt.schema.TypeValidator debug - validate( "c045992d-9ba5-456e-8fec-92182080", {"serviceType":"swagger","serviceId":"8879b2b3","serviceName":"c045992d-9ba5-456e-8fec-92182080","serviceDesc":"ac260fa9-a8e9-4eb6-a63a-b268ee166ac9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:40:51.925 [XNIO-1 task-2]  ymxBJ1CGR6KKRu0II4O7kA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"8879b2b3","serviceName":"c045992d-9ba5-456e-8fec-92182080","serviceDesc":"ac260fa9-a8e9-4eb6-a63a-b268ee166ac9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"8879b2b3","serviceName":"c045992d-9ba5-456e-8fec-92182080","serviceDesc":"ac260fa9-a8e9-4eb6-a63a-b268ee166ac9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.930 [XNIO-1 task-2]  dP3oRpc9S1C0PZZp_nDC8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/54d6ef27, base path is set to: null
16:40:51.931 [XNIO-1 task-2]  dP3oRpc9S1C0PZZp_nDC8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.931 [XNIO-1 task-2]  dP3oRpc9S1C0PZZp_nDC8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:51.931 [XNIO-1 task-2]  dP3oRpc9S1C0PZZp_nDC8Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/54d6ef27, base path is set to: null
16:40:51.931 [XNIO-1 task-2]  dP3oRpc9S1C0PZZp_nDC8Q DEBUG com.networknt.schema.TypeValidator debug - validate( "54d6ef27", "54d6ef27", serviceId)
16:40:51.934 [XNIO-1 task-2]  evp0QIG_Q_-to8gIBkF8WA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.934 [XNIO-1 task-2]  evp0QIG_Q_-to8gIBkF8WA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.934 [XNIO-1 task-2]  evp0QIG_Q_-to8gIBkF8WA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.942 [XNIO-1 task-2]  1eWTpHBXRH-9wAL-SBxRQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.942 [XNIO-1 task-2]  1eWTpHBXRH-9wAL-SBxRQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.942 [XNIO-1 task-2]  1eWTpHBXRH-9wAL-SBxRQQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.942 [XNIO-1 task-2]  1eWTpHBXRH-9wAL-SBxRQQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:51.947 [XNIO-1 task-2]  60yjdtU4QwWlGrxBRZ8YRA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/8879b2b3
16:40:51.947 [XNIO-1 task-2]  60yjdtU4QwWlGrxBRZ8YRA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.947 [XNIO-1 task-2]  60yjdtU4QwWlGrxBRZ8YRA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:51.947 [XNIO-1 task-2]  60yjdtU4QwWlGrxBRZ8YRA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/8879b2b3
16:40:51.950 [XNIO-1 task-2]  rXXaU9y5Rkysr1kYaMA4kw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.950 [XNIO-1 task-2]  rXXaU9y5Rkysr1kYaMA4kw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.950 [XNIO-1 task-2]  rXXaU9y5Rkysr1kYaMA4kw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.950 [XNIO-1 task-2]  rXXaU9y5Rkysr1kYaMA4kw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:51.954 [XNIO-1 task-2]  byYO-nqHQaSF2stIHzL-Og DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/54d6ef27, base path is set to: null
16:40:51.954 [XNIO-1 task-2]  byYO-nqHQaSF2stIHzL-Og DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.954 [XNIO-1 task-2]  byYO-nqHQaSF2stIHzL-Og DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:51.954 [XNIO-1 task-2]  byYO-nqHQaSF2stIHzL-Og DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/54d6ef27, base path is set to: null
16:40:51.955 [XNIO-1 task-2]  byYO-nqHQaSF2stIHzL-Og DEBUG com.networknt.schema.TypeValidator debug - validate( "54d6ef27", "54d6ef27", serviceId)
16:40:51.960 [XNIO-1 task-2]  IqL62ovvTSGEmhFhGM24LA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.960 [XNIO-1 task-2]  IqL62ovvTSGEmhFhGM24LA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.960 [XNIO-1 task-2]  IqL62ovvTSGEmhFhGM24LA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.960 [XNIO-1 task-2]  IqL62ovvTSGEmhFhGM24LA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:51.963 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:9d345c94-a7aa-408c-93e2-032594c29c8d
16:40:51.968 [XNIO-1 task-2]  FTsWItCkQyyGmfQ5Zm3KeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/8879b2b3, base path is set to: null
16:40:51.968 [XNIO-1 task-2]  FTsWItCkQyyGmfQ5Zm3KeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.968 [XNIO-1 task-2]  FTsWItCkQyyGmfQ5Zm3KeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:51.968 [XNIO-1 task-2]  FTsWItCkQyyGmfQ5Zm3KeQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/8879b2b3, base path is set to: null
16:40:51.968 [XNIO-1 task-2]  FTsWItCkQyyGmfQ5Zm3KeQ DEBUG com.networknt.schema.TypeValidator debug - validate( "8879b2b3", "8879b2b3", serviceId)
16:40:51.972 [XNIO-1 task-2]  CSyDxMRMR9WxrhmHoX6-VA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.972 [XNIO-1 task-2]  CSyDxMRMR9WxrhmHoX6-VA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.972 [XNIO-1 task-2]  CSyDxMRMR9WxrhmHoX6-VA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.972 [XNIO-1 task-2]  CSyDxMRMR9WxrhmHoX6-VA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:51.977 [XNIO-1 task-2]  wNxciDgdQeOvlzyyLZ5fjA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.977 [XNIO-1 task-2]  wNxciDgdQeOvlzyyLZ5fjA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.977 [XNIO-1 task-2]  wNxciDgdQeOvlzyyLZ5fjA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.983 [XNIO-1 task-2]  AulbpVaPSaSugv6Ik6u3eA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/8879b2b3
16:40:51.984 [XNIO-1 task-2]  AulbpVaPSaSugv6Ik6u3eA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.984 [XNIO-1 task-2]  AulbpVaPSaSugv6Ik6u3eA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:51.984 [XNIO-1 task-2]  AulbpVaPSaSugv6Ik6u3eA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/8879b2b3
16:40:51.990 [XNIO-1 task-2]  77gZbT1mRhaTtzz7r3DJ3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/602c99d3, base path is set to: null
16:40:51.990 [XNIO-1 task-2]  77gZbT1mRhaTtzz7r3DJ3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.990 [XNIO-1 task-2]  77gZbT1mRhaTtzz7r3DJ3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:51.991 [XNIO-1 task-2]  77gZbT1mRhaTtzz7r3DJ3g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/602c99d3, base path is set to: null
16:40:51.991 [XNIO-1 task-2]  77gZbT1mRhaTtzz7r3DJ3g DEBUG com.networknt.schema.TypeValidator debug - validate( "602c99d3", "602c99d3", serviceId)
16:40:51.994 [XNIO-1 task-2]  pymKonwcT6-x5vinME-iLw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/602c99d3
16:40:51.994 [XNIO-1 task-2]  pymKonwcT6-x5vinME-iLw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:51.994 [XNIO-1 task-2]  pymKonwcT6-x5vinME-iLw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:51.994 [XNIO-1 task-2]  pymKonwcT6-x5vinME-iLw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/602c99d3
16:40:51.996 [XNIO-1 task-2]  NJnIUo5cTJyRuvsKU4ZQ-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.996 [XNIO-1 task-2]  NJnIUo5cTJyRuvsKU4ZQ-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:51.996 [XNIO-1 task-2]  NJnIUo5cTJyRuvsKU4ZQ-Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:51.997 [XNIO-1 task-2]  NJnIUo5cTJyRuvsKU4ZQ-Q DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"602c99d3","serviceName":"e725ded0-b0ef-498c-a09d-4489f87d","serviceDesc":"8d347ac7-f870-43e3-ac6f-03e477a35b99","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"602c99d3","serviceName":"e725ded0-b0ef-498c-a09d-4489f87d","serviceDesc":"8d347ac7-f870-43e3-ac6f-03e477a35b99","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.997 [XNIO-1 task-2]  NJnIUo5cTJyRuvsKU4ZQ-Q DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"602c99d3","serviceName":"e725ded0-b0ef-498c-a09d-4489f87d","serviceDesc":"8d347ac7-f870-43e3-ac6f-03e477a35b99","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"602c99d3","serviceName":"e725ded0-b0ef-498c-a09d-4489f87d","serviceDesc":"8d347ac7-f870-43e3-ac6f-03e477a35b99","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.997 [XNIO-1 task-2]  NJnIUo5cTJyRuvsKU4ZQ-Q DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"602c99d3","serviceName":"e725ded0-b0ef-498c-a09d-4489f87d","serviceDesc":"8d347ac7-f870-43e3-ac6f-03e477a35b99","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:51.997 [XNIO-1 task-2]  NJnIUo5cTJyRuvsKU4ZQ-Q DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"602c99d3","serviceName":"e725ded0-b0ef-498c-a09d-4489f87d","serviceDesc":"8d347ac7-f870-43e3-ac6f-03e477a35b99","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:40:51.997 [XNIO-1 task-2]  NJnIUo5cTJyRuvsKU4ZQ-Q DEBUG com.networknt.schema.TypeValidator debug - validate( "e725ded0-b0ef-498c-a09d-4489f87d", {"serviceType":"swagger","serviceId":"602c99d3","serviceName":"e725ded0-b0ef-498c-a09d-4489f87d","serviceDesc":"8d347ac7-f870-43e3-ac6f-03e477a35b99","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:40:51.997 [XNIO-1 task-2]  NJnIUo5cTJyRuvsKU4ZQ-Q DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"602c99d3","serviceName":"e725ded0-b0ef-498c-a09d-4489f87d","serviceDesc":"8d347ac7-f870-43e3-ac6f-03e477a35b99","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"602c99d3","serviceName":"e725ded0-b0ef-498c-a09d-4489f87d","serviceDesc":"8d347ac7-f870-43e3-ac6f-03e477a35b99","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:51.999 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:f23864d4-5b9b-4927-b2e4-0bd9d96d70dd
16:40:52.002 [XNIO-1 task-2]  PWRpmVnOR4ODKJhBa-9bXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.003 [XNIO-1 task-2]  PWRpmVnOR4ODKJhBa-9bXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.003 [XNIO-1 task-2]  PWRpmVnOR4ODKJhBa-9bXA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.003 [XNIO-1 task-2]  PWRpmVnOR4ODKJhBa-9bXA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"3038a720","serviceName":"dab8cc6f-1546-4ac9-a892-401e528f","serviceDesc":"e42d669a-bc50-44a0-b9b0-d1c387865d9f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"3038a720","serviceName":"dab8cc6f-1546-4ac9-a892-401e528f","serviceDesc":"e42d669a-bc50-44a0-b9b0-d1c387865d9f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:52.003 [XNIO-1 task-2]  PWRpmVnOR4ODKJhBa-9bXA DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"3038a720","serviceName":"dab8cc6f-1546-4ac9-a892-401e528f","serviceDesc":"e42d669a-bc50-44a0-b9b0-d1c387865d9f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:52.003 [XNIO-1 task-2]  PWRpmVnOR4ODKJhBa-9bXA DEBUG com.networknt.schema.TypeValidator debug - validate( "e42d669a-bc50-44a0-b9b0-d1c387865d9f", {"serviceType":"swagger","serviceId":"3038a720","serviceName":"dab8cc6f-1546-4ac9-a892-401e528f","serviceDesc":"e42d669a-bc50-44a0-b9b0-d1c387865d9f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:40:52.003 [XNIO-1 task-2]  PWRpmVnOR4ODKJhBa-9bXA DEBUG com.networknt.schema.TypeValidator debug - validate( "3038a720", {"serviceType":"swagger","serviceId":"3038a720","serviceName":"dab8cc6f-1546-4ac9-a892-401e528f","serviceDesc":"e42d669a-bc50-44a0-b9b0-d1c387865d9f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:40:52.003 [XNIO-1 task-2]  PWRpmVnOR4ODKJhBa-9bXA DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"3038a720","serviceName":"dab8cc6f-1546-4ac9-a892-401e528f","serviceDesc":"e42d669a-bc50-44a0-b9b0-d1c387865d9f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:40:52.003 [XNIO-1 task-2]  PWRpmVnOR4ODKJhBa-9bXA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"3038a720","serviceName":"dab8cc6f-1546-4ac9-a892-401e528f","serviceDesc":"e42d669a-bc50-44a0-b9b0-d1c387865d9f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"3038a720","serviceName":"dab8cc6f-1546-4ac9-a892-401e528f","serviceDesc":"e42d669a-bc50-44a0-b9b0-d1c387865d9f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:52.008 [XNIO-1 task-2]  fH7wlR48Skm02qPvpj7z8A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.009 [XNIO-1 task-2]  fH7wlR48Skm02qPvpj7z8A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.009 [XNIO-1 task-2]  fH7wlR48Skm02qPvpj7z8A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.009 [XNIO-1 task-2]  fH7wlR48Skm02qPvpj7z8A DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:52.016 [XNIO-1 task-2]  wVZyQgJcTeaCEe0SpEMNSg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/602c99d3
16:40:52.017 [XNIO-1 task-2]  wVZyQgJcTeaCEe0SpEMNSg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.017 [XNIO-1 task-2]  wVZyQgJcTeaCEe0SpEMNSg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:52.017 [XNIO-1 task-2]  wVZyQgJcTeaCEe0SpEMNSg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/602c99d3
16:40:52.019 [XNIO-1 task-2]  NUMDHrHKSFO30PI237Xubw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:52.019 [XNIO-1 task-2]  NUMDHrHKSFO30PI237Xubw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:52.019 [XNIO-1 task-2]  NUMDHrHKSFO30PI237Xubw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:52.023 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:6949dfc5
16:40:52.024 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:6949dfc5
16:40:52.024 [XNIO-1 task-2]  oB7xIz7kRk-TLgfaq7JF1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.024 [XNIO-1 task-2]  oB7xIz7kRk-TLgfaq7JF1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.024 [XNIO-1 task-2]  oB7xIz7kRk-TLgfaq7JF1Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.034 [XNIO-1 task-2]  pJB4SENYRY2XciviUwiryw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/602c99d3
16:40:52.034 [XNIO-1 task-2]  pJB4SENYRY2XciviUwiryw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.034 [XNIO-1 task-2]  pJB4SENYRY2XciviUwiryw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
